County/City,Ward,Pct,"Mark Robert Warner","Daniel Mac Arthur Gade","All Others","Total Votes Cast"
"Fairfax County",-,"833 - White Oaks (CD 11)",596,457,5,"1,058"
"Fairfax County",-,"838 - Sangster (CD 10)",297,355,3,655
"Fairfax County",-,"839 - Silverbrook (CD 10)",360,513,1,874
"Fairfax County",-,"840 - West Springfield (CD 11)",502,440,1,943
"Fairfax County",-,"841 - Popes Head (CD 10)",166,333,0,499
"Fairfax County",-,"842 - Parkway (CD 11)",275,445,2,722
"Fairfax County",-,"843 - Fair Lakes (CD 11)",492,363,0,855
"Fairfax County",-,"844 - Centerpointe (CD 11)",305,231,0,536
"Fairfax County",-,"845 - Fountainhead (CD 10)",387,709,3,"1,099"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",461,369,2,832
"Fairfax County",-,"847 - Greenbriar West (CD 10)",322,349,1,672
"Fairfax County",-,"848 - Fair Oaks (CD 11)",320,299,2,621
"Fairfax County",-,"849 - Newgate (CD 10)",506,776,1,"1,283"
"Fairfax County",-,"850 - South Run (CD 10)",258,458,0,716
"Fairfax County",-,"851 - Willow Springs (CD 11)",308,374,0,682
"Fairfax County",-,"901 - Centre Ridge (CD 11)",443,368,1,812
"Fairfax County",-,"902 - Brookfield (CD 10)",752,530,2,"1,284"
"Fairfax County",-,"903 - Cub Run (CD 10)",459,534,1,994
"Fairfax County",-,"904 - Stonecroft (CD 10)",215,282,1,498
"Fairfax County",-,"905 - Franklin (CD 10)",135,142,0,277
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",279,368,0,647
"Fairfax County",-,"909 - Oak Hill (CD 10)",309,314,0,623
"Fairfax County",-,"910 - London Towne (CD 11)",631,409,1,"1,041"
"Fairfax County",-,"911 - Navy (CD 10)",393,448,2,843
"Fairfax County",-,"913 - Rocky Run (CD 10)",424,613,1,"1,038"
"Fairfax County",-,"914 - Vale (CD 10)",252,363,0,615
"Fairfax County",-,"915 - Virginia Run (CD 10)",315,529,2,846
"Fairfax County",-,"916 - Waples Mill (CD 10)",401,630,1,"1,032"
"Fairfax County",-,"917 - Stone North (CD 10)",262,238,1,501
"Fairfax County",-,"918 - Centreville (CD 11)",710,501,0,"1,211"
"Fairfax County",-,"919 - Green Trails (CD 11)",628,439,2,"1,069"
"Fairfax County",-,"920 - Chantilly (CD 10)",362,320,4,686
"Fairfax County",-,"921 - Deer Park (CD 10)",443,523,1,967
"Fairfax County",-,"923 - Bull Run (CD 10)",266,513,1,780
"Fairfax County",-,"924 - Spindle (CD 11)",312,163,4,479
"Fairfax County",-,"925 - Old Mill (CD 10)",299,272,1,572
"Fairfax County",-,"926 - Powell (CD 11)",754,567,1,"1,322"
"Fairfax County",-,"927 - Armfield (CD 10)",259,269,1,529
"Fairfax County",-,"928 - Poplar Tree (CD 10)",373,463,1,837
"Fairfax County",-,"929 - Difficult Run (CD 10)",100,162,1,263
"Fairfax County",-,"930 - Lees Corner (CD 10)",301,323,2,626
"Fairfax County",-,"931 - Carson (CD 10)",399,320,1,720
"Fairfax County",-,"932 - Stone South (CD 10)",278,198,0,476
"Fairfax County",-,"933 - Compton (CD 11)",115,111,2,228
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","59,829","24,419",64,"84,312"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","159,602","44,405",222,"204,229"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","96,066","24,473",126,"120,665"
"Fairfax County",-,"Provisional (CD 10)",301,187,0,488
"Fairfax County",-,"Provisional (CD 11)","1,182",441,2,"1,625"
"Fairfax County",-,"Provisional (CD 8)",807,269,1,"1,077"
"Fairfax City",-,"1 - One",314,249,2,565
"Fairfax City",-,"2 - Two",206,283,1,490
"Fairfax City",-,"3 - Three",341,370,0,711
"Fairfax City",-,"4 - Four",165,182,0,347
"Fairfax City",-,"5 - Five",239,257,0,496
"Fairfax City",-,"6 - Six",313,268,2,583
"Fairfax City",-,"Ab - Central Absentee Precinct","7,540","2,506",9,"10,055"
"Fairfax City",-,Provisional,61,19,0,80
"Falls Church City",-,"1 - First Ward",268,222,1,491
"Falls Church City",-,"2 - Second Ward",202,167,0,369
"Falls Church City",-,"3 - Third Ward",191,167,0,358
"Falls Church City",-,"Ab - Central Absentee Precinct","6,337","1,187",9,"7,533"
"Falls Church City",-,Provisional,18,7,0,25
"Fauquier County",-,"101 - Kettle Run (CD 5)",79,330,2,411
"Fauquier County",-,"102 - Catlett (CD 1)",145,882,1,"1,028"
"Fauquier County",-,"103 - Casanova (CD 5)",125,376,0,501
"Fauquier County",-,"104 - Lois (CD 1)",98,434,1,533
"Fauquier County",-,"105 - Opal (CD 5)",90,422,0,512
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",126,418,1,545
"Fauquier County",-,"201 - Courthouse (CD 5)",272,599,2,873
"Fauquier County",-,"202 - Airlie (CD 5)",167,537,0,704
"Fauquier County",-,"203 - Warrenton (CD 5)",232,497,1,730
"Fauquier County",-,"301 - Morrisville (CD 1)",118,736,0,854
"Fauquier County",-,"302 - Remington (CD 5)",266,777,1,"1,044"
"Fauquier County",-,"303 - Bealeton (CD 1)",311,776,3,"1,090"
"Fauquier County",-,"401 - Marshall (CD 5)",278,690,0,968
"Fauquier County",-,"402 - Leeds (CD 5)",251,692,2,945
"Fauquier County",-,"403 - Waterloo (CD 5)",159,709,2,870
"Fauquier County",-,"404 - Springs Valley (CD 5)",72,300,0,372
"Fauquier County",-,"501 - The Plains (CD 5)",327,591,0,918
"Fauquier County",-,"502 - New Baltimore (CD 5)",135,548,1,684
"Fauquier County",-,"503 - Broad Run (CD 5)",125,454,0,579
"Fauquier County",-,"504 - Vint Hill (CD 5)",157,519,0,676
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)","2,321","2,714",3,"5,038"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)","11,517","10,848",21,"22,386"
"Fauquier County",-,"Provisional (CD 1)",22,19,0,41
"Fauquier County",-,"Provisional (CD 5)",75,69,0,144
"Floyd County",-,"101 - Locust Grove",184,697,1,882
"Floyd County",-,"201 - Little River",91,615,2,708
"Floyd County",-,"301 - Courthouse",138,413,2,553
"Floyd County",-,"401 - Burks Fork",130,676,0,806
"Floyd County",-,"501 - Indian Valley",118,790,0,908
"Floyd County",-,"Ab - Central Absentee Precinct","2,725","2,695",8,"5,428"
"Floyd County",-,Provisional,21,22,0,43
"Fluvanna County",-,"101 - Palmyra",333,766,0,"1,099"
"Fluvanna County",-,"201 - Columbia",280,752,0,"1,032"
"Fluvanna County",-,"301 - Fork Union",335,696,1,"1,032"
"Fluvanna County",-,"401 - Cunningham",252,996,1,"1,249"
"Fluvanna County",-,"501 - Rivanna",270,543,2,815
"Fluvanna County",-,"Ab - Central Absentee Precinct","6,315","4,085",5,"10,405"
"Fluvanna County",-,Provisional,45,42,0,87
"Franklin County",-,"102 - Burnt Chimney",226,925,1,"1,152"
"Franklin County",-,"103 - Scruggs",317,"1,349",1,"1,667"
"Franklin County",-,"201 - Glade Hill",230,868,0,"1,098"
"Franklin County",-,"202 - Penhook",184,559,0,743
"Franklin County",-,"203 - Hodgesville",56,133,0,189
"Franklin County",-,"204 - Dudley",157,546,0,703
"Franklin County",-,"301 - Snow Creek",96,447,0,543
"Franklin County",-,"302 - Fork Mountain",97,406,0,503
"Franklin County",-,"303 - Sontag",286,562,2,850
"Franklin County",-,"304 - Dickinson",124,268,0,392
"Franklin County",-,"401 - Henry",169,773,2,944
"Franklin County",-,"402 - Ferrum",146,402,1,549
"Franklin County",-,"403 - Endicott",104,498,2,604
"Franklin County",-,"501 - Waidsboro",164,444,1,609
"Franklin County",-,"502 - Callaway",173,716,0,889
"Franklin County",-,"503 - Bowmans",128,377,1,506
"Franklin County",-,"504 - Gogginsville",148,596,1,745
"Franklin County",-,"601 - Boones Mill",213,767,2,982
"Franklin County",-,"602 - Bonbrook",219,795,1,"1,015"
"Franklin County",-,"603 - Coopers Cove",151,615,2,768
"Franklin County",-,"701 - Rocky Mount East",270,528,0,798
"Franklin County",-,"702 - Rocky Mount West",240,357,1,598
"Franklin County",-,"703 - Rocky Mount South",156,271,1,428
"Franklin County",-,"Ab - Central Absentee Precinct","5,814","6,251",8,"12,073"
"Franklin County",-,Provisional,39,52,0,91
"Franklin City",-,"101 - Precinct 1-1",111,292,0,403
"Franklin City",-,"201 - Precinct 2-1",157,204,0,361
"Franklin City",-,"301 - Precinct 3-1",189,25,0,214
"Franklin City",-,"401 - Precinct 4-1",158,33,0,191
"Franklin City",-,"501 - Precinct 5-1",164,7,0,171
"Franklin City",-,"601 - Precinct 6-1",157,137,0,294
"Franklin City",-,"Ab - Central Absentee Precinct","1,591",709,2,"2,302"
"Franklin City",-,Provisional,22,3,0,25
"Frederick County",-,"101 - Russells",116,702,1,819
"Frederick County",-,"102 - Gore",229,"1,131",1,"1,361"
"Frederick County",-,"103 - Kernstown",196,720,1,917
"Frederick County",-,"104 - Cedar Creek",186,652,1,839
"Frederick County",-,"201 - Gainesborough",81,582,0,663
"Frederick County",-,"202 - Albin",94,520,0,614
"Frederick County",-,"203 - Redland",168,891,1,"1,060"
"Frederick County",-,"204 - Nain",97,499,0,596
"Frederick County",-,"301 - Clear Brook",107,525,0,632
"Frederick County",-,"302 - Neff's Town",384,851,2,"1,237"
"Frederick County",-,"303 - White Hall",196,748,3,947
"Frederick County",-,"401 - Carpers Valley",231,589,2,822
"Frederick County",-,"402 - Shenandoah",134,459,1,594
"Frederick County",-,"403 - Parkin's Mill",280,756,3,"1,039"
"Frederick County",-,"404 - Armel",240,612,1,853
"Frederick County",-,"501 - Stephens City",251,666,1,918
"Frederick County",-,"502 - Newtown",350,968,2,"1,320"
"Frederick County",-,"503 - Canterburg",318,850,1,"1,169"
"Frederick County",-,"601 - Millbrook",202,527,1,730
"Frederick County",-,"602 - Ash Hollow",295,555,0,850
"Frederick County",-,"603 - Greenwood",415,971,2,"1,388"
"Frederick County",-,"Ab - Central Absentee Precinct","13,228","14,992",20,"28,240"
"Frederick County",-,Provisional,164,174,0,338
"Fredericksburg City",-,"101 - Precinct 1 - District One",601,553,4,"1,158"
"Fredericksburg City",-,"201 - Precinct 1 - District Two",391,430,2,823
"Fredericksburg City",-,"301 - Precinct 1 - District Three",387,450,1,838
"Fredericksburg City",-,"401 - Precinct 1 - District Four",317,175,2,494
"Fredericksburg City",-,"402 - Precinct 2 - District Four",285,181,1,467
"Fredericksburg City",-,"Ab - Central Absentee Precinct","6,458","2,277",3,"8,738"
"Fredericksburg City",-,Provisional,56,14,0,70
"Galax City",-,"1 - East",146,374,1,521
"Galax City",-,"2 - North",95,261,0,356
"Galax City",-,"3 - South",69,238,0,307
"Galax City",-,"Ab - Central Absentee Precinct",608,803,0,"1,411"
"Galax City",-,Provisional,1,3,0,4
"Giles County",-,"101 - Glen Lyn",18,82,0,100
"Giles County",-,"102 - Rich Creek",98,302,0,400
"Giles County",-,"103 - Narrows",194,758,1,953
"Giles County",-,"201 - Pearisburg",181,716,0,897
"Giles County",-,"202 - Staffordsville",52,212,0,264
"Giles County",-,"203 - White Gate",23,168,0,191
"Giles County",-,"301 - Eggleston",114,321,1,436
"Giles County",-,"302 - Pembroke",222,796,1,"1,019"
"Giles County",-,"303 - Newport",144,445,0,589
"Giles County",-,"Ab - Central Absentee Precinct","1,667","2,506",3,"4,176"
"Giles County",-,Provisional,0,0,0,0
"Gloucester County",-,"101 - Harcum",184,705,0,889
"Gloucester County",-,"102 - Salem",201,663,0,864
"Gloucester County",-,"103 - Peasley",111,480,1,592
"Gloucester County",-,"201 - Courthouse",160,459,0,619
"Gloucester County",-,"202 - Botetourt",229,779,1,"1,009"
"Gloucester County",-,"301 - White Marsh",199,770,1,970
"Gloucester County",-,"302 - Roanes",235,855,1,"1,091"
"Gloucester County",-,"401 - Hayes",291,841,3,"1,135"
"Gloucester County",-,"402 - Sarahs Creek",258,754,3,"1,015"
"Gloucester County",-,"501 - Achilles",243,"1,336",3,"1,582"
"Gloucester County",-,"502 - Walker",201,746,0,947
"Gloucester County",-,"Ab - Central Absentee Precinct","5,177","6,199",4,"11,380"
"Gloucester County",-,Provisional,32,18,0,50
"Goochland County",-,"101 - Fife",146,431,1,578
"Goochland County",-,"102 - Hadensville",190,643,2,835
"Goochland County",-,"201 - Three Square",99,163,0,262
"Goochland County",-,"202 - Sandy Hook",224,529,0,753
"Goochland County",-,"301 - Goochland Court House 1",120,375,1,496
"Goochland County",-,"302 - Goochland Court House 2",64,204,0,268
"Goochland County",-,"401 - Shallow Well",197,593,0,790
"Goochland County",-,"402 - Centerville",127,408,0,535
"Goochland County",-,"501 - Manakin",196,701,0,897
"Goochland County",-,"502 - Blair Road",173,451,1,625
"Goochland County",-,"Ab - Central Absentee Precinct","5,178","5,450",10,"10,638"
"Goochland County",-,Provisional,16,24,0,40
"Grayson County",-,"101 - Bridle Creek",50,181,0,231
"Grayson County",-,"102 - Flatridge",27,106,0,133
"Grayson County",-,"103 - Grant",44,193,0,237
"Grayson County",-,"104 - Mouth Of Wilson",30,100,0,130
"Grayson County",-,"105 - Mount Rogers",28,166,0,194
"Grayson County",-,"106 - Rugby",44,165,0,209
"Grayson County",-,"107 - Troutdale",12,106,0,118
"Grayson County",-,"108 - Comers Rock",41,116,0,157
"Grayson County",-,"202 - Elk Creek",50,271,1,322
"Grayson County",-,"203 - Independence",121,566,0,687
"Grayson County",-,"301 - Baywood",55,399,0,454
"Grayson County",-,"302 - Fairview",95,563,0,658
"Grayson County",-,"401 - Fries",80,256,1,337
"Grayson County",-,"402 - Providence",79,593,0,672
"Grayson County",-,"403 - Oldtown",55,254,0,309
"Grayson County",-,"Ab - Central Absentee Precinct","1,129","1,925",5,"3,059"
"Grayson County",-,Provisional,6,12,0,18
"Greene County",-,"101 - Dyke",91,412,0,503
"Greene County",-,"102 - Swift Run",150,526,0,676
"Greene County",-,"201 - Ruckersville",323,830,0,"1,153"
"Greene County",-,"301 - Stanardsville",196,682,1,879
"Greene County",-,"401 - Midway",251,716,2,969
"Greene County",-,"Ab - Central Absentee Precinct","3,504","3,479",3,"6,986"
"Greene County",-,Provisional,14,16,0,30
"Greensville County",-,"101 - Precinct 1-a",187,134,0,321
"Greensville County",-,"102 - Precinct 1-b",42,104,0,146
"Greensville County",-,"103 - Precinct 1-c",161,32,0,193
"Greensville County",-,"201 - Precinct 2-a",214,96,0,310
"Greensville County",-,"202 - Precinct 2-b",137,280,0,417
"Greensville County",-,"302 - Precinct 3-a",303,186,3,492
"Greensville County",-,"401 - Precinct 4-a",60,148,0,208
"Greensville County",-,"402 - Precinct 4-b",189,127,0,316
"Greensville County",-,"403 - Precinct 4-c",60,79,0,139
"Greensville County",-,"AB - Central Absentee Precinct","1,363",636,1,"2,000"
"Greensville County",-,Provisional,0,0,0,0
"Halifax County",-,"101 - Childrey",142,338,0,480
"Halifax County",-,"102 - Liberty",68,188,0,256
"Halifax County",-,"103 - Republican Grove",155,276,0,431
"Halifax County",-,"201 - Clays Mill",51,220,0,271
"Halifax County",-,"202 - Crossroads",95,242,0,337
"Halifax County",-,"203 - Clover",173,285,0,458
"Halifax County",-,"302 - Meadville",99,84,1,184
"Halifax County",-,"304 - Vernon Hill",79,266,0,345
"Halifax County",-,"305 - Sinai",201,134,0,335
"Halifax County",-,"401 - Courthouse",104,168,0,272
"Halifax County",-,"403 - Center",108,208,0,316
"Halifax County",-,"502 - Dan River",165,332,0,497
"Halifax County",-,"503 - Scottsburg",87,359,0,446
"Halifax County",-,"601 - Black Walnut",74,288,0,362
"Halifax County",-,"603 - Mt Carmel",182,387,0,569
"Halifax County",-,"605 - Union",48,147,0,195
"Halifax County",-,"701 - Hyco",119,448,0,567
"Halifax County",-,"702 - Midway",81,424,0,505
"Halifax County",-,"703 - Virgilina",59,321,0,380
"Halifax County",-,"801 - South Boston",327,142,0,469
"Halifax County",-,"Ab - Central Absentee Precinct","5,819","4,557",5,"10,381"
"Halifax County",-,Provisional,22,10,0,32
"Hampton City",-,"101 - Aberdeen (CD 3)",416,120,2,538
"Hampton City",-,"102 - Bassette (CD 3)",479,71,0,550
"Hampton City",-,"103 - City Hall (CD 3)",324,104,0,428
"Hampton City",-,"104 - Cooper (CD 3)",662,189,3,854
"Hampton City",-,"105 - East Hampton (CD 3)",224,98,1,323
"Hampton City",-,"106 - Armstrong (CD 3)",362,292,0,654
"Hampton City",-,"107 - Lindsay (CD 3)",332,123,0,455
"Hampton City",-,"108 - Thomas (CD 3)",497,110,3,610
"Hampton City",-,"109 - Phenix (CD 3)",590,83,1,674
"Hampton City",-,"110 - Phoebus (CD 2)",132,123,0,255
"Hampton City",-,"111 - Hampton Library (CD 3)",110,110,0,220
"Hampton City",-,"112 - Smith (CD 3)",487,333,0,820
"Hampton City",-,"115 - Wythe (CD 3)",216,252,0,468
"Hampton City",-,"116 - Jones (CD 3)",261,90,1,352
"Hampton City",-,"117 - Kecoughtan (CD 3)",382,227,4,613
"Hampton City",-,"118 - Mallory (CD 3)",513,114,2,629
"Hampton City",-,"201 - Booker (CD 2)",366,585,2,953
"Hampton City",-,"202 - Bryan (CD 2)",373,470,1,844
"Hampton City",-,"203 - Burbank (CD 2)",327,310,1,638
"Hampton City",-,"204 - Forrest (CD 3)",362,277,1,640
"Hampton City",-,"205 - Asbury (CD 2)",384,"1,070",1,"1,455"
"Hampton City",-,"208 - Kraft (CD 3)",559,598,3,"1,160"
"Hampton City",-,"209 - Langley (CD 2)",374,435,4,813
"Hampton City",-,"210 - Machen (CD 3)",564,311,3,878
"Hampton City",-,"212 - Bethel (CD 3)",412,327,0,739
"Hampton City",-,"213 - Phillips (CD 2)",434,748,1,"1,183"
"Hampton City",-,"214 - Tucker Capps (CD 3)",496,394,1,891
"Hampton City",-,"215 - Tyler (CD 2)",6,6,0,12
"Hampton City",-,"215 - Tyler (CD 3)",170,59,0,229
"Hampton City",-,"216 - Sandy Bottom (CD 3)",252,250,2,504
"Hampton City",-,"217 - Syms (CD 3)",152,255,1,408
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)","6,686","3,362",7,"10,055"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","28,370","5,773",40,"34,183"
"Hampton City",-,"Provisional (CD 2)",65,44,1,110
"Hampton City",-,"Provisional (CD 3)",288,64,0,352
"Hanover County",-,"101 - Ashland",265,342,3,610
"Hanover County",-,"104 - Sliding Hill",202,459,1,662
"Hanover County",-,"105 - Berkley",301,272,1,574
"Hanover County",-,"106 - Kersey Creek",128,248,0,376
"Hanover County",-,"107 - Chickahominy",147,343,0,490
"Hanover County",-,"201 - Beaverdam",175,982,5,"1,162"
"Hanover County",-,"202 - Blunts",188,486,1,675
"Hanover County",-,"203 - Wilmington Parish",151,624,4,779
"Hanover County",-,"206 - Courthouse",109,320,1,430
"Hanover County",-,"208 - Oak Knoll",103,451,1,555
"Hanover County",-,"209 - West Hanover",67,234,0,301
"Hanover County",-,"210 - Oak Hill",48,156,0,204
"Hanover County",-,"301 - Clay",145,437,1,583
"Hanover County",-,"303 - Shady Grove",181,548,0,729
"Hanover County",-,"304 - Atlee",425,998,3,"1,426"
"Hanover County",-,"305 - Cool Spring",161,495,0,656
"Hanover County",-,"401 - Battlefield",134,733,1,868
"Hanover County",-,"403 - Cold Harbor",328,"1,026",2,"1,356"
"Hanover County",-,"404 - Black Creek",156,"1,131",1,"1,288"
"Hanover County",-,"405 - Pebble Creek",205,436,1,642
"Hanover County",-,"406 - Beaverdam Creek",92,202,0,294
"Hanover County",-,"502 - Rural Point",166,649,1,816
"Hanover County",-,"503 - Newman",213,551,3,767
"Hanover County",-,"504 - Studley",125,644,0,769
"Hanover County",-,"505 - Totopotomoy",82,482,1,565
"Hanover County",-,"506 - Georgetown",100,416,1,517
"Hanover County",-,"507 - Laurel Meadow",160,629,0,789
"Hanover County",-,"601 - Village",344,888,0,"1,232"
"Hanover County",-,"602 - Lee Davis",236,720,2,958
"Hanover County",-,"603 - Mechanicsville",296,529,1,826
"Hanover County",-,"604 - Hanover Grove",139,390,0,529
"Hanover County",-,"701 - Farrington",161,671,1,833
"Hanover County",-,"702 - Montpelier",278,687,2,967
"Hanover County",-,"703 - Rockville",262,821,1,"1,084"
"Hanover County",-,"704 - Elmont",245,674,0,919
"Hanover County",-,"705 - South Anna",151,500,0,651
"Hanover County",-,"Ab - Central Absentee Precinct","19,077","23,644",30,"42,751"
"Hanover County",-,Provisional,118,75,0,193
"Harrisonburg City",-,"101 - Northeast",517,381,2,900
"Harrisonburg City",-,"102 - East Central",218,174,0,392
"Harrisonburg City",-,"103 - Southeast",476,416,1,893
"Harrisonburg City",-,"104 - East",427,439,0,866
"Harrisonburg City",-,"105 - South East Central",166,95,0,261
"Harrisonburg City",-,"201 - Northwest",349,412,2,763
"Harrisonburg City",-,"202 - Southwest",364,409,2,775
"Harrisonburg City",-,"203 - West",305,373,0,678
"Harrisonburg City",-,"Ab - Central Absentee Precinct","8,226","2,894",10,"11,130"
"Harrisonburg City",-,Provisional,68,41,0,109
"Henrico County",-,"101 - Coalpit (CD 7)",507,799,0,"1,306"
"Henrico County",-,"102 - Dumbarton (CD 7)",587,299,2,888
"Henrico County",-,"103 - Glen Allen (CD 7)",414,814,2,"1,230"
"Henrico County",-,"105 - Greendale (CD 7)",630,558,4,"1,192"
"Henrico County",-,"106 - Hermitage (CD 7)",520,552,0,"1,072"
"Henrico County",-,"108 - Hungary Creek (CD 7)",428,620,1,"1,049"
"Henrico County",-,"109 - Hunton (CD 7)",157,350,0,507
"Henrico County",-,"110 - Johnson (CD 7)",696,488,3,"1,187"
"Henrico County",-,"111 - Lakeside (CD 7)",650,690,3,"1,343"
"Henrico County",-,"112 - Longan (CD 7)",495,587,1,"1,083"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",217,269,1,487
"Henrico County",-,"114 - Monument Hills (CD 7)",224,270,1,495
"Henrico County",-,"115 - Staples Mill (CD 7)",386,632,2,"1,020"
"Henrico County",-,"117 - Westwood (CD 7)",340,361,1,702
"Henrico County",-,"201 - Adams (CD 4)",464,50,0,514
"Henrico County",-,"202 - Azalea (CD 7)",931,116,1,"1,048"
"Henrico County",-,"203 - Belmont (CD 7)",559,380,0,939
"Henrico County",-,"204 - Brookland (CD 7)",148,170,1,319
"Henrico County",-,"205 - Canterbury (CD 7)",109,129,1,239
"Henrico County",-,"206 - Central Gardens (CD 4)",659,31,1,691
"Henrico County",-,"207 - Chamberlayne (CD 7)",486,298,0,784
"Henrico County",-,"208 - Fairfield (CD 4)",542,40,1,583
"Henrico County",-,"209 - Glen Lea (CD 4)",428,121,0,549
"Henrico County",-,"210 - Greenwood (CD 7)",323,163,0,486
"Henrico County",-,"211 - Highland Gardens (CD 4)",287,31,1,319
"Henrico County",-,"212 - Hollybrook (CD 7)",197,116,0,313
"Henrico County",-,"213 - Hungary (CD 7)",386,167,1,554
"Henrico County",-,"214 - Longdale (CD 7)",413,287,1,701
"Henrico County",-,"215 - Maplewood (CD 4)",677,63,2,742
"Henrico County",-,"216 - Moody (CD 7)",200,225,0,425
"Henrico County",-,"217 - Mountain (CD 7)",160,144,0,304
"Henrico County",-,"218 - Oakview (CD 7)",38,39,0,77
"Henrico County",-,"219 - Randolph (CD 7)",108,27,0,135
"Henrico County",-,"220 - Ratcliffe (CD 4)",854,95,1,950
"Henrico County",-,"221 - Stratford Hall (CD 7)",68,89,0,157
"Henrico County",-,"222 - Wilder (CD 7)",342,152,1,495
"Henrico County",-,"223 - Yellow Tavern (CD 7)",456,445,3,904
"Henrico County",-,"224 - Essex Village (CD 4)",341,15,1,357
"Henrico County",-,"301 - Causeway (CD 7)",341,507,0,848
"Henrico County",-,"302 - Cedarfield (CD 7)",247,486,4,737
"Henrico County",-,"303 - Innsbrook (CD 7)",441,551,3,995
"Henrico County",-,"304 - Jackson Davis (CD 7)",260,392,3,655
"Henrico County",-,"305 - Nuckols Farm (CD 7)",394,778,4,"1,176"
"Henrico County",-,"306 - Pocahontas (CD 7)",377,482,1,860
"Henrico County",-,"307 - Ridge (CD 7)",301,340,1,642
"Henrico County",-,"308 - Rivers Edge (CD 7)",449,715,0,"1,164"
"Henrico County",-,"309 - Sadler (CD 7)",402,570,1,973
"Henrico County",-,"310 - Shady Grove (CD 7)",456,866,0,"1,322"
"Henrico County",-,"311 - Short Pump (CD 7)",254,387,0,641
"Henrico County",-,"312 - Springfield (CD 7)",394,344,0,738
"Henrico County",-,"313 - Stoney Run (CD 7)",414,753,0,"1,167"
"Henrico County",-,"314 - Three Chopt (CD 7)",451,665,2,"1,118"
"Henrico County",-,"315 - Tucker (CD 7)",718,363,3,"1,084"
"Henrico County",-,"316 - Colonial Trail (CD 7)",331,348,0,679
"Henrico County",-,"401 - Quioccasin (CD 7)",441,530,1,972
"Henrico County",-,"402 - Crestview (CD 7)",521,488,0,"1,009"
"Henrico County",-,"403 - Derbyshire (CD 7)",295,579,0,874
"Henrico County",-,"404 - Freeman (CD 7)",310,452,2,764
"Henrico County",-,"405 - Gayton (CD 7)",272,576,1,849
"Henrico County",-,"406 - Godwin (CD 7)",259,436,0,695
"Henrico County",-,"407 - Lakewood (CD 7)",257,441,1,699
"Henrico County",-,"408 - Lauderdale (CD 7)",454,518,2,974
"Henrico County",-,"409 - Maybeury (CD 7)",400,584,1,985
"Henrico County",-,"410 - Mooreland (CD 7)",198,503,0,701
"Henrico County",-,"411 - Pemberton (CD 7)",450,410,3,863
"Henrico County",-,"412 - Pinchbeck (CD 7)",540,565,3,"1,108"
"Henrico County",-,"413 - Ridgefield (CD 7)",422,780,4,"1,206"
"Henrico County",-,"414 - Rollingwood (CD 7)",338,488,2,828
"Henrico County",-,"415 - Skipwith (CD 7)",273,296,2,571
"Henrico County",-,"416 - Spottswood (CD 7)",214,282,1,497
"Henrico County",-,"417 - Tuckahoe (CD 7)",297,720,0,"1,017"
"Henrico County",-,"418 - Welborne (CD 7)",372,401,1,774
"Henrico County",-,"419 - West End (CD 7)",359,630,1,990
"Henrico County",-,"501 - Antioch (CD 4)",195,821,0,"1,016"
"Henrico County",-,"502 - Cedar Fork (CD 4)",326,82,0,408
"Henrico County",-,"503 - Chickahominy (CD 4)",301,545,0,846
"Henrico County",-,"504 - Donahoe (CD 4)",363,294,1,658
"Henrico County",-,"505 - Dorey (CD 4)",363,508,0,871
"Henrico County",-,"506 - Eanes (CD 4)",530,267,0,797
"Henrico County",-,"507 - Elko (CD 4)",63,354,0,417
"Henrico County",-,"508 - Highland Springs (CD 4)",516,139,3,658
"Henrico County",-,"509 - Laburnum (CD 4)",424,190,2,616
"Henrico County",-,"510 - Mehfoud (CD 4)",392,276,2,670
"Henrico County",-,"511 - Montrose (CD 4)",698,169,0,867
"Henrico County",-,"512 - Nine Mile (CD 4)",308,197,1,506
"Henrico County",-,"513 - Pleasants (CD 4)",807,123,2,932
"Henrico County",-,"514 - Rolfe (CD 4)",671,121,1,793
"Henrico County",-,"515 - Sandston (CD 4)",344,721,1,"1,066"
"Henrico County",-,"516 - Sullivans (CD 4)",561,320,1,882
"Henrico County",-,"517 - Town Hall (CD 4)",142,292,1,435
"Henrico County",-,"518 - Whitlocks (CD 4)",256,670,1,927
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","24,941","4,226",18,"29,185"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","55,928","23,164",57,"79,149"
"Henrico County",-,"Provisional (CD 4)",232,48,0,280
"Henrico County",-,"Provisional (CD 7)",509,251,2,762
"Henry County",-,"101 - Bassett Number Two (CD 9)",125,153,0,278
"Henry County",-,"102 - Gunville (CD 9)",158,496,1,655
"Henry County",-,"103 - Scott's Tanyard (CD 9)",228,851,2,"1,081"
