County/City,Ward,Pct,"Ralph Shearer Northam","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Henrico County",-,"518 - Whitlocks (CD 3)",541,570,6,"1,117"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",827,211,6,"1,044"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,779","1,326",29,"3,134"
"Henrico County",-,"Provisional (CD 3)",35,7,42,84
"Henrico County",-,"Provisional (CD 7)",71,63,134,268
"Henry County",-,"101 - Bassett Number Two (CD 9)",144,120,1,265
"Henry County",-,"102 - Gunville (CD 9)",170,319,0,489
"Henry County",-,"103 - Scott's Tanyard (CD 9)",315,587,1,903
"Henry County",-,"201 - Fieldale (CD 9)",150,177,1,328
"Henry County",-,"202 - Horsepasture #1 (CD 9)",244,327,4,575
"Henry County",-,"203 - Horsepasture #2 (CD 9)",410,120,2,532
"Henry County",-,"204 - Spencer (CD 9)",238,370,1,609
"Henry County",-,"302 - Axton (CD 5)",247,196,2,445
"Henry County",-,"303 - Irisburg (CD 5)",365,363,0,728
"Henry County",-,"304 - Mount Olivet (CD 5)",560,394,0,954
"Henry County",-,"304 - Mount Olivet (CD 9)",2,0,0,2
"Henry County",-,"305 - Mountain Valley (CD 5)",202,192,0,394
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",165,249,1,415
"Henry County",-,"402 - Daniels Creek (CD 9)",134,252,1,387
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",320,468,1,789
"Henry County",-,"405 - Mountain View (CD 5)",223,224,0,447
"Henry County",-,"501 - Bassett Number One (CD 9)",170,159,1,330
"Henry County",-,"502 - Figsboro (CD 9)",197,310,1,508
"Henry County",-,"503 - Stanleytown (CD 9)",245,493,1,739
"Henry County",-,"504 - Oak Level (CD 9)",103,172,1,276
"Henry County",-,"505 - Dyers Store (CD 5)",10,27,0,37
"Henry County",-,"505 - Dyers Store (CD 9)",132,155,0,287
"Henry County",-,"601 - Fontaine (CD 9)",223,413,3,639
"Henry County",-,"602 - Hillcrest (CD 9)",126,125,0,251
"Henry County",-,"603 - Ridgeway #1 (CD 5)",234,439,0,673
"Henry County",-,"604 - Ridgeway #2 (CD 9)",198,357,3,558
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",51,81,0,132
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",130,232,0,362
"Henry County",-,"Provisional (CD 5)",0,0,0,0
"Henry County",-,"Provisional (CD 9)",1,0,1,2
"Highland County",-,"1 - Monterey",154,146,0,300
"Highland County",-,"3 - Wilsons Mill",29,34,0,63
"Highland County",-,"5 - Blue Grass",51,101,0,152
"Highland County",-,"7 - Mill Gap",45,61,0,106
"Highland County",-,"8 - Mcdowell",75,124,0,199
"Highland County",-,"10 - Headwaters",15,40,0,55
"Hopewell City",-,"101 - Ward One",314,252,2,568
"Hopewell City",-,"201 - Ward Two",399,73,0,472
"Hopewell City",-,"301 - Ward Three",404,586,5,995
"Hopewell City",-,"401 - Ward Four",552,443,3,998
"Hopewell City",-,"501 - Ward Five",356,414,3,773
"Hopewell City",-,"601 - Ward Six",462,67,0,529
"Hopewell City",-,"701 - Ward Seven",398,196,1,595
"Hopewell City",-,"Ab - Central Absentee Precinct",130,132,2,264
"Isle of Wight County",-,"101 - Smithfield",703,809,4,"1,516"
"Isle of Wight County",-,"102 - Cypress Creek",503,661,1,"1,165"
"Isle of Wight County",-,"201 - Bartlett",626,824,2,"1,452"
"Isle of Wight County",-,"202 - Carrollton",577,710,3,"1,290"
"Isle of Wight County",-,"301 - Rushmere",643,432,4,"1,079"
"Isle of Wight County",-,"302 - Pons",732,352,3,"1,087"
"Isle of Wight County",-,"401 - Courthouse",164,272,1,437
"Isle of Wight County",-,"402 - Windsor",360,485,3,848
"Isle of Wight County",-,"403 - Longview",342,400,2,744
"Isle of Wight County",-,"501 - Walters",184,304,1,489
"Isle of Wight County",-,"502 - Camps Mill",151,92,0,243
"Isle of Wight County",-,"503 - Carrsville",174,151,0,325
"Isle of Wight County",-,"504 - Zuni",232,355,3,590
"Isle of Wight County",-,"505 - Raynor",127,201,3,331
"Isle of Wight County",-,"Ab - Central Absentee Precinct",198,254,1,453
"Isle of Wight County",-,Provisional,5,1,0,6
"James City County",-,"101 - Berkeley A","1,152","1,089",7,"2,248"
"James City County",-,"102 - Berkeley B",563,554,7,"1,124"
"James City County",-,"103 - Berkeley C",891,"1,234",4,"2,129"
"James City County",-,"201 - Jamestown A",281,184,2,467
"James City County",-,"202 - Jamestown B",763,550,5,"1,318"
"James City County",-,"203 - Jamestown C",605,573,3,"1,181"
"James City County",-,"204 - Jamestown D",961,"1,054",2,"2,017"
"James City County",-,"301 - Powhatan A",895,976,5,"1,876"
"James City County",-,"302 - Powhatan B",280,232,0,512
"James City County",-,"303 - Powhatan C",282,364,0,646
"James City County",-,"304 - Powhatan D",827,588,4,"1,419"
"James City County",-,"401 - Stonehouse A",613,750,4,"1,367"
"James City County",-,"402 - Stonehouse B","1,051","1,022",7,"2,080"
"James City County",-,"403 - Stonehouse C",677,878,3,"1,558"
"James City County",-,"501 - Roberts A",464,175,3,642
"James City County",-,"502 - Roberts B",926,995,3,"1,924"
"James City County",-,"503 - Roberts C",175,72,1,248
"James City County",-,"504 - Roberts D",935,766,7,"1,708"
"James City County",-,"Ab - Central Absentee Precinct","1,092","1,098",5,"2,195"
"James City County",-,Provisional,17,14,0,31
"King and Queen County",-,"101 - Owenton",266,107,0,373
"King and Queen County",-,"201 - Clarks",202,230,0,432
"King and Queen County",-,"301 - Shacklefords",205,208,1,414
"King and Queen County",-,"401 - Courthouse",286,180,1,467
"King and Queen County",-,"501 - Oldmill",146,208,0,354
"King and Queen County",-,"Ab - Central Absentee Precinct",61,50,1,112
"King and Queen County",-,Provisional,0,0,0,0
"King George County",-,"101 - Courthouse",396,628,2,"1,026"
"King George County",-,"102 - Passapatanzy",226,315,0,541
"King George County",-,"201 - Monroe",613,"1,129",4,"1,746"
"King George County",-,"301 - Dahlgren",663,786,3,"1,452"
"King George County",-,"401 - Shiloh",622,852,5,"1,479"
"King George County",-,"Ab - Central Absentee Precinct",147,185,2,334
"King George County",-,Provisional,0,2,0,2
"King William County",-,"101 - West Point",484,542,7,"1,033"
"King William County",-,"201 - Sweet Hall",143,208,2,353
"King William County",-,"202 - Courthouse",367,278,2,647
"King William County",-,"301 - Aylett",335,581,3,919
"King William County",-,"401 - Manquin",382,609,2,993
"King William County",-,"501 - Mangohick",500,554,4,"1,058"
"King William County",-,"Ab - Central Absentee Precinct",62,89,1,152
"King William County",-,Provisional,1,0,1,2
"Lancaster County",-,"101 - Precinct 1-1",407,421,0,828
"Lancaster County",-,"201 - Precinct 2-1",424,273,3,700
"Lancaster County",-,"301 - Precinct 3-1",339,337,5,681
"Lancaster County",-,"302 - Precinct 3-2",154,151,1,306
"Lancaster County",-,"401 - Precinct 4-1",413,207,4,624
"Lancaster County",-,"501 - Precinct 5-1",477,519,2,998
"Lancaster County",-,"Ab - Central Absentee Precinct",141,173,1,315
"Lancaster County",-,Provisional,3,3,0,6
"Lee County",-,"101 - Elydale",65,182,0,247
"Lee County",-,"102 - Ewing",49,176,0,225
"Lee County",-,"103 - Rose Hill",89,292,0,381
"Lee County",-,"201 - Blackwater",25,53,0,78
"Lee County",-,"202 - Flatwoods",74,283,0,357
"Lee County",-,"203 - Jonesville",154,412,1,567
"Lee County",-,"301 - Ben Hur",153,436,1,590
"Lee County",-,"302 - Woodway",97,282,1,380
"Lee County",-,"401 - Stickleyville",59,161,0,220
"Lee County",-,"402 - Jasper",56,95,1,152
"Lee County",-,"403 - Seminary",41,181,0,222
"Lee County",-,"404 - Dryden",95,253,0,348
"Lee County",-,"501 - Saint Charles",73,80,0,153
"Lee County",-,"502 - Pennington",94,317,1,412
"Lee County",-,"503 - Robbins Chapel",5,53,0,58
"Lee County",-,"504 - Keokee",38,63,0,101
"Lee County",-,"Ab - Central Absentee Precinct",62,140,1,203
"Lee County",-,Provisional,0,0,0,0
"Lexington City",-,"1 - Lexington",987,400,5,"1,392"
"Lexington City",-,"Ab - Central Absentee Precinct",71,27,0,98
"Lexington City",-,Provisional,0,1,0,1
"Loudoun County",-,"107 - Little River",971,889,6,"1,866"
"Loudoun County",-,"108 - Mercer",529,439,1,969
"Loudoun County",-,"112 - Freedom",745,592,1,"1,338"
"Loudoun County",-,"114 - Dulles South",257,232,1,490
"Loudoun County",-,"117 - Carter",808,394,4,"1,206"
"Loudoun County",-,"118 - Moorefield",389,243,3,635
"Loudoun County",-,"119 - Arcola",554,428,6,988
"Loudoun County",-,"120 - Lunsford",548,438,1,987
"Loudoun County",-,"121 - Town Hall",388,342,4,734
"Loudoun County",-,"122 - Hutchison Farm",608,532,8,"1,148"
"Loudoun County",-,"207 - River Bend",484,400,0,884
"Loudoun County",-,"208 - Algonkian",469,357,0,826
"Loudoun County",-,"209 - Potomac Falls",611,458,4,"1,073"
"Loudoun County",-,"210 - Cascades",749,514,6,"1,269"
"Loudoun County",-,"213 - Countryside",253,175,1,429
"Loudoun County",-,"214 - Sugarland North",800,623,4,"1,427"
"Loudoun County",-,"215 - Sugarland South",688,485,6,"1,179"
"Loudoun County",-,"216 - Lowes Island",578,496,3,"1,077"
"Loudoun County",-,"217 - South Bank",683,501,4,"1,188"
"Loudoun County",-,"218 - University Center",366,245,1,612
"Loudoun County",-,"219 - Galilee Church",445,315,4,764
"Loudoun County",-,"301 - Purcellville",671,692,1,"1,364"
"Loudoun County",-,"302 - Round Hill",502,603,2,"1,107"
"Loudoun County",-,"303 - Hillsboro",490,578,5,"1,073"
"Loudoun County",-,"305 - Philomont",240,327,3,570
"Loudoun County",-,"307 - Middleburg",334,215,2,551
"Loudoun County",-,"308 - St Louis",352,238,2,592
"Loudoun County",-,"309 - Aldie",274,211,1,486
"Loudoun County",-,"310 - Mountain View",532,695,8,"1,235"
"Loudoun County",-,"311 - Round Hill Elementary",399,554,2,955
"Loudoun County",-,"312 - Briar Woods",634,704,2,"1,340"
"Loudoun County",-,"313 - Pinebrook",397,305,1,703
"Loudoun County",-,"314 - Legacy",707,489,6,"1,202"
"Loudoun County",-,"315 - Firehouse",200,232,1,433
"Loudoun County",-,"316 - Creighton's Corner",585,427,2,"1,014"
"Loudoun County",-,"401 - West Lovettsville",573,710,2,"1,285"
"Loudoun County",-,"402 - Waterford",550,607,2,"1,159"
"Loudoun County",-,"403 - Lucketts",544,584,1,"1,129"
"Loudoun County",-,"407 - Harper Park",866,922,4,"1,792"
"Loudoun County",-,"408 - Evergreen",444,382,4,830
"Loudoun County",-,"409 - Clarkes Gap",578,662,7,"1,247"
"Loudoun County",-,"411 - East Lovettsville",513,565,1,"1,079"
"Loudoun County",-,"413 - Tuscarora",26,33,0,59
"Loudoun County",-,"414 - Red Rock",321,268,3,592
"Loudoun County",-,"416 - Hamilton",765,777,2,"1,544"
"Loudoun County",-,"417 - Between The Hills",73,113,1,187
"Loudoun County",-,"419 - J. L. Simpson",478,629,0,"1,107"
"Loudoun County",-,"501 - West Leesburg",726,469,4,"1,199"
"Loudoun County",-,"502 - East Leesburg",660,382,0,"1,042"
"Loudoun County",-,"503 - Dry Mill",375,283,5,663
"Loudoun County",-,"504 - Smarts Mill",666,433,4,"1,103"
"Loudoun County",-,"505 - Cool Spring",646,613,4,"1,263"
"Loudoun County",-,"506 - Brandon Park",337,231,2,570
"Loudoun County",-,"507 - Greenway",400,309,1,710
"Loudoun County",-,"508 - Balls Bluff",590,550,2,"1,142"
"Loudoun County",-,"509 - Tolbert",546,342,0,888
"Loudoun County",-,"510 - Heritage",433,408,3,844
"Loudoun County",-,"615 - Hillside",599,478,2,"1,079"
"Loudoun County",-,"616 - Eagle Ridge",765,664,2,"1,431"
"Loudoun County",-,"617 - Oak Grove",224,84,3,311
"Loudoun County",-,"618 - Mill Run",386,309,2,697
"Loudoun County",-,"619 - Ridgetop",220,80,1,301
"Loudoun County",-,"620 - Russell Branch",669,482,7,"1,158"
"Loudoun County",-,"621 - Dominion Trail",736,526,5,"1,267"
"Loudoun County",-,"622 - Farmwell Station",825,563,4,"1,392"
"Loudoun County",-,"623 - Weller",910,645,5,"1,560"
"Loudoun County",-,"624 - Moorefield Station",109,78,0,187
"Loudoun County",-,"701 - Sully",593,417,7,"1,017"
"Loudoun County",-,"702 - Park View",580,338,5,923
"Loudoun County",-,"703 - Rolling Ridge",634,333,3,970
"Loudoun County",-,"705 - Forest Grove",741,555,5,"1,301"
"Loudoun County",-,"707 - Claude Moore Park",459,242,5,706
"Loudoun County",-,"708 - Seneca",546,437,2,985
"Loudoun County",-,"709 - Mirror Ridge",625,335,3,963
"Loudoun County",-,"710 - Sterling",464,323,3,790
"Loudoun County",-,"808 - Stone Bridge",774,628,4,"1,406"
"Loudoun County",-,"810 - Cedar Lane",621,447,4,"1,072"
"Loudoun County",-,"813 - Seldens Landing",417,271,1,689
"Loudoun County",-,"814 - Newton - Lee",576,590,2,"1,168"
"Loudoun County",-,"815 - Belmont Ridge",742,455,1,"1,198"
"Loudoun County",-,"817 - Sanders Corner",621,603,1,"1,225"
"Loudoun County",-,"818 - Broad Run",480,417,3,900
"Loudoun County",-,"819 - Heritage Church",390,421,1,812
"Loudoun County",-,"820 - Belmont Station",443,380,1,824
"Loudoun County",-,"821 - Lansdowne",378,315,3,696
"Loudoun County",-,"Ab - Central Absentee Precinct","3,253","2,947",24,"6,224"
"Loudoun County",-,Provisional,34,59,0,93
"Louisa County",-,"101 - Zion",436,535,5,976
"Louisa County",-,"102 - Mechanicsville",257,295,0,552
"Louisa County",-,"201 - Louisa #1",266,320,4,590
"Louisa County",-,"202 - Louisa #2",299,299,4,602
"Louisa County",-,"301 - Patrick Henry No 1",642,433,0,"1,075"
"Louisa County",-,"302 - Patrick Henry #2",141,145,0,286
"Louisa County",-,"401 - Mineral",412,599,1,"1,012"
"Louisa County",-,"402 - Yanceyville",158,157,3,318
"Louisa County",-,"501 - Fredericks Hall",178,141,2,321
"Louisa County",-,"502 - Cuckoo",199,302,1,502
"Louisa County",-,"503 - Elk Creek",181,256,0,437
"Louisa County",-,"601 - Bumpass",190,379,1,570
"Louisa County",-,"602 - Locust Creek",266,473,1,740
"Louisa County",-,"701 - Sheltons Mill",319,428,0,747
"Louisa County",-,"702 - South Anna",267,321,0,588
"Louisa County",-,"Ab - Central Absentee Precinct",260,246,0,506
"Louisa County",-,Provisional,2,4,0,6
"Lunenburg County",-,"101 - Plymouth",165,225,1,391
"Lunenburg County",-,"201 - Browns Store",182,201,1,384
"Lunenburg County",-,"301 - Rosebud",99,153,3,255
"Lunenburg County",-,"302 - Flat Rock",128,121,0,249
"Lunenburg County",-,"401 - Arrowhead Gun Club",72,104,1,177
"Lunenburg County",-,"402 - Pleasant Grove",122,168,0,290
"Lunenburg County",-,"501 - Reedy Creek",137,93,0,230
"Lunenburg County",-,"502 - Peoples Community Center",210,83,1,294
"Lunenburg County",-,"601 - Hounds Creek",269,127,0,396
"Lunenburg County",-,"701 - Meherrin Fire Department",126,89,1,216
"Lunenburg County",-,"702 - Victoria Public Library",123,130,0,253
"Lunenburg County",-,"Ab - Central Absentee Precinct",75,42,0,117
"Lunenburg County",-,Provisional,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",687,845,3,"1,535"
"Lynchburg City",-,"102 - First Ward Second Precinct",850,992,6,"1,848"
"Lynchburg City",-,"103 - First Ward Third Precinct",748,627,2,"1,377"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",294,205,0,499
"Lynchburg City",-,"105 - First Ward Fifth Precinct",487,368,3,858
"Lynchburg City",-,"201 - Second Ward First Precinct","1,032",296,5,"1,333"
"Lynchburg City",-,"202 - Second Ward Second Precinct",779,168,3,950
"Lynchburg City",-,"203 - Second Ward Third Precinct",311,91,0,402
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",174,134,1,309
"Lynchburg City",-,"301 - Third Ward First Precinct",293,290,2,585
"Lynchburg City",-,"302 - Third Ward Second Precinct",26,"1,144",2,"1,172"
"Lynchburg City",-,"303 - Third Ward Third Precinct",298,447,0,745
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",254,435,1,690
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",436,864,2,"1,302"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",592,"1,141",3,"1,736"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",300,459,5,764
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",513,820,4,"1,337"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",707,661,5,"1,373"
"Lynchburg City",-,"Ab - Central Absentee Precinct",406,302,1,709
"Lynchburg City",-,Provisional,0,7,1,8
"Madison County",-,"1 - Oak Park",202,249,0,451
"Madison County",-,"2 - Radiant",303,381,2,686
"Madison County",-,"3 - Rochelle",115,234,1,350
"Madison County",-,"4 - Graves Mill",10,30,0,40
"Madison County",-,"5 - Madison",309,515,0,824
"Madison County",-,"6 - Wolftown",192,260,1,453
"Madison County",-,"7 - Brightwood",242,499,3,744
"Madison County",-,"8 - Criglersville",129,252,1,382
"Madison County",-,"9 - Etlan",91,119,0,210
"Madison County",-,"Ab - Central Absentee Precinct",99,105,0,204
"Madison County",-,Provisional,0,0,0,0
"Manassas City",-,"1 - Dean",980,"1,012",5,"1,997"
"Manassas City",-,"2 - Weems",670,613,6,"1,289"
"Manassas City",-,"3 - Metz",761,644,3,"1,408"
"Manassas City",-,"4 - Haydon",865,746,3,"1,614"
"Manassas City",-,"5 - Baldwin",793,590,4,"1,387"
"Manassas City",-,"Ab - Central Absentee Precinct",208,214,0,422
"Manassas City",-,Provisional,1,0,0,1
"Manassas Park City",-,"1 - Precinct One",596,445,2,"1,043"
"Manassas Park City",-,"2 - Precinct Two",522,355,2,879
"Manassas Park City",-,"Ab - Central Absentee Precinct",94,73,0,167
"Martinsville City",-,"1 - Precinct #1",300,20,0,320
"Martinsville City",-,"2 - Precinct #2",341,264,5,610
"Martinsville City",-,"3 - Precinct #3",237,132,2,371
"Martinsville City",-,"4 - Precinct #4",365,215,1,581
"Martinsville City",-,"5 - Precinct #5",482,623,4,"1,109"
"Martinsville City",-,"6 - Precinct #6",163,9,0,172
"Martinsville City",-,"Ab - Central Absentee Precinct",82,72,1,155
"Mathews County",-,"1 - Chesapeake",307,394,2,703
"Mathews County",-,"2 - Westville",594,551,0,"1,145"
"Mathews County",-,"3 - Piankatank",581,635,1,"1,217"
"Mathews County",-,"Ab - Central Absentee Precinct",224,174,1,399
"Mathews County",-,Provisional,0,1,0,1
"Mecklenburg County",-,"101 - Wrights Store",134,130,0,264
"Mecklenburg County",-,"102 - Pearsons Store",38,79,0,117
"Mecklenburg County",-,"103 - South Clarksville",195,210,0,405
"Mecklenburg County",-,"201 - Boydton",129,134,0,263
"Mecklenburg County",-,"202 - Bluestone Senior High School",62,29,0,91
"Mecklenburg County",-,"203 - Chase City Vfw Post",150,52,0,202
"Mecklenburg County",-,"301 - Bracey",173,352,0,525
"Mecklenburg County",-,"302 - Lacrosse",158,155,0,313
"Mecklenburg County",-,"401 - American Legion Hall",368,213,0,581
"Mecklenburg County",-,"402 - Park View Middle School",66,43,0,109
"Mecklenburg County",-,"501 - South Hill",347,419,0,766
"Mecklenburg County",-,"601 - Baskerville",122,195,0,317
"Mecklenburg County",-,"602 - Union Level",47,132,0,179
"Mecklenburg County",-,"603 - Smith Crossroads",55,100,0,155
"Mecklenburg County",-,"604 - Lake Gaston",51,89,0,140
"Mecklenburg County",-,"701 - Chase City",182,197,0,379
"Mecklenburg County",-,"702 - Sunshine",150,155,1,306
"Mecklenburg County",-,"801 - Finchley",46,85,0,131
"Mecklenburg County",-,"802 - Bluestone",144,261,0,405
"Mecklenburg County",-,"803 - Chase City Elementary School",122,175,0,297
"Mecklenburg County",-,"901 - Averett",19,72,0,91
"Mecklenburg County",-,"902 - Buffalo Springs",63,151,0,214
"Mecklenburg County",-,"903 - Clarksville",270,479,1,750
"Mecklenburg County",-,"Ab - Central Absentee Precinct",149,135,0,284
"Mecklenburg County",-,Provisional,2,3,5,10
"Middlesex County",-,"101 - Saluda",144,131,0,275
"Middlesex County",-,"102 - Urbanna",244,228,1,473
"Middlesex County",-,"201 - New Market",372,483,0,855
"Middlesex County",-,"301 - Waterview",139,135,0,274
"Middlesex County",-,"302 - Church View",215,140,1,356
"Middlesex County",-,"401- Harmony Village",323,269,2,594
"Middlesex County",-,"501 - Wilton",383,400,1,784
"Middlesex County",-,"Ab - Central Absentee Precinct",103,105,0,208
"Middlesex County",-,Provisional,0,0,0,0
"Montgomery County",-,"101 - Precinct A-1",815,525,2,"1,342"
"Montgomery County",-,"102 - Precinct A-2",746,271,3,"1,020"
"Montgomery County",-,"103 - Precinct A-3","1,116",484,2,"1,602"
"Montgomery County",-,"201 - Precinct B-1",82,50,1,133
"Montgomery County",-,"202 - Precinct B-2",674,553,2,"1,229"
"Montgomery County",-,"203 - Precinct B-3",380,416,2,798
"Montgomery County",-,"204 - Precinct B-4",679,785,4,"1,468"
"Montgomery County",-,"301 - Precinct C-1",390,562,2,954
"Montgomery County",-,"302 - Precinct C-2",453,575,2,"1,030"
"Montgomery County",-,"303 - Precinct C-3",161,233,0,394
"Montgomery County",-,"304 - Precinct C-4",393,524,2,919
"Montgomery County",-,"401 - Precinct D-1",316,372,2,690
"Montgomery County",-,"402 - Precinct D-2",370,617,2,989
"Montgomery County",-,"403 - Precinct D-3",314,412,2,728
"Montgomery County",-,"404 - Precinct D-4",184,290,2,476
"Montgomery County",-,"405 - Precinct D-5",483,581,4,"1,068"
"Montgomery County",-,"501 - Precinct E-1",496,361,5,862
"Montgomery County",-,"502 - Precinct E-2",360,389,0,749
"Montgomery County",-,"503 - Precinct E-3",456,227,5,688
"Montgomery County",-,"601 - Precinct F-1",908,391,4,"1,303"
"Montgomery County",-,"602 - Precinct F-2",735,341,0,"1,076"
"Montgomery County",-,"701 - Precinct G-1","1,126",500,5,"1,631"
"Montgomery County",-,"702 - Precinct G-2",500,219,6,725
"Montgomery County",-,"Ab - Central Absentee Precinct",616,398,2,"1,016"
"Montgomery County",-,Provisional,14,8,0,22
"Nelson County",-,"101 - Rockfish",635,476,3,"1,114"
"Nelson County",-,"201 - Lovingston",306,243,1,550
"Nelson County",-,"202 - Schuyler",192,121,1,314
"Nelson County",-,"301 - Shipman",367,291,3,661
"Nelson County",-,"302 - Gladstone",72,49,0,121
"Nelson County",-,"401 - Roseland",395,431,1,827
"Nelson County",-,"402 - Montebello",31,37,1,69
"Nelson County",-,"501 - Faber",236,150,1,387
"Nelson County",-,"502 - Nellysford",568,383,5,956
"Nelson County",-,"Ab - Central Absentee Precinct",163,87,1,251
"Nelson County",-,Provisional,6,2,0,8
"New Kent County",-,"102 - Tunstall",139,243,2,384
"New Kent County",-,"103 - Southern Branch",336,677,4,"1,017"
"New Kent County",-,"201 - Quinton",422,514,5,941
"New Kent County",-,"202 - Kentwood",243,375,7,625
"New Kent County",-,"301 - Watkins",291,264,0,555
"New Kent County",-,"302 - Cumberland",313,370,2,685
"New Kent County",-,"401 - Providence Forge",440,602,8,"1,050"
"New Kent County",-,"403 - Mountcastle",179,243,2,424
"New Kent County",-,"501 - Eltham",215,290,4,509
"New Kent County",-,"502 - Chickahominy River",258,487,9,754
"New Kent County",-,"Ab - Central Absentee Precinct",118,153,1,272
"New Kent County",-,Provisional,0,5,0,5
"Newport News City",-,"101 - Denbigh (CD 3)","1,069",321,2,"1,392"
"Newport News City",-,"102 - Epes (CD 3)",899,287,1,"1,187"
"Newport News City",-,"103 - Jenkins (CD 3)",782,462,2,"1,246"
"Newport News City",-,"104 - Mcintosh (CD 3)",678,207,2,887
"Newport News City",-,"105 - Oyster Point (CD 2)",198,131,1,330
"Newport News City",-,"106 - Reservoir (CD 3)",975,504,2,"1,481"
"Newport News City",-,"107 - Richneck (CD 2)",974,607,2,"1,583"
"Newport News City",-,"108 - Lee Hall (CD 3)",751,287,1,"1,039"
"Newport News City",-,"109 - Windsor (CD 2)",475,291,1,767
"Newport News City",-,"110 - Greenwood (CD 1)",822,250,1,"1,073"
"Newport News City",-,"201 - Bland (CD 3)",148,76,0,224
"Newport News City",-,"202 - Boulevard (CD 2)",591,479,2,"1,072"
"Newport News City",-,"203 - Charles (CD 2)",877,857,2,"1,736"
"Newport News City",-,"204 - Wellesley (CD 2)",467,308,3,778
"Newport News City",-,"205 - Deep Creek (CD 2)",622,805,4,"1,431"
"Newport News City",-,"208 - Hidenwood (CD 2)",479,482,2,963
"Newport News City",-,"209 - Hilton (CD 2)",640,506,3,"1,149"
"Newport News City",-,"210 - Nelson (CD 2)",998,901,2,"1,901"
"Newport News City",-,"211 - Palmer (CD 1)",51,31,0,82
"Newport News City",-,"211 - Palmer (CD 2)",592,365,3,960
"Newport News City",-,"212 - Riverside (CD 2)",438,408,3,849
"Newport News City",-,"213 - Sanford (CD 2)",244,350,2,596
"Newport News City",-,"215 - Warwick (CD 2)",414,260,3,677
"Newport News City",-,"216 - Yates (CD 2)",471,434,0,905
"Newport News City",-,"217 - Riverview (CD 2)",649,592,4,"1,245"
"Newport News City",-,"218 - Kiln Creek (CD 1)",32,11,0,43
"Newport News City",-,"218 - Kiln Creek (CD 2)","1,116",728,6,"1,850"
"Newport News City",-,"219 - Deer Park (CD 2)",762,353,2,"1,117"
"Newport News City",-,"302 - Briarfield (CD 3)",594,180,0,774
"Newport News City",-,"303 - Carver (CD 3)",437,115,1,553
"Newport News City",-,"304 - Chestnut (CD 3)",394,33,0,427
"Newport News City",-,"305 - Downtown (CD 3)",177,55,1,233
"Newport News City",-,"306 - Dunbar (CD 3)",112,8,0,120
"Newport News City",-,"307 - Huntington (CD 3)",327,21,0,348
"Newport News City",-,"308 - Jefferson (CD 3)",381,14,1,396
"Newport News City",-,"309 - Magruder (CD 3)",419,30,1,450
"Newport News City",-,"310 - Marshall (CD 3)",508,42,0,550
"Newport News City",-,"311 - Newmarket (CD 3)",797,258,3,"1,058"
"Newport News City",-,"312 - Newsome Park (CD 3)",129,23,0,152
"Newport News City",-,"313 - Reed (CD 3)",760,41,2,803
"Newport News City",-,"314 - River (CD 3)",395,222,3,620
"Newport News City",-,"315 - Sedgefield (CD 2)",490,356,2,848
"Newport News City",-,"316 - South Morrison (CD 3)",623,352,1,976
"Newport News City",-,"317 - Washington (CD 3)",210,33,0,243
"Newport News City",-,"318 - Wilson (CD 3)",464,73,0,537
"Newport News City",-,"319 - Saunders (CD 2)",743,562,1,"1,306"
"Newport News City",-,"320 - Watkins (CD 2)",808,853,1,"1,662"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)",15,8,1,24
"Newport News City",-,"Ab - Central Absentee Precinct (CD 2)",414,358,2,774
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",305,83,2,390
"Newport News City",-,"Provisional (CD 1)",1,0,0,1
"Newport News City",-,"Provisional (CD 2)",9,9,0,18
"Newport News City",-,"Provisional (CD 3)",6,5,0,11
"Norfolk City",-,"101 - Granby (CD 3)",956,337,5,"1,298"
"Norfolk City",-,"102 - Ocean View School (CD 2)",385,196,3,584
"Norfolk City",-,"103 - Northside (CD 2)",560,311,3,874
"Norfolk City",-,"104 - Titustown (CD 3)",378,45,0,423
"Norfolk City",-,"106 - Zion Grace (CD 2)",922,332,2,"1,256"
"Norfolk City",-,"201 - Old Dominion (CD 2)","1,224",453,7,"1,684"
"Norfolk City",-,"203 - Ghent Square (CD 3)",453,148,2,603
"Norfolk City",-,"207 - Lambert's Point (CD 3)",761,82,2,845
"Norfolk City",-,"208 - Larchmont Library (CD 2)",420,129,2,551
"Norfolk City",-,"210 - Maury (CD 3)",808,227,6,"1,041"
