County/City,Ward,Pct,"Glenn Allen Youngkin","Terence Richard McAuliffe","Princess Latece Teira Blanding","All Others","Total Votes Cast"
"Fredericksburg City",-,Provisional,6,13,0,0,19
"Galax City",-,"1 - East",434,123,5,0,562
"Galax City",-,"5 - West",570,128,1,1,700
"Galax City",-,"##ab - Central Absentee Precinct",55,63,1,0,119
"Galax City",-,"##ev - Central Absentee Precinct",363,175,2,0,540
"Galax City",-,"##pe - Central Absentee Precinct",1,2,0,0,3
"Galax City",-,Provisional,1,1,0,0,2
"Giles County",-,"101 - Glen Lyn",74,11,0,0,85
"Giles County",-,"102 - Rich Creek",299,49,1,0,349
"Giles County",-,"103 - Narrows",758,105,8,1,872
"Giles County",-,"201 - Pearisburg",742,123,8,0,873
"Giles County",-,"202 - Staffordsville",217,33,1,0,251
"Giles County",-,"203 - White Gate",150,14,4,0,168
"Giles County",-,"301 - Eggleston",335,103,1,0,439
"Giles County",-,"302 - Pembroke",775,152,15,1,943
"Giles County",-,"303 - Newport",421,160,8,1,590
"Giles County",-,"##ab - Central Absentee Precinct",133,172,2,1,308
"Giles County",-,"##ev - Central Absentee Precinct","1,882",608,13,1,"2,504"
"Giles County",-,"##pe - Central Absentee Precinct",2,4,0,0,6
"Giles County",-,Provisional,0,1,0,0,1
"Gloucester County",-,"101 - Harcum",800,200,2,0,"1,002"
"Gloucester County",-,"102 - Salem",689,169,4,0,862
"Gloucester County",-,"103 - Peasley",557,129,6,0,692
"Gloucester County",-,"201 - Courthouse",626,222,2,1,851
"Gloucester County",-,"202 - Botetourt","1,003",293,10,2,"1,308"
"Gloucester County",-,"301 - White Marsh",889,218,5,0,"1,112"
"Gloucester County",-,"302 - Roanes","1,048",283,4,0,"1,335"
"Gloucester County",-,"401 - Hayes",978,323,8,1,"1,310"
"Gloucester County",-,"402 - Sarahs Creek",853,309,9,0,"1,171"
"Gloucester County",-,"501 - Achilles","1,466",297,2,0,"1,765"
"Gloucester County",-,"502 - Walker",888,218,10,0,"1,116"
"Gloucester County",-,"##ab - Central Absentee Precinct",319,584,7,2,912
"Gloucester County",-,"##ev - Central Absentee Precinct","2,447","1,451",19,0,"3,917"
"Gloucester County",-,"##pe - Central Absentee Precinct",11,11,0,0,22
"Gloucester County",-,Provisional,11,5,0,0,16
"Goochland County",-,"101 - Fife",449,145,5,2,601
"Goochland County",-,"102 - Hadensville",697,268,3,0,968
"Goochland County",-,"201 - Three Square",178,94,1,0,273
"Goochland County",-,"202 - Sandy Hook",641,314,7,0,962
"Goochland County",-,"301 - Goochland Court House 1",459,172,1,0,632
"Goochland County",-,"302 - Goochland Court House 2",221,63,0,0,284
"Goochland County",-,"401 - Shallow Well",768,310,3,0,"1,081"
"Goochland County",-,"402 - Centerville",777,299,3,1,"1,080"
"Goochland County",-,"501 - Manakin",947,347,8,1,"1,303"
"Goochland County",-,"502 - Blair",598,289,1,1,889
"Goochland County",-,"##ab - Central Absentee Precinct",330,604,6,0,940
"Goochland County",-,"##ev - Central Absentee Precinct","3,503","1,974",13,0,"5,490"
"Goochland County",-,"##pe - Central Absentee Precinct",12,27,1,0,40
"Goochland County",-,Provisional,5,4,0,0,9
"Grayson County",-,"101 - Bridle Creek",185,44,2,0,231
"Grayson County",-,"102 - Flatridge",105,17,0,0,122
"Grayson County",-,"103 - Grant",196,43,0,0,239
"Grayson County",-,"104 - Mouth Of Wilson",110,22,1,0,133
"Grayson County",-,"105 - Mount Rogers",144,24,0,0,168
"Grayson County",-,"106 - Rugby",154,28,2,2,186
"Grayson County",-,"107 - Troutdale",97,9,0,0,106
"Grayson County",-,"108 - Comers Rock",131,28,0,1,160
"Grayson County",-,"202 - Elk Creek",308,42,4,0,354
"Grayson County",-,"203 - Independence",713,116,5,0,834
"Grayson County",-,"301 - Baywood",493,40,0,0,533
"Grayson County",-,"302 - Fairview",598,71,3,0,672
"Grayson County",-,"401 - Fries",242,62,1,0,305
"Grayson County",-,"402 - Providence",591,56,1,1,649
"Grayson County",-,"403 - Oldtown",232,32,0,0,264
"Grayson County",-,"##ab - Central Absentee Precinct",164,188,7,0,359
"Grayson County",-,"##ev - Central Absentee Precinct",678,238,1,0,917
"Grayson County",-,"##pe - Central Absentee Precinct",2,1,0,0,3
"Grayson County",-,Provisional,1,1,0,0,2
"Greene County",-,"101 - Dyke",515,121,6,0,642
"Greene County",-,"102 - Swift Run",605,161,6,0,772
"Greene County",-,"201 - Ruckersville",999,414,6,2,"1,421"
"Greene County",-,"301 - Stanardsville",866,221,12,1,"1,100"
"Greene County",-,"401 - Midway",986,402,14,1,"1,403"
"Greene County",-,"##ab - Central Absentee Precinct",154,439,14,0,607
"Greene County",-,"##ev - Central Absentee Precinct","1,826","1,027",9,3,"2,865"
"Greene County",-,"##pe - Central Absentee Precinct",8,20,1,0,29
"Greene County",-,Provisional,2,1,0,0,3
"Greensville County",-,"101 - Precinct 1-a",140,160,2,1,303
"Greensville County",-,"102 - Precinct 1-b",95,34,0,0,129
"Greensville County",-,"103 - Precinct 1-c",40,137,2,0,179
"Greensville County",-,"201 - Precinct 2-a",90,206,0,0,296
"Greensville County",-,"202 - Precinct 2-b",282,113,0,0,395
"Greensville County",-,"302 - Precinct 3-a",227,331,4,0,562
"Greensville County",-,"401 - Precinct 4-a",154,55,0,0,209
"Greensville County",-,"402 - Precinct 4-b",144,184,1,0,329
"Greensville County",-,"403 - Precinct 4-c",103,51,1,0,155
"Greensville County",-,"##ab - Central Absentee Precinct",62,230,2,1,295
"Greensville County",-,"##ev - Central Absentee Precinct",372,413,0,0,785
"Greensville County",-,"##pe - Central Absentee Precinct",0,1,0,0,1
"Greensville County",-,Provisional,0,0,0,0,0
"Halifax County",-,"101 - Childrey",375,152,1,0,528
"Halifax County",-,"102 - Liberty",194,62,3,0,259
"Halifax County",-,"103 - Republican Grove",344,162,2,1,509
"Halifax County",-,"201 - Clays Mill",285,84,1,0,370
"Halifax County",-,"202 - Crossroads",277,82,1,0,360
"Halifax County",-,"203 - Clover",297,187,2,0,486
"Halifax County",-,"302 - Meadville",82,118,2,0,202
"Halifax County",-,"304 - Vernon Hill",308,99,1,0,408
"Halifax County",-,"305 - Sinai",215,236,2,0,453
"Halifax County",-,"401 - Courthouse",294,187,5,0,486
"Halifax County",-,"403 - Center",358,150,2,0,510
"Halifax County",-,"502 - Dan River",432,177,7,0,616
"Halifax County",-,"503 - Scottsburg",417,74,1,0,492
"Halifax County",-,"601 - Black Walnut",357,108,0,0,465
"Halifax County",-,"603 - Mt Carmel",475,232,6,0,713
"Halifax County",-,"605 - Union",185,55,0,0,240
"Halifax County",-,"701 - Hyco",583,150,1,0,734
"Halifax County",-,"702 - Midway",476,64,2,0,542
"Halifax County",-,"703 - Virgilina",325,35,1,0,361
"Halifax County",-,"801 - South Boston",225,400,9,0,634
"Halifax County",-,"##ab - Central Absentee Precinct",233,541,10,0,784
"Halifax County",-,"##ev - Central Absentee Precinct","1,898","1,430",15,1,"3,344"
"Halifax County",-,"##pe - Central Absentee Precinct",6,13,1,0,20
"Halifax County",-,Provisional,0,6,0,0,6
"Hampton City",-,"101 - Aberdeen (CD 3)",154,660,10,0,824
"Hampton City",-,"102 - Bassette (CD 3)",76,759,11,0,846
"Hampton City",-,"103 - City Hall (CD 3)",102,341,9,0,452
"Hampton City",-,"104 - Cooper (CD 3)",207,872,18,3,"1,100"
"Hampton City",-,"105 - East Hampton (CD 3)",151,301,7,0,459
"Hampton City",-,"106 - Armstrong (CD 3)",371,573,23,2,969
"Hampton City",-,"107 - Lindsay (CD 3)",188,664,10,0,862
"Hampton City",-,"108 - Thomas (CD 3)",151,732,7,1,891
"Hampton City",-,"109 - Phenix (CD 3)",129,867,9,0,"1,005"
"Hampton City",-,"110 - Phoebus (CD 2)",137,177,5,0,319
"Hampton City",-,"111 - Hampton Library (CD 3)",189,215,5,0,409
"Hampton City",-,"112 - Smith (CD 3)",431,721,19,1,"1,172"
"Hampton City",-,"115 - Wythe (CD 3)",344,336,9,0,689
"Hampton City",-,"116 - Jones (CD 3)",126,335,10,1,472
"Hampton City",-,"117 - Kecoughtan (CD 3)",255,540,9,1,805
"Hampton City",-,"118 - Mallory (CD 3)",146,882,12,5,"1,045"
"Hampton City",-,"201 - Booker (CD 2)",751,516,14,0,"1,281"
"Hampton City",-,"202 - Bryan (CD 2)",591,594,18,0,"1,203"
"Hampton City",-,"203 - Burbank (CD 2)",396,429,8,1,834
"Hampton City",-,"204 - Forrest (CD 3)",352,540,10,1,903
"Hampton City",-,"205 - Asbury (CD 2)","1,320",609,12,2,"1,943"
"Hampton City",-,"208 - Kraft (CD 3)",767,809,9,2,"1,587"
"Hampton City",-,"209 - Langley (CD 2)",550,463,17,0,"1,030"
"Hampton City",-,"210 - Machen (CD 3)",435,943,22,3,"1,403"
"Hampton City",-,"212 - Bethel (CD 3)",503,988,17,1,"1,509"
"Hampton City",-,"213 - Phillips (CD 2)",968,707,15,3,"1,693"
"Hampton City",-,"214 - Tucker Capps (CD 3)",557,703,14,0,"1,274"
"Hampton City",-,"215 - Tyler (CD 2)",9,18,0,0,27
"Hampton City",-,"215 - Tyler (CD 3)",55,179,3,0,237
"Hampton City",-,"216 - Sandy Bottom (CD 3)",320,445,8,2,775
"Hampton City",-,"217 - Syms (CD 3)",335,234,3,0,572
"Hampton City",-,"##ab - Central Absentee Precinct (CD 2)",191,696,9,0,896
"Hampton City",-,"##ab - Central Absentee Precinct (CD 3)",448,"2,917",40,3,"3,408"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 2)","1,090","1,671",9,0,"2,770"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 3)","1,791","7,283",38,1,"9,113"
"Hampton City",-,"##pe - Central Absentee Precinct (CD 2)",18,20,0,0,38
"Hampton City",-,"##pe - Central Absentee Precinct (CD 3)",27,129,7,0,163
"Hampton City",-,"Provisional (CD 2)",8,21,2,0,31
"Hampton City",-,"Provisional (CD 3)",12,82,1,0,95
"Hanover County",-,"101 - Ashland",429,388,5,2,824
"Hanover County",-,"104 - Sliding Hill",577,362,9,1,949
"Hanover County",-,"105 - Berkley",386,346,6,0,738
"Hanover County",-,"106 - Kersey Creek",398,167,4,1,570
"Hanover County",-,"107 - Chickahominy",474,291,3,1,769
"Hanover County",-,"201 - Beaverdam","1,230",237,7,0,"1,474"
"Hanover County",-,"202 - Blunts",523,219,3,0,745
"Hanover County",-,"203 - Wilmington Parish",809,241,5,0,"1,055"
"Hanover County",-,"206 - Courthouse",487,277,2,1,767
"Hanover County",-,"208 - Oak Knoll",609,192,7,0,808
"Hanover County",-,"209 - West Hanover",253,83,0,0,336
"Hanover County",-,"210 - Oak Hill",247,81,1,0,329
"Hanover County",-,"301 - Clay",727,253,6,0,986
"Hanover County",-,"303 - Shady Grove",809,335,11,2,"1,157"
"Hanover County",-,"304 - Atlee","1,591",963,20,2,"2,576"
"Hanover County",-,"305 - Cool Spring",821,349,8,0,"1,178"
"Hanover County",-,"401 - Battlefield","1,019",224,1,1,"1,245"
"Hanover County",-,"403 - Cold Harbor","1,181",419,9,0,"1,609"
"Hanover County",-,"404 - Black Creek","1,330",219,3,1,"1,553"
"Hanover County",-,"405 - Pebble Creek",585,267,4,0,856
"Hanover County",-,"406 - Beaverdam Creek",228,97,3,1,329
"Hanover County",-,"502 - Rural Point",862,334,6,0,"1,202"
"Hanover County",-,"503 - Newman",642,297,9,2,950
"Hanover County",-,"504 - Studley",787,148,3,1,939
"Hanover County",-,"505 - Totopotomoy",568,108,3,1,680
"Hanover County",-,"506 - Georgetown",621,230,3,0,854
"Hanover County",-,"507 - Laurel Meadow",798,276,6,0,"1,080"
"Hanover County",-,"601 - Village","1,229",515,10,1,"1,755"
"Hanover County",-,"602 - Lee Davis","1,006",356,9,0,"1,371"
"Hanover County",-,"603 - Mechanicsville",601,290,5,1,897
"Hanover County",-,"604 - Hanover Grove",592,223,3,0,818
"Hanover County",-,"701 - Farrington",866,235,6,0,"1,107"
"Hanover County",-,"702 - Montpelier",807,332,4,0,"1,143"
"Hanover County",-,"703 - Rockville","1,001",311,4,3,"1,319"
"Hanover County",-,"704 - Elmont",909,410,10,1,"1,330"
"Hanover County",-,"705 - South Anna",578,168,5,0,751
"Hanover County",-,"##ab - Central Absentee Precinct","1,624","2,677",43,4,"4,348"
"Hanover County",-,"##ev - Central Absentee Precinct","11,212","5,075",52,7,"16,346"
"Hanover County",-,"##pe - Central Absentee Precinct",65,75,6,0,146
"Hanover County",-,Provisional,34,37,0,0,71
"Harrisonburg City",-,"101 - Northeast",393,592,16,2,"1,003"
"Harrisonburg City",-,"102 - East Central",178,307,6,0,491
"Harrisonburg City",-,"103 - Southeast",398,572,15,2,987
"Harrisonburg City",-,"104 - East",408,435,14,0,857
"Harrisonburg City",-,"105 - South East Central",64,203,9,0,276
"Harrisonburg City",-,"201 - Northwest",455,494,12,1,962
"Harrisonburg City",-,"202 - Southwest",432,554,17,2,"1,005"
"Harrisonburg City",-,"203 - West",438,488,11,2,939
"Harrisonburg City",-,"##ab - Central Absentee Precinct",113,484,8,0,605
"Harrisonburg City",-,"##ev - Central Absentee Precinct","1,490","2,620",19,3,"4,132"
"Harrisonburg City",-,"##pe - Central Absentee Precinct",9,51,4,0,64
"Harrisonburg City",-,Provisional,4,12,0,0,16
"Henrico County",-,"101 - Coalpit (CD 7)",968,726,14,2,"1,710"
"Henrico County",-,"102 - Dumbarton (CD 7)",328,656,16,2,"1,002"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,120",674,10,4,"1,808"
"Henrico County",-,"105 - Greendale (CD 7)",574,690,25,2,"1,291"
"Henrico County",-,"106 - Hermitage (CD 7)",624,644,12,0,"1,280"
"Henrico County",-,"108 - Hungary Creek (CD 7)",776,678,13,2,"1,469"
"Henrico County",-,"109 - Hunton (CD 7)",360,181,4,0,545
"Henrico County",-,"110 - Johnson (CD 7)",523,858,31,3,"1,415"
"Henrico County",-,"111 - Lakeside (CD 7)",782,869,31,3,"1,685"
"Henrico County",-,"112 - Longan (CD 7)",618,524,10,1,"1,153"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",306,258,4,2,570
"Henrico County",-,"114 - Monument Hills (CD 7)",304,314,2,1,621
"Henrico County",-,"115 - Staples Mill (CD 7)",830,635,11,1,"1,477"
"Henrico County",-,"117 - Westwood (CD 7)",396,499,12,0,907
"Henrico County",-,"201 - Adams (CD 4)",75,634,14,0,723
"Henrico County",-,"202 - Azalea (CD 7)",120,918,22,3,"1,063"
"Henrico County",-,"203 - Belmont (CD 7)",406,759,22,0,"1,187"
"Henrico County",-,"204 - Brookland (CD 7)",171,178,10,0,359
"Henrico County",-,"205 - Canterbury (CD 7)",202,243,0,0,445
"Henrico County",-,"206 - Central Gardens (CD 4)",47,782,24,0,853
"Henrico County",-,"207 - Chamberlayne (CD 7)",313,786,16,2,"1,117"
"Henrico County",-,"208 - Fairfield (CD 4)",53,610,12,1,676
"Henrico County",-,"209 - Glen Lea (CD 4)",123,548,11,3,685
"Henrico County",-,"210 - Greenwood (CD 7)",167,437,5,0,609
"Henrico County",-,"211 - Highland Gardens (CD 4)",20,317,8,0,345
"Henrico County",-,"212 - Hollybrook (CD 7)",124,266,8,0,398
"Henrico County",-,"213 - Hungary (CD 7)",183,451,11,1,646
"Henrico County",-,"214 - Longdale (CD 7)",291,500,12,0,803
"Henrico County",-,"215 - Maplewood (CD 4)",63,997,28,0,"1,088"
"Henrico County",-,"216 - Moody (CD 7)",236,244,11,0,491
"Henrico County",-,"217 - Mountain (CD 7)",167,204,3,1,375
"Henrico County",-,"218 - Oakview (CD 7)",32,27,0,0,59
"Henrico County",-,"219 - Randolph (CD 7)",33,132,3,1,169
"Henrico County",-,"220 - Ratcliffe (CD 4)",98,"1,070",19,0,"1,187"
"Henrico County",-,"221 - Stratford Hall (CD 7)",77,91,11,0,179
"Henrico County",-,"222 - Wilder (CD 7)",181,651,9,1,842
"Henrico County",-,"223 - Yellow Tavern (CD 7)",576,744,9,0,"1,329"
"Henrico County",-,"224 - Essex Village (CD 4)",10,200,5,0,215
"Henrico County",-,"301 - Causeway (CD 7)",577,561,5,0,"1,143"
"Henrico County",-,"302 - Cedarfield (CD 7)",734,453,12,1,"1,200"
"Henrico County",-,"303 - Innsbrook (CD 7)",683,672,5,2,"1,362"
"Henrico County",-,"304 - Jackson Davis (CD 7)",447,346,6,0,799
"Henrico County",-,"305 - Nuckols Farm (CD 7)",974,763,6,3,"1,746"
"Henrico County",-,"306 - Pocahontas (CD 7)",590,655,5,1,"1,251"
"Henrico County",-,"307 - Ridge (CD 7)",389,373,9,1,772
"Henrico County",-,"308 - Rivers Edge (CD 7)",887,737,7,1,"1,632"
"Henrico County",-,"309 - Sadler (CD 7)",776,761,5,1,"1,543"
"Henrico County",-,"310 - Shady Grove (CD 7)","1,033",759,4,0,"1,796"
"Henrico County",-,"311 - Short Pump (CD 7)",487,437,5,1,930
"Henrico County",-,"312 - Springfield (CD 7)",402,454,4,0,860
"Henrico County",-,"313 - Stoney Run (CD 7)",970,811,10,2,"1,793"
"Henrico County",-,"314 - Three Chopt (CD 7)",685,611,14,0,"1,310"
"Henrico County",-,"315 - Tucker (CD 7)",388,746,22,1,"1,157"
"Henrico County",-,"316 - Colonial Trail (CD 7)",454,541,8,0,"1,003"
"Henrico County",-,"401 - Quioccasin (CD 7)",609,710,8,4,"1,331"
"Henrico County",-,"402 - Crestview (CD 7)",502,659,17,2,"1,180"
"Henrico County",-,"403 - Derbyshire (CD 7)",650,488,8,1,"1,147"
"Henrico County",-,"404 - Freeman (CD 7)",480,445,12,0,937
"Henrico County",-,"405 - Gayton (CD 7)",838,601,5,1,"1,445"
"Henrico County",-,"406 - Godwin (CD 7)",581,569,6,0,"1,156"
"Henrico County",-,"407 - Lakewood (CD 7)",530,364,10,0,904
"Henrico County",-,"408 - Lauderdale (CD 7)",567,541,10,2,"1,120"
"Henrico County",-,"409 - Maybeury (CD 7)",685,536,12,0,"1,233"
"Henrico County",-,"410 - Mooreland (CD 7)",594,320,0,1,915
"Henrico County",-,"411 - Pemberton (CD 7)",485,492,17,1,995
"Henrico County",-,"412 - Pinchbeck (CD 7)",660,652,15,0,"1,327"
"Henrico County",-,"413 - Ridgefield (CD 7)",882,707,11,2,"1,602"
"Henrico County",-,"414 - Rollingwood (CD 7)",571,567,1,3,"1,142"
"Henrico County",-,"415 - Skipwith (CD 7)",317,350,8,0,675
"Henrico County",-,"416 - Spottswood (CD 7)",325,342,3,1,671
"Henrico County",-,"417 - Tuckahoe (CD 7)","1,011",540,6,2,"1,559"
"Henrico County",-,"418 - Welborne (CD 7)",452,477,12,0,941
"Henrico County",-,"419 - West End (CD 7)",733,584,5,2,"1,324"
"Henrico County",-,"501 - Antioch (CD 4)",862,257,5,1,"1,125"
"Henrico County",-,"502 - Cedar Fork (CD 4)",89,399,14,1,503
"Henrico County",-,"503 - Chickahominy (CD 4)",580,425,10,0,"1,015"
"Henrico County",-,"504 - Donahoe (CD 4)",269,421,9,2,701
"Henrico County",-,"505 - Dorey (CD 4)",583,671,12,0,"1,266"
"Henrico County",-,"506 - Eanes (CD 4)",309,709,18,1,"1,037"
"Henrico County",-,"507 - Elko (CD 4)",350,65,3,0,418
"Henrico County",-,"508 - Highland Springs (CD 4)",153,506,16,2,677
"Henrico County",-,"509 - Laburnum (CD 4)",163,422,11,1,597
"Henrico County",-,"510 - Mehfoud (CD 4)",294,592,7,0,893
"Henrico County",-,"511 - Montrose (CD 4)",170,988,29,1,"1,188"
"Henrico County",-,"512 - Nine Mile (CD 4)",198,299,13,1,511
"Henrico County",-,"513 - Pleasants (CD 4)",139,899,18,2,"1,058"
"Henrico County",-,"514 - Rolfe (CD 4)",142,"1,084",14,0,"1,240"
"Henrico County",-,"515 - Sandston (CD 4)",690,302,13,0,"1,005"
"Henrico County",-,"516 - Sullivans (CD 4)",311,824,10,0,"1,145"
"Henrico County",-,"517 - Town Hall (CD 4)",312,171,10,1,494
"Henrico County",-,"518 - Whitlocks (CD 4)",752,390,7,2,"1,151"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 4)",380,"2,384",47,6,"2,817"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 7)","2,539","7,326",108,10,"9,983"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 4)","1,877","7,616",77,7,"9,577"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 7)","9,696","13,071",83,7,"22,857"
"Henrico County",-,"##pe - Central Absentee Precinct (CD 4)",46,352,15,1,414
"Henrico County",-,"##pe - Central Absentee Precinct (CD 7)",567,"1,369",24,2,"1,962"
"Henrico County",-,"Provisional (CD 4)",15,73,2,0,90
"Henrico County",-,"Provisional (CD 7)",85,175,6,0,266
"Henry County",-,"101 - Bassett Number Two (CD 9)",177,113,0,0,290
"Henry County",-,"102 - Gunville (CD 9)",578,72,2,0,652
"Henry County",-,"103 - Scott's Tanyard (CD 9)",924,144,4,1,"1,073"
"Henry County",-,"201 - Fieldale (CD 9)",239,81,2,0,322
"Henry County",-,"202 - Horsepasture #1 (CD 9)",560,187,1,1,749
"Henry County",-,"203 - Horsepasture #2 (CD 9)",134,246,4,1,385
"Henry County",-,"204 - Spencer (CD 9)",637,150,2,1,790
"Henry County",-,"302 - Axton (CD 5)",281,163,0,0,444
"Henry County",-,"303 - Irisburg (CD 5)",476,202,4,0,682
"Henry County",-,"304 - Mount Olivet (CD 5)",389,302,3,0,694
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",305,121,4,0,430
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",313,74,2,0,389
"Henry County",-,"402 - Daniels Creek (CD 9)",293,115,2,0,410
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",526,174,1,2,703
"Henry County",-,"405 - Mountain View (CD 5)",277,147,1,0,425
"Henry County",-,"501 - Bassett Number One (CD 9)",253,116,1,1,371
"Henry County",-,"502 - Figsboro (CD 9)",430,84,2,0,516
"Henry County",-,"503 - Stanleytown (CD 9)",719,92,3,0,814
"Henry County",-,"504 - Oak Level (CD 9)",248,63,1,0,312
"Henry County",-,"505 - Dyers Store (CD 5)",43,5,0,0,48
"Henry County",-,"505 - Dyers Store (CD 9)",217,65,1,1,284
"Henry County",-,"601 - Fontaine (CD 9)",482,159,7,1,649
"Henry County",-,"602 - Hillcrest (CD 9)",198,80,2,1,281
"Henry County",-,"603 - Ridgeway #1 (CD 5)",669,151,3,1,824
"Henry County",-,"604 - Ridgeway #2 (CD 9)",506,122,1,1,630
"Henry County",-,"##ab - Central Absentee Precinct (CD 5)",69,222,2,0,293
"Henry County",-,"##ab - Central Absentee Precinct (CD 9)",324,452,8,0,784
"Henry County",-,"##ev - Central Absentee Precinct (CD 5)",718,610,5,1,"1,334"
"Henry County",-,"##ev - Central Absentee Precinct (CD 9)","1,886",981,6,0,"2,873"
"Henry County",-,"##pe - Central Absentee Precinct (CD 5)",4,11,0,0,15
"Henry County",-,"##pe - Central Absentee Precinct (CD 9)",18,25,0,0,43
"Henry County",-,"Provisional (CD 5)",3,4,0,0,7
"Henry County",-,"Provisional (CD 9)",6,14,0,0,20
"Highland County",-,"1 - Monterey",239,61,1,0,301
"Highland County",-,"3 - Wilsons Mill",72,14,0,0,86
"Highland County",-,"5 - Blue Grass",126,44,1,1,172
"Highland County",-,"7 - Mill Gap",90,28,1,0,119
"Highland County",-,"8 - Mcdowell",208,43,2,0,253
"Highland County",-,"10 - Headwaters",68,12,0,0,80
"Highland County",-,"##ab - Central Absentee Precinct",19,35,2,0,56
"Highland County",-,"##ev - Central Absentee Precinct",146,87,1,0,234
"Highland County",-,"##pe - Central Absentee Precinct",1,1,0,0,2
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",262,169,10,4,445
"Hopewell City",-,"201 - Ward Two",77,262,8,0,347
"Hopewell City",-,"301 - Ward Three",534,201,4,2,741
"Hopewell City",-,"401 - Ward Four",445,372,10,1,828
"Hopewell City",-,"501 - Ward Five",390,204,4,0,598
"Hopewell City",-,"601 - Ward Six",100,307,9,1,417
"Hopewell City",-,"701 - Ward Seven",230,223,9,0,462
"Hopewell City",-,"##ab - Central Absentee Precinct",110,313,15,0,438
