County/City,Ward,Pct,"Glenn Allen Youngkin","Terence Richard McAuliffe","Princess Latece Teira Blanding","All Others","Total Votes Cast"
"James City County",-,"402 - Stonehouse B (CD 1)","1,011",613,14,0,"1,638"
"James City County",-,"403 - Stonehouse C (CD 1)","1,030",434,8,0,"1,472"
"James City County",-,"501 - Roberts A (CD 2)",233,403,4,0,640
"James City County",-,"502 - Roberts B (CD 2)",920,350,3,0,"1,273"
"James City County",-,"503 - Roberts C (CD 2)",94,155,5,0,254
"James City County",-,"504 - Roberts D (CD 1)",0,0,0,0,0
"James City County",-,"504 - Roberts D (CD 2)",694,529,13,0,"1,236"
"James City County",-,"##ab - Central Absentee Precinct (CD 1)",792,"2,124",18,3,"2,937"
"James City County",-,"##ab - Central Absentee Precinct (CD 2)",216,595,8,0,819
"James City County",-,"##ev - Central Absentee Precinct (CD 1)","7,504","7,247",35,5,"14,791"
"James City County",-,"##ev - Central Absentee Precinct (CD 2)","1,433","1,755",5,2,"3,195"
"James City County",-,"##pe - Central Absentee Precinct (CD 1)",14,59,3,0,76
"James City County",-,"##pe - Central Absentee Precinct (CD 2)",10,12,1,0,23
"James City County",-,"Provisional (CD 1)",16,30,0,0,46
"James City County",-,"Provisional (CD 2)",12,13,0,0,25
"King and Queen County",-,"101 - Owenton",270,236,3,0,509
"King and Queen County",-,"201 - Clarks",395,129,1,0,525
"King and Queen County",-,"301 - Shacklefords",338,163,4,1,506
"King and Queen County",-,"401 - Courthouse",307,159,6,0,472
"King and Queen County",-,"501 - Oldmill",370,81,1,0,452
"King and Queen County",-,"##ab - Central Absentee Precinct",74,126,2,0,202
"King and Queen County",-,"##ev - Central Absentee Precinct",351,227,1,0,579
"King and Queen County",-,"##pe - Central Absentee Precinct",6,7,0,0,13
"King and Queen County",-,Provisional,1,2,0,0,3
"King George County",-,"101 - Courthouse",930,272,8,0,"1,210"
"King George County",-,"102 - Passapatanzy",544,194,2,0,740
"King George County",-,"201 - Monroe","1,088",275,16,1,"1,380"
"King George County",-,"301 - Dahlgren",884,413,13,1,"1,311"
"King George County",-,"401 - Shiloh","1,060",325,18,0,"1,403"
"King George County",-,"##ab - Central Absentee Precinct",199,453,16,1,669
"King George County",-,"##ev - Central Absentee Precinct","2,566","1,375",18,4,"3,963"
"King George County",-,"##pe - Central Absentee Precinct",9,3,0,0,12
"King George County",-,Provisional,6,7,0,0,13
"King William County",-,"101 - West Point",865,358,14,0,"1,237"
"King William County",-,"201 - Sweet Hall",411,93,1,0,505
"King William County",-,"202 - Courthouse",520,182,4,1,707
"King William County",-,"301 - Aylett","1,073",200,6,1,"1,280"
"King William County",-,"401 - Manquin","1,120",269,5,3,"1,397"
"King William County",-,"501 - Mangohick","1,007",309,1,0,"1,317"
"King William County",-,"##ab - Central Absentee Precinct",139,220,0,0,359
"King William County",-,"##ev - Central Absentee Precinct","1,146",613,2,1,"1,762"
"King William County",-,"##pe - Central Absentee Precinct",4,3,0,0,7
"King William County",-,Provisional,1,0,0,0,1
"Lancaster County",-,"101 - Precinct 1-1",480,172,1,1,654
"Lancaster County",-,"201 - Precinct 2-1",280,250,1,0,531
"Lancaster County",-,"301 - Precinct 3-1",434,183,3,0,620
"Lancaster County",-,"302 - Precinct 3-2",226,77,0,0,303
"Lancaster County",-,"401 - Precinct 4-1",267,330,2,0,599
"Lancaster County",-,"501 - Precinct 5-1",628,271,2,0,901
"Lancaster County",-,"##ab - Central Absentee Precinct",131,242,4,0,377
"Lancaster County",-,"##ev - Central Absentee Precinct","1,000",878,3,2,"1,883"
"Lancaster County",-,"##pe - Central Absentee Precinct",0,1,0,0,1
"Lancaster County",-,Provisional,2,2,0,0,4
"Lee County",-,"101 - Elydale",272,38,1,0,311
"Lee County",-,"102 - Ewing",263,34,1,0,298
"Lee County",-,"103 - Rose Hill",524,50,2,0,576
"Lee County",-,"201 - Blackwater",110,12,0,0,122
"Lee County",-,"202 - Flatwoods",416,47,0,0,463
"Lee County",-,"203 - Jonesville",603,64,2,0,669
"Lee County",-,"301 - Ben Hur",639,68,2,0,709
"Lee County",-,"302 - Woodway",472,33,1,1,507
"Lee County",-,"401 - Stickleyville",278,39,2,0,319
"Lee County",-,"402 - Jasper",214,26,0,0,240
"Lee County",-,"403 - Seminary",303,24,0,0,327
"Lee County",-,"404 - Dryden",488,52,1,0,541
"Lee County",-,"501 - Saint Charles",177,38,0,0,215
"Lee County",-,"502 - Pennington",503,52,0,0,555
"Lee County",-,"503 - Robbins Chapel",78,7,0,0,85
"Lee County",-,"504 - Keokee",102,16,1,0,119
"Lee County",-,"##ab - Central Absentee Precinct",150,109,1,1,261
"Lee County",-,"##ev - Central Absentee Precinct",777,172,4,0,953
"Lee County",-,"##pe - Central Absentee Precinct",3,1,0,0,4
"Lee County",-,Provisional,0,0,0,0,0
"Lexington City",-,"1 - Lexington",474,495,5,4,978
"Lexington City",-,"##ab - Central Absentee Precinct",29,172,5,0,206
"Lexington City",-,"##ev - Central Absentee Precinct",270,609,0,0,879
"Lexington City",-,"##pe - Central Absentee Precinct",1,5,0,0,6
"Lexington City",-,Provisional,1,8,0,0,9
"Loudoun County",-,"107 - Little River",532,570,3,1,"1,106"
"Loudoun County",-,"108 - Mercer",459,565,3,1,"1,028"
"Loudoun County",-,"112 - Freedom",331,447,5,0,783
"Loudoun County",-,"114 - Dulles South",393,468,1,0,862
"Loudoun County",-,"117 - Carter",178,292,3,0,473
"Loudoun County",-,"118 - Moorefield",477,685,7,0,"1,169"
"Loudoun County",-,"119 - Arcola",351,587,3,0,941
"Loudoun County",-,"120 - Lunsford",527,616,8,0,"1,151"
"Loudoun County",-,"121 - Town Hall",345,399,7,1,752
"Loudoun County",-,"122 - Hutchison Farm",532,564,7,0,"1,103"
"Loudoun County",-,"123 - Cardinal Ridge",331,383,1,1,716
"Loudoun County",-,"124 - Liberty",329,452,5,0,786
"Loudoun County",-,"125 - Rock Ridge",396,535,8,0,939
"Loudoun County",-,"126-Goshen Post",484,576,5,2,"1,067"
"Loudoun County",-,"207 - River Bend",388,401,6,1,796
"Loudoun County",-,"208 - Algonkian",406,482,3,1,892
"Loudoun County",-,"209 - Potomac Falls",477,615,8,0,"1,100"
"Loudoun County",-,"210 - Cascades",544,698,9,1,"1,252"
"Loudoun County",-,"213 - Countryside",181,252,1,1,435
"Loudoun County",-,"214 - Sugarland North",577,686,5,0,"1,268"
"Loudoun County",-,"215 - Sugarland South",526,659,6,0,"1,191"
"Loudoun County",-,"216 - Lowes Island",574,587,3,3,"1,167"
"Loudoun County",-,"217 - South Bank",567,617,5,0,"1,189"
"Loudoun County",-,"218 - University Center",351,513,6,0,870
"Loudoun County",-,"219 - Galilee Church",436,531,8,0,975
"Loudoun County",-,"301 - Purcellville",773,528,1,0,"1,302"
"Loudoun County",-,"302 - Round Hill",948,471,6,0,"1,425"
"Loudoun County",-,"303 - Hillsboro",801,395,2,0,"1,198"
"Loudoun County",-,"305 - Philomont",408,269,0,1,678
"Loudoun County",-,"307 - Middleburg",331,351,0,1,683
"Loudoun County",-,"308 - St Louis",342,324,3,0,669
"Loudoun County",-,"309 - Aldie",276,223,5,0,504
"Loudoun County",-,"310 - Mountain View",944,569,6,3,"1,522"
"Loudoun County",-,"311 - Round Hill Elementary",981,538,12,2,"1,533"
"Loudoun County",-,"312 - Briar Woods",498,735,11,0,"1,244"
"Loudoun County",-,"313 - Pinebrook",688,695,6,1,"1,390"
"Loudoun County",-,"314 - Legacy",518,689,3,1,"1,211"
"Loudoun County",-,"315 - Firehouse",321,165,3,0,489
"Loudoun County",-,"316 - Creighton's Corner",608,823,6,0,"1,437"
"Loudoun County",-,"318 - Madison's Trust",861,565,8,2,"1,436"
"Loudoun County",-,"319 - John Champe",913,967,4,0,"1,884"
"Loudoun County",-,"320 - Stone Hill",618,"1,109",8,1,"1,736"
"Loudoun County",-,"321 - Brambleton Middle",335,447,1,3,786
"Loudoun County",-,"322-Buffalo Trail",383,510,1,2,896
"Loudoun County",-,"401 - West Lovettsville","1,200",631,5,3,"1,839"
"Loudoun County",-,"402 - Waterford",903,541,5,1,"1,450"
"Loudoun County",-,"403 - Lucketts",899,592,2,1,"1,494"
"Loudoun County",-,"407 - Harper Park",359,405,2,2,768
"Loudoun County",-,"408 - Evergreen",733,593,6,1,"1,333"
"Loudoun County",-,"409 - Clarkes Gap",818,436,5,2,"1,261"
"Loudoun County",-,"411 - East Lovettsville",773,370,4,2,"1,149"
"Loudoun County",-,"413 - Tuscarora",29,39,0,0,68
"Loudoun County",-,"414 - Red Rock",327,428,5,1,761
"Loudoun County",-,"416 - Hamilton","1,035",623,13,3,"1,674"
"Loudoun County",-,"420 - River Creek",563,332,2,1,898
"Loudoun County",-,"421 - Between The Hills",139,70,1,0,210
"Loudoun County",-,"422 - Sycolin Creek",564,331,1,0,896
"Loudoun County",-,"501 - West Leesburg",502,490,4,3,999
"Loudoun County",-,"502 - East Leesburg",415,606,8,3,"1,032"
"Loudoun County",-,"503 - Dry Mill",323,298,2,0,623
"Loudoun County",-,"504 - Smarts Mill",533,611,13,2,"1,159"
"Loudoun County",-,"505 - Cool Spring",643,568,6,0,"1,217"
"Loudoun County",-,"506 - Brandon Park",270,335,13,2,620
"Loudoun County",-,"507 - Greenway",283,223,7,2,515
"Loudoun County",-,"508 - Balls Bluff",610,677,4,1,"1,292"
"Loudoun County",-,"509 - Tolbert",588,840,6,1,"1,435"
"Loudoun County",-,"510 - Heritage",365,293,9,0,667
"Loudoun County",-,"615 - Hillside",518,646,9,0,"1,173"
"Loudoun County",-,"616 - Eagle Ridge",541,669,5,2,"1,217"
"Loudoun County",-,"617 - Oak Grove",150,322,3,0,475
"Loudoun County",-,"619 - Ridgetop",164,328,5,1,498
"Loudoun County",-,"620 - Russell Branch",608,735,6,3,"1,352"
"Loudoun County",-,"621 - Dominion Trail",658,782,7,0,"1,447"
"Loudoun County",-,"622 - Farmwell Station",596,830,8,2,"1,436"
"Loudoun County",-,"623 - Weller",704,878,3,1,"1,586"
"Loudoun County",-,"625 - Mill Run",269,278,1,0,548
"Loudoun County",-,"626 - Ashby Ponds",456,647,1,0,"1,104"
"Loudoun County",-,"627 - Ashbrook",151,250,2,0,403
"Loudoun County",-,"628 - Moorefield Station",577,803,3,0,"1,383"
"Loudoun County",-,"629 - Discovery",138,179,0,0,317
"Loudoun County",-,"701 - Sully",414,478,9,4,905
"Loudoun County",-,"702 - Park View",384,444,8,2,838
"Loudoun County",-,"703 - Rolling Ridge",339,678,3,4,"1,024"
"Loudoun County",-,"705 - Forest Grove",513,656,8,1,"1,178"
"Loudoun County",-,"707 - Claude Moore Park",303,491,8,1,803
"Loudoun County",-,"708 - Seneca",464,490,3,0,957
"Loudoun County",-,"709 - Mirror Ridge",413,560,14,1,988
"Loudoun County",-,"710 - Sterling",326,375,5,1,707
"Loudoun County",-,"808 - Stone Bridge",691,776,2,3,"1,472"
"Loudoun County",-,"810 - Cedar Lane",517,621,7,2,"1,147"
"Loudoun County",-,"813 - Seldens Landing",385,518,8,2,913
"Loudoun County",-,"814 - Newton - Lee",742,585,6,1,"1,334"
"Loudoun County",-,"815 - Belmont Ridge",510,618,5,1,"1,134"
"Loudoun County",-,"817 - Sanders Corner",717,729,10,2,"1,458"
"Loudoun County",-,"818 - Broad Run",471,494,5,0,970
"Loudoun County",-,"819 - Heritage Church",438,456,3,1,898
"Loudoun County",-,"820 - Belmont Station",480,551,6,0,"1,037"
"Loudoun County",-,"822 - Riverside",383,448,3,0,834
"Loudoun County",-,"##ab - Central Absentee Precinct","4,547","13,089",154,13,"17,803"
"Loudoun County",-,"##ev - Central Absentee Precinct","17,083","23,233",105,21,"40,442"
"Loudoun County",-,"##pe - Central Absentee Precinct",602,"1,637",41,3,"2,283"
"Loudoun County",-,Provisional,102,231,2,0,335
"Louisa County",-,"101 - Zion",951,501,5,0,"1,457"
"Louisa County",-,"102 - Mechanicsville",515,209,4,1,729
"Louisa County",-,"201 - Louisa #1",530,224,2,1,757
"Louisa County",-,"202 - Louisa #2",558,166,5,0,729
"Louisa County",-,"301 - Patrick Henry No 1",745,487,11,0,"1,243"
"Louisa County",-,"302 - Patrick Henry #2",259,109,4,0,372
"Louisa County",-,"401 - Mineral","1,005",299,3,1,"1,308"
"Louisa County",-,"402 - Yanceyville",264,108,4,0,376
"Louisa County",-,"501 - Fredericks Hall",242,149,3,0,394
"Louisa County",-,"502 - Cuckoo",517,149,4,0,670
"Louisa County",-,"503 - Elk Creek",489,132,2,0,623
"Louisa County",-,"601 - Bumpass",707,145,1,0,853
"Louisa County",-,"602 - Locust Creek",803,212,6,0,"1,021"
"Louisa County",-,"701 - Sheltons Mill",875,204,6,1,"1,086"
"Louisa County",-,"702 - South Anna",518,175,2,0,695
"Louisa County",-,"##ab - Central Absentee Precinct",335,862,11,3,"1,211"
"Louisa County",-,"##ev - Central Absentee Precinct","2,307","1,728",13,0,"4,048"
"Louisa County",-,"##pe - Central Absentee Precinct",22,31,1,0,54
"Louisa County",-,Provisional,7,6,0,0,13
"Lunenburg County",-,"101 - Plymouth",277,44,0,0,321
"Lunenburg County",-,"201 - Browns Store",277,87,2,0,366
"Lunenburg County",-,"301 - Rosebud",253,52,0,0,305
"Lunenburg County",-,"302 - Flat Rock",245,87,0,0,332
"Lunenburg County",-,"401 - Arrowhead Gun Club",177,26,0,0,203
"Lunenburg County",-,"402 - Pleasant Grove",288,69,0,0,357
"Lunenburg County",-,"501 - Reedy Creek",111,62,1,0,174
"Lunenburg County",-,"502 - Peoples Community Center",110,100,0,0,210
"Lunenburg County",-,"601 - Hounds Creek",206,200,1,0,407
"Lunenburg County",-,"701 - Meherrin Fire Department",142,74,3,0,219
"Lunenburg County",-,"702 - Victoria Public Library",193,61,0,0,254
"Lunenburg County",-,"##ab - Central Absentee Precinct",75,222,2,0,299
"Lunenburg County",-,"##ev - Central Absentee Precinct",662,481,2,0,"1,145"
"Lunenburg County",-,"##pe - Central Absentee Precinct",3,1,0,0,4
"Lunenburg County",-,Provisional,0,1,0,0,1
"Lynchburg City",-,"101 - First Ward First Precinct",958,508,18,3,"1,487"
"Lynchburg City",-,"102 - First Ward Second Precinct","1,176",507,4,3,"1,690"
"Lynchburg City",-,"103 - First Ward Third Precinct",739,377,4,0,"1,120"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",216,210,3,0,429
"Lynchburg City",-,"105 - First Ward Fifth Precinct",425,317,3,1,746
"Lynchburg City",-,"201 - Second Ward First Precinct",374,642,9,2,"1,027"
"Lynchburg City",-,"202 - Second Ward Second Precinct",306,517,8,1,832
"Lynchburg City",-,"203 - Second Ward Third Precinct",121,203,2,2,328
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",208,148,1,0,357
"Lynchburg City",-,"301 - Third Ward First Precinct",297,247,7,2,553
"Lynchburg City",-,"302 - Third Ward Second Precinct",516,12,4,1,533
"Lynchburg City",-,"303 - Third Ward Third Precinct",437,196,3,2,638
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",459,202,4,0,665
"Lynchburg City",-,"305 - Third Ward Fifth Precinct","1,058",315,11,6,"1,390"
"Lynchburg City",-,"401 - Fourth Ward First Precinct","1,394",366,11,0,"1,771"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",456,231,2,3,692
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",820,406,23,1,"1,250"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",820,465,12,2,"1,299"
"Lynchburg City",-,"##ab - Central Absentee Precinct",726,"2,053",45,4,"2,828"
"Lynchburg City",-,"##ev - Central Absentee Precinct","2,117","2,978",22,2,"5,119"
"Lynchburg City",-,"##pe - Central Absentee Precinct",30,71,0,0,101
"Lynchburg City",-,Provisional,15,29,2,0,46
"Madison County",-,"1 - Oak Park",370,178,2,1,551
"Madison County",-,"2 - Radiant",590,229,0,0,819
"Madison County",-,"3 - Rochelle",340,96,4,0,440
"Madison County",-,"4 - Graves Mill",42,15,0,0,57
"Madison County",-,"5 - Madison",583,192,3,1,779
"Madison County",-,"6 - Wolftown",386,131,2,0,519
"Madison County",-,"7 - Brightwood",741,143,6,1,891
"Madison County",-,"8 - Criglersville",316,86,1,0,403
"Madison County",-,"9 - Etlan",198,73,1,1,273
"Madison County",-,"##ab - Central Absentee Precinct",78,174,5,0,257
"Madison County",-,"##ev - Central Absentee Precinct","1,070",645,5,1,"1,721"
"Madison County",-,"##pe - Central Absentee Precinct",6,9,0,0,15
"Madison County",-,Provisional,1,2,0,0,3
"Manassas City",-,"1 - Dean",375,535,8,0,918
"Manassas City",-,"2 - Weems",564,553,16,0,"1,133"
"Manassas City",-,"3 - Metz",635,568,8,2,"1,213"
"Manassas City",-,"4 - Haydon",582,527,8,2,"1,119"
"Manassas City",-,"5 - Baldwin",482,461,8,3,954
"Manassas City",-,"6 - Round",552,423,2,2,979
"Manassas City",-,"##ab - Central Absentee Precinct",251,913,15,1,"1,180"
"Manassas City",-,"##ev - Central Absentee Precinct","1,592","2,134",20,4,"3,750"
"Manassas City",-,"##pe - Central Absentee Precinct",15,28,1,0,44
"Manassas City",-,Provisional,2,13,1,0,16
"Manassas Park City",-,"1 - Precinct One",326,528,10,1,865
"Manassas Park City",-,"2 - Precinct Two",305,287,6,2,600
"Manassas Park City",-,"3 - Precinct Three",290,412,7,8,717
"Manassas Park City",-,"##ab - Central Absentee Precinct",92,334,10,1,437
"Manassas Park City",-,"##ev - Central Absentee Precinct",358,591,12,2,963
"Manassas Park City",-,"##pe - Central Absentee Precinct",4,4,1,0,9
"Manassas Park City",-,Provisional,4,2,0,0,6
"Martinsville City",-,"1 - Precinct #1",13,241,2,0,256
"Martinsville City",-,"2 - Precinct #2",297,268,8,1,574
"Martinsville City",-,"3 - Precinct #3",124,170,4,0,298
"Martinsville City",-,"4 - Precinct #4",217,356,6,0,579
"Martinsville City",-,"5 - Precinct #5",583,300,8,2,893
"Martinsville City",-,"6 - Precinct #6",6,138,1,0,145
"Martinsville City",-,"##ab - Central Absentee Precinct",70,308,7,0,385
"Martinsville City",-,"##ev - Central Absentee Precinct",365,425,4,2,796
"Martinsville City",-,"##pe - Central Absentee Precinct",1,9,0,0,10
"Martinsville City",-,Provisional,0,9,0,0,9
"Mathews County",-,"1 - Chesapeake",450,112,7,0,569
"Mathews County",-,"2 - Westville",670,200,7,0,877
"Mathews County",-,"3 - Piankatank",745,188,2,1,936
"Mathews County",-,"##ab - Central Absentee Precinct",98,121,0,3,222
"Mathews County",-,"##ev - Central Absentee Precinct","1,526",738,2,3,"2,269"
"Mathews County",-,"##pe - Central Absentee Precinct",1,4,0,0,5
"Mathews County",-,Provisional,3,0,0,0,3
"Mecklenburg County",-,"101 - Wrights Store",215,158,1,0,374
"Mecklenburg County",-,"102 - Pearsons Store",123,27,0,0,150
"Mecklenburg County",-,"103 - South Clarksville",306,204,1,0,511
"Mecklenburg County",-,"201 - Boydton",161,105,0,0,266
"Mecklenburg County",-,"202 - Bluestone Senior High School",50,65,0,0,115
"Mecklenburg County",-,"203 - Chase City Vfw Post",46,145,0,0,191
"Mecklenburg County",-,"301 - Bracey",584,138,2,0,724
"Mecklenburg County",-,"302 - Lacrosse",302,130,2,0,434
"Mecklenburg County",-,"401 - American Legion Hall",307,416,4,0,727
"Mecklenburg County",-,"402 - Park View Middle School",69,77,0,0,146
"Mecklenburg County",-,"501 - South Hill",580,286,3,0,869
"Mecklenburg County",-,"601 - Baskerville",280,86,1,2,369
"Mecklenburg County",-,"602 - Union Level",224,27,0,0,251
"Mecklenburg County",-,"603 - Smith Crossroads",145,52,2,0,199
"Mecklenburg County",-,"604 - Lake Gaston",192,61,0,0,253
"Mecklenburg County",-,"701 - Chase City",288,132,2,1,423
"Mecklenburg County",-,"702 - Sunshine",281,110,0,0,391
"Mecklenburg County",-,"801 - Finchley",108,41,1,0,150
"Mecklenburg County",-,"802 - Bluestone",337,70,1,0,408
"Mecklenburg County",-,"803 - Chase City Elementary School",246,90,0,0,336
"Mecklenburg County",-,"901 - Averett",147,9,0,0,156
"Mecklenburg County",-,"902 - Buffalo Springs",226,53,2,0,281
"Mecklenburg County",-,"903 - Clarksville",660,197,2,0,859
"Mecklenburg County",-,"##ab - Central Absentee Precinct",272,487,9,0,768
"Mecklenburg County",-,"##ev - Central Absentee Precinct","1,766",885,3,0,"2,654"
"Mecklenburg County",-,"##pe - Central Absentee Precinct",4,17,0,0,21
"Mecklenburg County",-,Provisional,3,7,1,0,11
"Middlesex County",-,"101 - Saluda",153,64,2,0,219
"Middlesex County",-,"102 - Urbanna",334,150,2,0,486
"Middlesex County",-,"201 - New Market",744,212,2,0,958
"Middlesex County",-,"302 - Church View",444,224,18,0,686
"Middlesex County",-,"401- Harmony Village",418,192,8,1,619
"Middlesex County",-,"501 - Wilton",641,195,2,2,840
"Middlesex County",-,"##ab - Central Absentee Precinct",86,206,3,0,295
"Middlesex County",-,"##ev - Central Absentee Precinct",880,610,10,0,"1,500"
"Middlesex County",-,"##pe - Central Absentee Precinct",1,5,0,0,6
"Middlesex County",-,Provisional,2,2,0,0,4
"Montgomery County",-,"101 - Precinct A-1",630,536,16,1,"1,183"
"Montgomery County",-,"102 - Precinct A-2",197,488,16,1,702
"Montgomery County",-,"103 - Precinct A-3",459,722,15,0,"1,196"
"Montgomery County",-,"201 - Precinct B-1",106,63,2,0,171
"Montgomery County",-,"202 - Precinct B-2",753,432,18,1,"1,204"
"Montgomery County",-,"203 - Precinct B-3",613,360,7,1,981
"Montgomery County",-,"204 - Precinct B-4",922,643,17,1,"1,583"
"Montgomery County",-,"301 - Precinct C-1",968,212,6,1,"1,187"
"Montgomery County",-,"302 - Precinct C-2",744,281,13,1,"1,039"
"Montgomery County",-,"303 - Precinct C-3",404,109,5,0,518
"Montgomery County",-,"304 - Precinct C-4",763,290,15,0,"1,068"
"Montgomery County",-,"401 - Precinct D-1",493,174,10,0,677
"Montgomery County",-,"402 - Precinct D-2",975,208,5,0,"1,188"
"Montgomery County",-,"403 - Precinct D-3",799,159,5,2,965
"Montgomery County",-,"404 - Precinct D-4",491,104,5,2,602
"Montgomery County",-,"405 - Precinct D-5",753,335,11,1,"1,100"
"Montgomery County",-,"501 - Precinct E-1",611,381,12,2,"1,006"
"Montgomery County",-,"502 - Precinct E-2",617,262,6,0,885
"Montgomery County",-,"503 - Precinct E-3",56,189,10,1,256
"Montgomery County",-,"601 - Precinct F-1",347,565,10,1,923
"Montgomery County",-,"602 - Precinct F-2",302,603,10,1,916
"Montgomery County",-,"603 - Precinct F-3",52,40,6,0,98
"Montgomery County",-,"701 - Precinct G-1",447,728,16,0,"1,191"
"Montgomery County",-,"702 - Precinct G-2",159,372,10,0,541
"Montgomery County",-,"##ab - Central Absentee Precinct",577,"2,167",51,1,"2,796"
"Montgomery County",-,"##ev - Central Absentee Precinct","3,775","4,811",73,3,"8,662"
"Montgomery County",-,"##pe - Central Absentee Precinct",18,85,6,0,109
"Montgomery County",-,Provisional,10,36,1,0,47
"Nelson County",-,"101 - Rockfish",683,512,13,3,"1,211"
"Nelson County",-,"201 - Lovingston",380,158,3,1,542
"Nelson County",-,"202 - Schuyler",263,126,5,1,395
"Nelson County",-,"301 - Shipman",494,172,3,1,670
"Nelson County",-,"302 - Gladstone",124,33,0,2,159
"Nelson County",-,"401 - Roseland",644,185,5,0,834
"Nelson County",-,"402 - Montebello",81,33,1,1,116
"Nelson County",-,"501 - Faber",224,143,2,0,369
"Nelson County",-,"502 - Nellysford",490,466,7,1,964
"Nelson County",-,"##ab - Central Absentee Precinct",131,402,9,0,542
"Nelson County",-,"##ev - Central Absentee Precinct",738,"1,099",14,1,"1,852"
"Nelson County",-,"##pe - Central Absentee Precinct",7,13,2,0,22
"Nelson County",-,Provisional,0,4,0,0,4
"New Kent County",-,"102 - Tunstall",403,58,3,0,464
"New Kent County",-,"103 - Southern Branch","1,117",225,6,0,"1,348"
"New Kent County",-,"201 - Quinton",862,364,3,1,"1,230"
"New Kent County",-,"202 - Kentwood",693,168,3,1,865
"New Kent County",-,"301 - Watkins",565,315,3,0,883
"New Kent County",-,"302 - Cumberland",715,229,10,0,954
"New Kent County",-,"401 - Providence Forge",831,343,5,0,"1,179"
"New Kent County",-,"403 - Mountcastle",366,120,4,1,491
"New Kent County",-,"501 - Eltham",482,159,2,0,643
"New Kent County",-,"502 - Chickahominy River",782,166,3,0,951
"New Kent County",-,"##ab - Central Absentee Precinct",236,480,6,1,723
"New Kent County",-,"##ev - Central Absentee Precinct","1,492",797,2,2,"2,293"
"New Kent County",-,"##pe - Central Absentee Precinct",8,6,1,0,15
"New Kent County",-,Provisional,17,9,1,0,27
"Newport News City",-,"101 - Denbigh (CD 3)",439,801,20,2,"1,262"
"Newport News City",-,"102 - Stoney Run (CD 3)",329,918,18,0,"1,265"
"Newport News City",-,"103 - Jenkins (CD 3)",590,637,13,3,"1,243"
"Newport News City",-,"104 - Mcintosh (CD 3)",303,588,16,0,907
"Newport News City",-,"105 - Oyster Point (CD 3)",141,153,4,0,298
"Newport News City",-,"106 - Reservoir (CD 3)",553,806,14,2,"1,375"
"Newport News City",-,"107 - Richneck (CD 3)",647,739,10,1,"1,397"
"Newport News City",-,"108 - Katherine Johnson (CD 3)",311,695,13,0,"1,019"
"Newport News City",-,"109 - Windsor (CD 3)",356,408,13,0,777
"Newport News City",-,"110 - Greenwood (CD 3)",381,763,17,0,"1,161"
"Newport News City",-,"201 - Bland (CD 3)",77,126,3,0,206
"Newport News City",-,"202 - Boulevard (CD 3)",666,440,10,3,"1,119"
"Newport News City",-,"203 - Charles (CD 3)",997,740,20,2,"1,759"
"Newport News City",-,"204 - Mariners' Museum (CD 3)",301,261,6,0,568
"Newport News City",-,"205 - Deep Creek (CD 3)","1,004",503,5,1,"1,513"
"Newport News City",-,"208 - Hidenwood (CD 3)",541,316,2,1,860
"Newport News City",-,"209 - Hilton (CD 3)",593,532,7,0,"1,132"
"Newport News City",-,"210 - Knollwood Meadows (CD 3)",981,819,21,3,"1,824"
"Newport News City",-,"211 - Palmer (CD 2)",29,55,3,1,88
"Newport News City",-,"211 - Palmer (CD 3)",443,519,12,1,975
"Newport News City",-,"212 - Riverside (CD 3)",499,311,3,0,813
"Newport News City",-,"213 - Sanford (CD 3)",423,232,0,0,655
"Newport News City",-,"215 - Warwick (CD 3)",319,291,6,1,617
"Newport News City",-,"216 - Yates (CD 3)",458,303,7,2,770
"Newport News City",-,"217 - Riverview (CD 3)",666,403,6,2,"1,077"
"Newport News City",-,"218 - Kiln Creek (CD 2)",24,21,0,0,45
"Newport News City",-,"218 - Kiln Creek (CD 3)",779,782,20,0,"1,581"
"Newport News City",-,"219 - Deer Park (CD 3)",361,624,14,0,999
"Newport News City",-,"302 - Briarfield (CD 3)",189,449,8,0,646
"Newport News City",-,"303 - Carver (CD 3)",145,323,5,1,474
"Newport News City",-,"304 - Chestnut (CD 3)",24,316,6,0,346
"Newport News City",-,"305 - Downtown (CD 3)",54,180,4,0,238
"Newport News City",-,"306 - Dunbar (CD 3)",4,65,3,0,72
"Newport News City",-,"307 - Huntington (CD 3)",13,239,3,0,255
"Newport News City",-,"308 - Jefferson (CD 3)",9,213,1,0,223
"Newport News City",-,"309 - Magruder (CD 3)",18,313,7,2,340
"Newport News City",-,"310 - Marshall (CD 3)",26,350,7,3,386
"Newport News City",-,"311 - Newmarket (CD 3)",313,665,16,1,995
"Newport News City",-,"312 - Newsome Park (CD 3)",8,117,3,1,129
"Newport News City",-,"313 - Reed (CD 3)",44,507,4,0,555
"Newport News City",-,"314 - River (CD 3)",257,278,5,1,541
"Newport News City",-,"315 - Sedgefield (CD 3)",447,395,19,0,861
"Newport News City",-,"316 - South Morrison (CD 3)",366,492,16,0,874
