County/City,Ward,Pct,"Timothy Michael Kaine","Corey Alan Stewart","Matthew Joseph Waters","All Others","Total Votes Cast"
"Fairfax County",-,"506 - Holmes #1 (CD 8)",257,69,4,2,332
"Fairfax County",-,"507 - Lincolnia (CD 8)","1,483",365,37,3,"1,888"
"Fairfax County",-,"508 - Masonville (CD 11)","1,201",455,35,7,"1,698"
"Fairfax County",-,"509 - Plaza (CD 8)",571,82,10,0,663
"Fairfax County",-,"510 - Parklawn (CD 8)",945,326,27,6,"1,304"
"Fairfax County",-,"511 - Ravenwood (CD 11)","1,107",361,37,2,"1,507"
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",645,246,31,3,925
"Fairfax County",-,"513 - Saint Albans (CD 11)",749,259,17,1,"1,026"
"Fairfax County",-,"513 - Saint Albans (CD 8)",342,136,9,1,488
"Fairfax County",-,"514 - Crossroads (CD 8)",597,93,9,0,699
"Fairfax County",-,"515 - Westlawn (CD 8)",771,242,22,0,"1,035"
"Fairfax County",-,"516 - Weyanoke (CD 8)","1,408",353,28,8,"1,797"
"Fairfax County",-,"517 - Willston (CD 8)",724,232,19,2,977
"Fairfax County",-,"518 - Columbia (CD 11)","1,077",426,26,3,"1,532"
"Fairfax County",-,"519 - Hummer (CD 11)",791,319,21,2,"1,133"
"Fairfax County",-,"520 - Skyline (CD 8)","1,254",210,20,3,"1,487"
"Fairfax County",-,"521 - Brook Hill (CD 8)",785,409,22,2,"1,218"
"Fairfax County",-,"522 - Camelot (CD 11)",602,312,18,3,935
"Fairfax County",-,"523 - Poe (CD 8)","1,097",400,37,5,"1,539"
"Fairfax County",-,"525 - Walnut Hill (CD 8)","1,487",540,42,7,"2,076"
"Fairfax County",-,"526 - Bren Mar (CD 8)","1,636",357,33,4,"2,030"
"Fairfax County",-,"527 - Edsall (CD 8)",877,353,28,6,"1,264"
"Fairfax County",-,"528 - Ridgelea (CD 11)",549,239,22,3,813
"Fairfax County",-,"530 - Holmes #2 (CD 11)",868,162,20,2,"1,052"
"Fairfax County",-,"601 - Belle Haven (CD 8)",860,405,29,11,"1,305"
"Fairfax County",-,"602 - Belleview (CD 8)",968,378,36,13,"1,395"
"Fairfax County",-,"604 - Bucknell (CD 8)","1,611",354,37,1,"2,003"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",974,460,40,6,"1,480"
"Fairfax County",-,"606 - Hollin Hall (CD 8)","1,116",485,53,15,"1,669"
"Fairfax County",-,"607 - Huntington (CD 8)","1,765",423,53,13,"2,254"
"Fairfax County",-,"608 - Kirkside (CD 8)",924,250,22,3,"1,199"
"Fairfax County",-,"609 - Marlan (CD 8)",910,440,37,5,"1,392"
"Fairfax County",-,"610 - Sherwood (CD 8)",925,269,23,7,"1,224"
"Fairfax County",-,"611 - Stratford (CD 8)","1,177",539,29,6,"1,751"
"Fairfax County",-,"612 - Waynewood (CD 8)",556,275,21,3,855
"Fairfax County",-,"613 - Westgate (CD 8)","1,183",900,30,17,"2,130"
"Fairfax County",-,"614 - Riverside (CD 8)",789,464,23,4,"1,280"
"Fairfax County",-,"615 - Woodley (CD 8)","1,178",525,36,3,"1,742"
"Fairfax County",-,"616 - Gunston (CD 8)",823,623,39,1,"1,486"
"Fairfax County",-,"617 - Lorton (CD 8)","1,074",195,12,0,"1,281"
"Fairfax County",-,"618 - Newington (CD 11)","2,181",811,73,9,"3,074"
"Fairfax County",-,"619 - Belvoir (CD 8)","1,456",547,35,3,"2,041"
"Fairfax County",-,"621 - Grosvenor (CD 8)","1,096",235,48,8,"1,387"
"Fairfax County",-,"622 - Lorton Station (CD 8)","1,610",374,32,2,"2,018"
"Fairfax County",-,"623 - Alban (CD 8)","1,351",407,31,8,"1,797"
"Fairfax County",-,"626 - Saratoga (CD 8)","1,451",591,54,4,"2,100"
"Fairfax County",-,"627 - Woodlawn (CD 8)","1,766",432,49,0,"2,247"
"Fairfax County",-,"628 - Laurel Hill (CD 11)","1,811",432,27,2,"2,272"
"Fairfax County",-,"629 - South County (CD 11)","1,218",709,41,1,"1,969"
"Fairfax County",-,"630- Army (CD 8)",328,130,4,1,463
"Fairfax County",-,"701 - Blake (CD 11)","1,917",592,45,6,"2,560"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)","1,013",244,25,5,"1,287"
"Fairfax County",-,"704 - Freedom Hill (CD 11)",955,349,15,1,"1,320"
"Fairfax County",-,"705 - Graham - Greenway (CD 8)","1,684",463,54,12,"2,213"
"Fairfax County",-,"707 - Mantua (CD 11)",965,371,22,3,"1,361"
"Fairfax County",-,"708 - Marshall (CD 8)","2,171",566,77,3,"2,817"
"Fairfax County",-,"709 - Mosby (CD 11)","1,454",398,53,2,"1,907"
"Fairfax County",-,"710 - Pine Spring (CD 8)","1,069",318,37,4,"1,428"
"Fairfax County",-,"711 - Price (CD 11)",821,353,20,4,"1,198"
"Fairfax County",-,"712 - Shreve (CD 8)",702,211,29,2,944
"Fairfax County",-,"713 - Timber Lane (CD 8)","1,473",349,36,6,"1,864"
"Fairfax County",-,"714 - Walker (CD 11)","1,392",531,36,3,"1,962"
"Fairfax County",-,"717 - Woodburn (CD 11)",843,265,40,5,"1,153"
"Fairfax County",-,"718 - Pine Ridge (CD 11)","1,019",370,33,5,"1,427"
"Fairfax County",-,"720 - Thoreau (CD 11)","1,293",482,46,6,"1,827"
"Fairfax County",-,"721 - Merrifield (CD 11)","1,851",365,65,5,"2,286"
"Fairfax County",-,"723 - Gallows East (CD 11)",860,208,24,0,"1,092"
"Fairfax County",-,"726 - Magarity (CD 8)","1,587",456,44,3,"2,090"
"Fairfax County",-,"727 - Oakton (CD 11)",991,508,36,2,"1,537"
"Fairfax County",-,"729 - Nottoway (CD 11)","1,456",456,38,6,"1,956"
"Fairfax County",-,"730 - Penderbrook (CD 11)","1,525",565,44,2,"2,136"
"Fairfax County",-,"731 - Tysons (CD 11)","1,256",381,55,6,"1,698"
"Fairfax County",-,"732 - Oak Marr (CD 11)","1,334",706,46,10,"2,096"
"Fairfax County",-,"733 - Kilmer (CD 11)","1,871",539,51,9,"2,470"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",906,260,50,3,"1,219"
"Fairfax County",-,"735 - Rotonda (CD 11)",523,190,14,0,727
"Fairfax County",-,"801 - Burke (CD 11)","1,921",701,67,6,"2,695"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",579,180,17,1,777
"Fairfax County",-,"803 - Clifton (CD 10)","1,216","1,268",42,2,"2,528"
"Fairfax County",-,"804 - Colchester (CD 10)",641,472,11,2,"1,126"
"Fairfax County",-,"805 - Fairfax Station (CD 10)",582,415,17,3,"1,017"
"Fairfax County",-,"806 - Sydenstricker (CD 11)","1,345",629,35,4,"2,013"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",821,463,26,2,"1,312"
"Fairfax County",-,"811 - Pohick (CD 11)",923,286,28,3,"1,240"
"Fairfax County",-,"812 - Valley (CD 11)","1,168",543,35,2,"1,748"
"Fairfax County",-,"815 - Woodyard (CD 10)",888,747,25,0,"1,660"
"Fairfax County",-,"824 - Orange (CD 11)","1,562",833,62,5,"2,462"
"Fairfax County",-,"825 - Cherry Run (CD 11)","1,117",582,25,3,"1,727"
"Fairfax County",-,"827 - Irving (CD 11)","1,087",503,40,2,"1,632"
"Fairfax County",-,"833 - White Oaks (CD 11)","1,262",511,44,4,"1,821"
"Fairfax County",-,"838 - Sangster (CD 10)",836,540,26,1,"1,403"
"Fairfax County",-,"839 - Silverbrook (CD 10)","1,285",846,37,6,"2,174"
"Fairfax County",-,"840 - West Springfield (CD 11)","1,219",529,34,7,"1,789"
"Fairfax County",-,"841 - Popes Head (CD 10)",514,459,18,1,992
"Fairfax County",-,"842 - Parkway (CD 11)",869,540,24,3,"1,436"
"Fairfax County",-,"843 - Fair Lakes (CD 11)","1,335",542,55,9,"1,941"
"Fairfax County",-,"844 - Centerpointe (CD 11)","1,200",319,41,3,"1,563"
"Fairfax County",-,"845 - Fountainhead (CD 10)","1,297","1,031",41,9,"2,378"
"Fairfax County",-,"846 - Greenbriar East (CD 11)","1,449",516,29,1,"1,995"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",929,456,33,5,"1,423"
"Fairfax County",-,"848 - Fair Oaks (CD 11)","1,281",518,28,1,"1,828"
"Fairfax County",-,"849 - Newgate (CD 10)","1,734","1,197",38,10,"2,979"
"Fairfax County",-,"850 - South Run (CD 10)","1,015",704,24,7,"1,750"
"Fairfax County",-,"851 - Willow Springs (CD 11)",969,557,24,3,"1,553"
"Fairfax County",-,"901 - Centre Ridge (CD 11)","1,332",464,47,0,"1,843"
"Fairfax County",-,"902 - Brookfield (CD 10)","1,741",642,37,1,"2,421"
"Fairfax County",-,"903 - Cub Run (CD 10)","1,470",791,59,3,"2,323"
"Fairfax County",-,"904 - Stonecroft (CD 10)",558,366,28,3,955
"Fairfax County",-,"905 - Franklin (CD 10)",385,189,8,2,584
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",945,504,25,5,"1,479"
"Fairfax County",-,"909 - Oak Hill (CD 10)",967,424,34,0,"1,425"
"Fairfax County",-,"910 - London Towne (CD 11)","1,571",509,66,6,"2,152"
"Fairfax County",-,"911 - Navy (CD 10)","1,413",639,24,4,"2,080"
"Fairfax County",-,"913 - Rocky Run (CD 10)","1,530",902,35,3,"2,470"
"Fairfax County",-,"914 - Vale (CD 10)",921,495,35,5,"1,456"
"Fairfax County",-,"915 - Virginia Run (CD 10)",873,783,39,0,"1,695"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,589",919,58,5,"2,571"
"Fairfax County",-,"917 - Stone North (CD 10)",835,358,32,3,"1,228"
"Fairfax County",-,"918 - Centreville (CD 11)","1,809",665,49,3,"2,526"
"Fairfax County",-,"919 - Green Trails (CD 11)","1,698",645,44,4,"2,391"
"Fairfax County",-,"920 - Chantilly (CD 10)","1,207",491,22,4,"1,724"
"Fairfax County",-,"921 - Deer Park (CD 10)","1,254",798,52,7,"2,111"
"Fairfax County",-,"923 - Bull Run (CD 10)",791,635,21,6,"1,453"
"Fairfax County",-,"924 - Spindle (CD 11)",860,239,22,2,"1,123"
"Fairfax County",-,"925 - Old Mill (CD 10)",740,366,17,1,"1,124"
"Fairfax County",-,"926 - Powell (CD 11)","1,820",649,43,3,"2,515"
"Fairfax County",-,"927 - Armfield (CD 10)",815,371,24,0,"1,210"
"Fairfax County",-,"928 - Poplar Tree (CD 10)","1,123",569,41,1,"1,734"
"Fairfax County",-,"929 - Difficult Run (CD 10)",268,209,10,3,490
"Fairfax County",-,"930 - Lees Corner (CD 10)",933,423,38,5,"1,399"
"Fairfax County",-,"931 - Carson (CD 10)","1,144",423,33,1,"1,601"
"Fairfax County",-,"932 - Stone South (CD 10)",742,242,20,3,"1,007"
"Fairfax County",-,"933 - Compton (CD 11)",287,127,9,1,424
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","13,480","5,506",255,66,"19,307"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","27,092","7,745",491,78,"35,406"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","17,170","4,753",295,58,"22,276"
"Fairfax County",-,"Provisional (CD 10)",65,28,1,1,95
"Fairfax County",-,"Provisional (CD 11)",197,47,9,1,254
"Fairfax County",-,"Provisional (CD 8)",124,33,1,0,158
"Fairfax City",-,"1 - One",986,396,35,5,"1,422"
"Fairfax City",-,"2 - Two",924,443,40,8,"1,415"
"Fairfax City",-,"3 - Three","1,313",566,50,1,"1,930"
"Fairfax City",-,"4 - Four","1,047",447,39,4,"1,537"
"Fairfax City",-,"5 - Five",938,373,28,3,"1,342"
"Fairfax City",-,"6 - Six",921,380,31,4,"1,336"
"Fairfax City",-,"Ab - Central Absentee Precinct","1,194",381,22,2,"1,599"
"Fairfax City",-,Provisional,7,2,0,0,9
"Falls Church City",-,"1 - First Ward","1,486",326,42,7,"1,861"
"Falls Church City",-,"2 - Second Ward","1,176",234,24,14,"1,448"
"Falls Church City",-,"3 - Third Ward","1,514",363,55,5,"1,937"
"Falls Church City",-,"Ab - Central Absentee Precinct","1,716",189,23,5,"1,933"
"Falls Church City",-,Provisional,10,0,0,0,10
"Fauquier County",-,"101 - Kettle Run (CD 5)",218,533,15,0,766
"Fauquier County",-,"102 - Catlett (CD 1)",482,"1,163",29,1,"1,675"
"Fauquier County",-,"103 - Casanova (CD 5)",342,470,12,0,824
"Fauquier County",-,"104 - Lois (CD 1)",239,493,9,0,741
"Fauquier County",-,"105 - Opal (CD 5)",255,490,14,2,761
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",430,600,17,3,"1,050"
"Fauquier County",-,"201 - Courthouse (CD 5)",974,921,44,3,"1,942"
"Fauquier County",-,"202 - Airlie (CD 5)",713,880,37,2,"1,632"
"Fauquier County",-,"203 - Warrenton (CD 5)",898,860,37,3,"1,798"
"Fauquier County",-,"301 - Morrisville (CD 1)",326,776,19,1,"1,122"
"Fauquier County",-,"302 - Remington (CD 5)",678,979,32,1,"1,690"
"Fauquier County",-,"303 - Bealeton (CD 1)",915,"1,050",44,2,"2,011"
"Fauquier County",-,"401 - Marshall (CD 5)",769,917,28,4,"1,718"
"Fauquier County",-,"402 - Leeds (CD 5)",734,752,25,2,"1,513"
"Fauquier County",-,"403 - Waterloo (CD 5)",693,"1,106",49,3,"1,851"
"Fauquier County",-,"404 - Springs Valley (CD 5)",339,486,15,4,844
"Fauquier County",-,"501 - The Plains (CD 5)",748,648,26,2,"1,424"
"Fauquier County",-,"502 - New Baltimore (CD 5)",632,958,47,2,"1,639"
"Fauquier County",-,"503 - Broad Run (CD 5)",569,807,35,3,"1,414"
"Fauquier County",-,"504 - Vint Hill (CD 5)","1,031","1,383",49,4,"2,467"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",177,206,10,1,394
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)","1,562","1,312",41,1,"2,916"
"Fauquier County",-,"Provisional (CD 1)",0,0,0,0,0
"Fauquier County",-,"Provisional (CD 5)",11,11,0,0,22
"Floyd County",-,"101 - Locust Grove",411,772,13,1,"1,197"
"Floyd County",-,"201 - Little River",537,833,30,2,"1,402"
"Floyd County",-,"301 - Courthouse",514,620,11,1,"1,146"
"Floyd County",-,"401 - Burks Fork",335,771,8,1,"1,115"
"Floyd County",-,"501 - Indian Valley",310,870,14,3,"1,197"
"Floyd County",-,"Ab - Central Absentee Precinct",372,312,2,0,686
"Floyd County",-,Provisional,1,2,0,0,3
"Fluvanna County",-,"101 - Palmyra","1,286","1,087",56,1,"2,430"
"Fluvanna County",-,"201 - Columbia",761,820,33,2,"1,616"
"Fluvanna County",-,"301 - Fork Union",876,854,24,2,"1,756"
"Fluvanna County",-,"401 - Cunningham",914,"1,346",42,4,"2,306"
"Fluvanna County",-,"501 - Rivanna","1,331","1,132",51,1,"2,515"
"Fluvanna County",-,"Ab - Central Absentee Precinct",808,550,11,0,"1,369"
"Fluvanna County",-,Provisional,5,4,0,0,9
"Franklin County",-,"102 - Burnt Chimney",443,"1,045",33,3,"1,524"
"Franklin County",-,"103 - Scruggs",746,"1,838",39,0,"2,623"
"Franklin County",-,"201 - Glade Hill",300,860,23,1,"1,184"
"Franklin County",-,"202 - Penhook",346,653,7,0,"1,006"
"Franklin County",-,"203 - Hodgesville",66,140,1,0,207
"Franklin County",-,"204 - Dudley",241,548,7,0,796
"Franklin County",-,"301 - Snow Creek",133,412,9,0,554
"Franklin County",-,"302 - Fork Mountain",115,395,10,0,520
"Franklin County",-,"303 - Sontag",412,516,10,1,939
"Franklin County",-,"304 - Dickinson",191,234,5,0,430
"Franklin County",-,"401 - Henry",194,716,11,2,923
"Franklin County",-,"402 - Ferrum",186,366,3,0,555
"Franklin County",-,"403 - Endicott",152,405,5,0,562
"Franklin County",-,"501 - Waidsboro",204,471,9,0,684
"Franklin County",-,"502 - Callaway",248,692,9,2,951
"Franklin County",-,"503 - Bowmans",155,356,12,0,523
"Franklin County",-,"504 - Gogginsville",215,592,20,1,828
"Franklin County",-,"601 - Boones Mill",357,848,18,1,"1,224"
"Franklin County",-,"602 - Bonbrook",308,813,17,1,"1,139"
"Franklin County",-,"603 - Coopers Cove",189,649,11,1,850
"Franklin County",-,"701 - Rocky Mount East",470,651,25,1,"1,147"
"Franklin County",-,"702 - Rocky Mount West",426,433,6,1,866
"Franklin County",-,"703 - Rocky Mount South",324,390,11,1,726
"Franklin County",-,"Ab - Central Absentee Precinct",572,822,20,0,"1,414"
"Franklin County",-,Provisional,2,4,0,0,6
"Franklin City",-,"101 - Precinct 1-1",237,416,14,1,668
"Franklin City",-,"201 - Precinct 2-1",228,299,7,0,534
"Franklin City",-,"301 - Precinct 3-1",394,28,1,1,424
"Franklin City",-,"401 - Precinct 4-1",284,28,3,0,315
"Franklin City",-,"501 - Precinct 5-1",336,11,1,0,348
"Franklin City",-,"601 - Precinct 6-1",299,221,3,0,523
"Franklin City",-,"Ab - Central Absentee Precinct",115,61,1,0,177
"Franklin City",-,Provisional,1,1,0,0,2
"Frederick County",-,"101 - Russells",331,975,22,1,"1,329"
"Frederick County",-,"102 - Gore",397,"1,017",20,3,"1,437"
"Frederick County",-,"103 - Kernstown",611,"1,025",28,3,"1,667"
"Frederick County",-,"104 - Cedar Creek",317,640,19,1,977
"Frederick County",-,"201 - Gainesborough",217,704,10,0,931
"Frederick County",-,"202 - Albin",449,923,19,2,"1,393"
"Frederick County",-,"203 - Redland",587,"1,204",29,2,"1,822"
"Frederick County",-,"204 - Nain",475,"1,006",22,2,"1,505"
"Frederick County",-,"301 - Clear Brook",251,633,8,1,893
"Frederick County",-,"302 - Neff's Town",975,"1,023",56,8,"2,062"
"Frederick County",-,"303 - White Hall",670,"1,290",38,2,"2,000"
"Frederick County",-,"401 - Carpers Valley",621,879,28,2,"1,530"
"Frederick County",-,"402 - Shenandoah",277,490,13,1,781
"Frederick County",-,"403 - Parkin's Mill",603,880,41,3,"1,527"
"Frederick County",-,"404 - Armel",592,843,28,5,"1,468"
"Frederick County",-,"501 - Stephens City",707,966,38,5,"1,716"
"Frederick County",-,"502 - Newtown",784,"1,154",51,1,"1,990"
"Frederick County",-,"503 - Canterburg",878,"1,201",31,0,"2,110"
"Frederick County",-,"601 - Millbrook",424,602,18,1,"1,045"
"Frederick County",-,"602 - Ash Hollow",640,699,46,1,"1,386"
"Frederick County",-,"603 - Greenwood","1,010","1,319",47,7,"2,383"
"Frederick County",-,"Ab - Central Absentee Precinct","1,058","1,159",25,4,"2,246"
"Frederick County",-,Provisional,11,8,0,0,19
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,542",840,43,3,"2,428"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,731",636,75,8,"2,450"
"Fredericksburg City",-,"301 - Precinct 1 - District Three","1,234",665,53,4,"1,956"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",968,216,28,3,"1,215"
"Fredericksburg City",-,"402 - Precinct 2 - District Four",547,169,20,1,737
"Fredericksburg City",-,"Ab - Central Absentee Precinct",584,304,18,1,907
"Fredericksburg City",-,Provisional,15,2,0,0,17
"Galax City",-,"1 - East",246,479,5,0,730
"Galax City",-,"2 - North",166,336,4,0,506
"Galax City",-,"3 - South",144,297,2,0,443
"Galax City",-,"Ab - Central Absentee Precinct",64,85,1,0,150
"Galax City",-,Provisional,0,1,0,0,1
"Giles County",-,"101 - Glen Lyn",18,63,2,0,83
"Giles County",-,"102 - Rich Creek",99,264,2,0,365
"Giles County",-,"103 - Narrows",360,827,12,1,"1,200"
"Giles County",-,"201 - Pearisburg",464,"1,143",24,2,"1,633"
"Giles County",-,"202 - Staffordsville",63,198,4,0,265
"Giles County",-,"203 - White Gate",24,158,3,0,185
"Giles County",-,"301 - Eggleston",164,338,9,0,511
"Giles County",-,"302 - Pembroke",380,825,20,1,"1,226"
"Giles County",-,"303 - Newport",276,398,12,0,686
"Giles County",-,"Ab - Central Absentee Precinct",188,285,9,1,483
"Giles County",-,Provisional,0,1,0,0,1
"Gloucester County",-,"101 - Harcum",338,726,16,0,"1,080"
"Gloucester County",-,"102 - Salem",296,620,14,0,930
"Gloucester County",-,"103 - Peasley",218,474,11,2,705
"Gloucester County",-,"201 - Courthouse",493,666,16,2,"1,177"
"Gloucester County",-,"202 - Botetourt",656,"1,023",33,0,"1,712"
"Gloucester County",-,"301 - White Marsh",429,839,23,1,"1,292"
"Gloucester County",-,"302 - Roanes",557,"1,047",28,1,"1,633"
"Gloucester County",-,"401 - Hayes",606,939,24,1,"1,570"
"Gloucester County",-,"402 - Sarahs Creek",518,784,21,1,"1,324"
"Gloucester County",-,"501 - Achilles",545,"1,310",39,2,"1,896"
"Gloucester County",-,"502 - Walker",455,823,32,2,"1,312"
"Gloucester County",-,"Ab - Central Absentee Precinct",415,563,20,3,"1,001"
"Gloucester County",-,Provisional,3,2,0,0,5
"Goochland County",-,"101 - Fife",346,440,21,0,807
"Goochland County",-,"102 - Hadensville",497,769,22,4,"1,292"
"Goochland County",-,"201 - Three Square",212,164,9,0,385
"Goochland County",-,"202 - Sandy Hook",754,933,30,2,"1,719"
"Goochland County",-,"301 - Goochland Court House 1",483,670,15,1,"1,169"
"Goochland County",-,"302 - Goochland Court House 2",209,315,15,1,540
"Goochland County",-,"401 - Shallow Well",479,590,31,0,"1,100"
"Goochland County",-,"402 - Centerville",692,"1,231",33,4,"1,960"
"Goochland County",-,"501 - Manakin",706,"1,114",48,8,"1,876"
"Goochland County",-,"502 - Blair Road",423,666,30,3,"1,122"
"Goochland County",-,"Ab - Central Absentee Precinct",638,574,25,8,"1,245"
"Goochland County",-,Provisional,4,6,0,0,10
"Grayson County",-,"101 - Bridle Creek",69,150,1,0,220
"Grayson County",-,"102 - Flatridge",34,94,0,0,128
"Grayson County",-,"103 - Grant",83,160,1,0,244
"Grayson County",-,"104 - Mouth Of Wilson",57,94,2,1,154
"Grayson County",-,"105 - Mount Rogers",35,135,0,0,170
"Grayson County",-,"106 - Rugby",39,130,2,0,171
"Grayson County",-,"107 - Troutdale",23,89,2,0,114
"Grayson County",-,"108 - Comers Rock",50,113,1,0,164
"Grayson County",-,"202 - Elk Creek",84,284,4,0,372
"Grayson County",-,"203 - Independence",259,714,12,4,989
"Grayson County",-,"301 - Baywood",122,450,8,0,580
"Grayson County",-,"302 - Fairview",151,606,10,0,767
"Grayson County",-,"401 - Fries",92,208,4,0,304
"Grayson County",-,"402 - Providence",112,506,6,0,624
"Grayson County",-,"403 - Oldtown",77,213,8,0,298
"Grayson County",-,"Ab - Central Absentee Precinct",125,303,6,0,434
"Grayson County",-,Provisional,0,0,0,0,0
"Greene County",-,"101 - Dyke",234,486,10,0,730
"Greene County",-,"102 - Swift Run",375,589,24,1,989
"Greene County",-,"201 - Ruckersville",736,"1,062",49,2,"1,849"
"Greene County",-,"301 - Stanardsville",581,"1,030",34,2,"1,647"
"Greene County",-,"401 - Midway",892,"1,185",57,2,"2,136"
"Greene County",-,"Ab - Central Absentee Precinct",364,395,16,1,776
"Greene County",-,Provisional,1,2,0,0,3
"Greensville County",-,"101 - Precinct 1-a",245,127,0,0,372
"Greensville County",-,"102 - Precinct 1-b",73,94,1,0,168
"Greensville County",-,"103 - Precinct 1-c",210,35,1,0,246
"Greensville County",-,"201 - Precinct 2-a",312,108,1,0,421
"Greensville County",-,"202 - Precinct 2-b",204,296,3,0,503
"Greensville County",-,"302 - Precinct 3-a",640,293,4,0,937
"Greensville County",-,"401 - Precinct 4-a",86,155,5,0,246
"Greensville County",-,"402 - Precinct 4-b",260,148,0,0,408
"Greensville County",-,"403 - Precinct 4-c",79,106,4,0,189
"Greensville County",-,Provisional,0,1,0,0,1
"Halifax County",-,"101 - Childrey",257,343,5,0,605
"Halifax County",-,"102 - Liberty",113,188,1,0,302
"Halifax County",-,"103 - Republican Grove",302,325,3,0,630
"Halifax County",-,"201 - Clays Mill",148,312,3,0,463
"Halifax County",-,"202 - Crossroads",182,248,5,0,435
"Halifax County",-,"203 - Clover",334,317,4,0,655
"Halifax County",-,"302 - Meadville",190,81,2,0,273
"Halifax County",-,"304 - Vernon Hill",159,305,2,0,466
"Halifax County",-,"305 - Sinai",521,301,8,1,831
"Halifax County",-,"401 - Courthouse",404,376,11,1,792
"Halifax County",-,"403 - Center",236,499,9,0,744
"Halifax County",-,"502 - Dan River",408,650,17,0,"1,075"
"Halifax County",-,"503 - Scottsburg",126,402,2,0,530
"Halifax County",-,"601 - Black Walnut",203,419,6,1,629
"Halifax County",-,"603 - Mt Carmel",429,493,8,0,930
"Halifax County",-,"605 - Union",94,177,1,0,272
"Halifax County",-,"701 - Hyco",239,662,3,0,904
"Halifax County",-,"702 - Midway",104,478,10,0,592
"Halifax County",-,"703 - Virgilina",101,296,3,1,401
"Halifax County",-,"801 - South Boston",833,335,7,1,"1,176"
"Halifax County",-,"Ab - Central Absentee Precinct",484,482,9,2,977
"Halifax County",-,Provisional,2,2,0,0,4
"Hampton City",-,"101 - Aberdeen (CD 3)","1,253",170,12,2,"1,437"
"Hampton City",-,"102 - Bassette (CD 3)","1,456",70,5,3,"1,534"
"Hampton City",-,"103 - City Hall (CD 3)",798,122,11,0,931
"Hampton City",-,"104 - Cooper (CD 3)","2,001",228,23,3,"2,255"
"Hampton City",-,"105 - East Hampton (CD 3)","1,477",173,15,2,"1,667"
"Hampton City",-,"106 - Armstrong (CD 3)","1,178",485,16,2,"1,681"
"Hampton City",-,"107 - Lindsay (CD 3)","1,280",213,11,1,"1,505"
"Hampton City",-,"108 - Thomas (CD 3)","1,654",193,18,0,"1,865"
"Hampton City",-,"109 - Phenix (CD 3)","1,676",86,10,4,"1,776"
"Hampton City",-,"110 - Phoebus (CD 2)",310,144,8,0,462
"Hampton City",-,"111 - Hampton Library (CD 3)",378,232,15,1,626
"Hampton City",-,"112 - Smith (CD 3)","1,511",447,36,7,"2,001"
"Hampton City",-,"115 - Wythe (CD 3)",591,358,17,2,968
"Hampton City",-,"116 - Jones (CD 3)",596,142,16,1,755
"Hampton City",-,"117 - Kecoughtan (CD 3)","1,006",254,15,3,"1,278"
"Hampton City",-,"118 - Mallory (CD 3)","1,708",161,16,5,"1,890"
"Hampton City",-,"201 - Booker (CD 2)",995,808,35,2,"1,840"
"Hampton City",-,"202 - Bryan (CD 2)","1,100",678,33,7,"1,818"
"Hampton City",-,"203 - Burbank (CD 2)",837,421,30,1,"1,289"
"Hampton City",-,"204 - Forrest (CD 3)","1,058",396,10,3,"1,467"
"Hampton City",-,"205 - Asbury (CD 2)","1,132","1,409",44,0,"2,585"
"Hampton City",-,"208 - Kraft (CD 3)","1,626",817,35,2,"2,480"
"Hampton City",-,"209 - Langley (CD 2)",931,564,32,1,"1,528"
"Hampton City",-,"210 - Machen (CD 3)","1,873",490,26,1,"2,390"
"Hampton City",-,"212 - Bethel (CD 3)","1,987",520,33,3,"2,543"
"Hampton City",-,"213 - Phillips (CD 2)","1,328","1,051",40,5,"2,424"
"Hampton City",-,"214 - Tucker Capps (CD 3)","1,331",632,27,1,"1,991"
"Hampton City",-,"215 - Tyler (CD 2)",35,9,1,0,45
"Hampton City",-,"215 - Tyler (CD 3)",340,59,10,5,414
"Hampton City",-,"216 - Sandy Bottom (CD 3)",829,337,13,3,"1,182"
"Hampton City",-,"217 - Syms (CD 3)",445,384,8,1,838
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",468,270,12,0,750
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","1,820",363,17,1,"2,201"
"Hampton City",-,"Provisional (CD 2)",20,3,0,0,23
"Hampton City",-,"Provisional (CD 3)",50,7,1,0,58
"Hanover County",-,"101 - Ashland",721,479,23,1,"1,224"
"Hanover County",-,"104 - Sliding Hill",694,704,31,2,"1,431"
