County/City,Ward,Pct,"Mark Rankin Herring","John Donley Adams","All Others","Total Votes Cast"
,,,Democratic,Republican
"Warren County",-,"201 - Happy Creek",372,730,0,"1,102"
"Warren County",-,"202 - Linden",399,675,4,"1,078"
"Warren County",-,"301 - North River",312,436,1,749
"Warren County",-,"302 - Riverton",295,668,0,963
"Warren County",-,"401 - East Shenandoah",399,953,4,"1,356"
"Warren County",-,"402 - Town - West Shenandoah",237,456,1,694
"Warren County",-,"501 - South River",443,676,1,"1,120"
"Warren County",-,"502 - Bentonville",128,327,0,455
"Warren County",-,"504 - Browntown",140,248,0,388
"Warren County",-,"Ab - Central Absentee Precinct",224,284,0,508
"Warren County",-,Provisional,0,3,0,3
"Washington County",-,"101 - East Abingdon",488,890,0,"1,378"
"Washington County",-,"102 - West Abingdon",263,486,2,751
"Washington County",-,"201 - Clinchburg",86,366,0,452
"Washington County",-,"202 - Greendale",130,600,1,731
"Washington County",-,"203 - Hayters Gap",49,246,0,295
"Washington County",-,"204 Woodland Hills",178,598,0,776
"Washington County",-,"301 - Watauga",308,985,1,"1,294"
"Washington County",-,"302 - South Abingdon",415,798,1,"1,214"
"Washington County",-,"401 - Glade Spring",190,651,2,843
"Washington County",-,"402 - Meadowview",267,799,2,"1,068"
"Washington County",-,"501 - Rhea Valley",241,"1,120",1,"1,362"
"Washington County",-,"502 - Damascus",234,466,0,700
"Washington County",-,"504 - Green Cove",22,88,0,110
"Washington County",-,"601 - Burson Place",145,887,0,"1,032"
"Washington County",-,"602 - Mendota",32,179,0,211
"Washington County",-,"603 - Valley Institute",145,640,0,785
"Washington County",-,"701 - High Point",145,763,2,910
"Washington County",-,"702 - Wallace",88,371,0,459
"Washington County",-,"703 - John Battle",195,842,1,"1,038"
"Washington County",-,"Ab - Central Absentee Precinct",315,557,1,873
"Washington County",-,Provisional,1,2,0,3
"Waynesboro City",-,"1 - Ward A",383,378,1,762
"Waynesboro City",-,"2 - Ward B",770,875,0,"1,645"
"Waynesboro City",-,"3 - Ward C",508,614,1,"1,123"
"Waynesboro City",-,"4 - Ward D",845,"1,215",1,"2,061"
"Waynesboro City",-,"Ab - Central Absentee Precinct",109,129,1,239
"Waynesboro City",-,Provisional,0,0,0,0
"Westmoreland County",-,"101 - Precinct 1-1",394,215,1,610
"Westmoreland County",-,"102 - Precinct 1-2",196,175,1,372
"Westmoreland County",-,"201 - Precinct 2-1",366,378,0,744
"Westmoreland County",-,"202 - Precinct 2-2",149,233,0,382
"Westmoreland County",-,"301 - Precinct 3-1",249,291,0,540
"Westmoreland County",-,"302 - Precinct 3-2",193,203,0,396
"Westmoreland County",-,"401 - Precinct 4-1",270,606,2,878
"Westmoreland County",-,"501 - Precinct 5-1",408,546,0,954
"Westmoreland County",-,"Ab - Central Absentee Precinct",202,231,0,433
"Westmoreland County",-,Provisional,0,1,0,1
"Williamsburg City",-,"1 - Stryker","1,665",721,1,"2,387"
"Williamsburg City",-,"2 - Matoaka","1,758",660,2,"2,420"
"Williamsburg City",-,"Ab - Central Absentee Precinct",265,164,1,430
"Williamsburg City",-,Provisional,1,4,0,5
"Winchester City",-,"101 - Merrimans",851,715,1,"1,567"
"Winchester City",-,"102 - Old Town",574,530,1,"1,105"
"Winchester City",-,"201 - Virginia Avenue",604,325,1,930
"Winchester City",-,"301 - War Memorial",517,465,1,983
"Winchester City",-,"401 - Frederick Douglass",249,208,0,457
"Winchester City",-,"402 - Rolling Hills",496,577,2,"1,075"
"Winchester City",-,"Ab - Central Absentee Precinct",249,219,0,468
"Winchester City",-,Provisional,3,0,0,3
"Wise County",-,"101 - Appalachia",115,338,1,454
"Wise County",-,"102 - Dorchester",76,249,0,325
"Wise County",-,"103 - Guest River Voting Place",51,254,0,305
"Wise County",-,"104 - West Pound",195,682,2,879
"Wise County",-,"201 - North Coeburn",86,356,1,443
"Wise County",-,"202 - Wise",328,967,2,"1,297"
"Wise County",-,"203 - East Pound",32,168,0,200
"Wise County",-,"301 - Big Stone Gap",273,737,1,"1,011"
"Wise County",-,"302 - East Stone Gap",204,898,1,"1,103"
"Wise County",-,"401 - Clinch Valley",172,696,0,868
"Wise County",-,"402 - South Coeburn",131,749,1,881
"Wise County",-,"403 - St Paul",81,230,0,311
"Wise County",-,"Ab - Central Absentee Precinct",141,282,0,423
"Wise County",-,Provisional,1,1,0,2
"Wythe County",-,"101 - Royal Oak",48,270,0,318
"Wythe County",-,"102 - Rural Retreat",241,896,0,"1,137"
"Wythe County",-,"203 - West Wytheville",435,867,2,"1,304"
"Wythe County",-,"303 - East Wytheville",507,957,0,"1,464"
"Wythe County",-,"401 - Fort Chiswell",139,573,2,714
"Wythe County",-,"402 - Max Meadows",161,533,1,695
"Wythe County",-,"501 - Jackson Memorial",94,360,1,455
"Wythe County",-,"502 - Sheffey",116,571,2,689
"Wythe County",-,"601 - Huddle",60,266,1,327
"Wythe County",-,"602 - Zion",125,450,2,577
"Wythe County",-,"603 Evergreen",97,318,0,415
"Wythe County",-,"Ab - Central Absentee Precinct",120,218,0,338
"Wythe County",-,Provisional,3,1,0,4
"York County",-,"101 - Queens Lake",646,671,1,"1,318"
"York County",-,"102 - Waller Mill",723,827,3,"1,553"
"York County",-,"103 - Magruder","1,134",607,4,"1,745"
"York County",-,"201 - Coventry",908,"1,135",5,"2,048"
"York County",-,"202 - Kiln Creek",500,577,3,"1,080"
"York County",-,"301 - Seaford",524,"1,522",3,"2,049"
"York County",-,"302 - Yorktown",613,929,1,"1,543"
"York County",-,"303 - Edgehill",750,753,0,"1,503"
"York County",-,"401 - Harwoods Mill",647,"1,290",4,"1,941"
"York County",-,"402 - Dare",590,"1,270",3,"1,863"
"York County",-,"403 - Grafton",369,569,0,938
"York County",-,"501 - Tabb",803,"1,358",3,"2,164"
"York County",-,"502 - Bethel",888,"1,033",4,"1,925"
"York County",-,"Ab - Central Absentee Precinct",602,695,2,"1,299"
"York County",-,Provisional,3,10,1,14
TOTALS,,,"1,385,390","1,209,540","2,614","2,597,544"
