County/City,Ward,Pct,"Robert F. McDonnell","Robert Creigh Deeds","All Others","Total Votes Cast"
"Fairfax County",-,"513 - Saint Albans (CD 11)",463,593,1,"1,057"
"Fairfax County",-,"515 - Westlawn (CD 8)",234,287,0,521
"Fairfax County",-,"516 - Weyanoke (CD 8)",271,422,1,694
"Fairfax County",-,"517 - Willston (CD 8)",243,308,2,553
"Fairfax County",-,"518 - Columbia (CD 11)",462,474,5,941
"Fairfax County",-,"519 - Hummer (CD 11)",367,355,1,723
"Fairfax County",-,"520 - Skyline (CD 8)",328,733,3,"1,064"
"Fairfax County",-,"521 - Brook Hill (CD 11)",443,348,2,793
"Fairfax County",-,"522 - Camelot (CD 11)",402,330,0,732
"Fairfax County",-,"523 - Poe (CD 11)",458,550,0,"1,008"
"Fairfax County",-,"524 - Whittier (CD 8)",262,303,0,565
"Fairfax County",-,"525 - Walnut Hill #1 (CD 8)",175,147,0,322
"Fairfax County",-,"526 - Bren Mar (CD 8)",435,597,1,"1,033"
"Fairfax County",-,"527 - Edsall (CD 8)",291,303,0,594
"Fairfax County",-,"528 - Ridgelea (CD 11)",327,264,1,592
"Fairfax County",-,"529 - Glen Forest #2 (CD 8)",237,312,1,550
"Fairfax County",-,"530 - Holmes #2 (CD 11)",218,388,1,607
"Fairfax County",-,"531 - Leewood (CD 11)",167,201,1,369
"Fairfax County",-,"601 - Belle Haven (CD 8)",560,491,2,"1,053"
"Fairfax County",-,"602 - Belleview (CD 8)",420,555,1,976
"Fairfax County",-,"604 - Bucknell (CD 8)",447,791,2,"1,240"
"Fairfax County",-,"605 - Fort Hunt (CD 11)",645,499,1,"1,145"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",486,521,2,"1,009"
"Fairfax County",-,"607 - Huntington (CD 8)",520,749,3,"1,272"
"Fairfax County",-,"608 - Kirkside (CD 8)",356,629,3,988
"Fairfax County",-,"609 - Marlan (CD 8)",532,542,1,"1,075"
"Fairfax County",-,"610 - Sherwood (CD 8)",564,678,1,"1,243"
"Fairfax County",-,"611 - Stratford (CD 11)",910,870,6,"1,786"
"Fairfax County",-,"612 - Waynewood (CD 11)",450,339,0,789
"Fairfax County",-,"613 - Westgate (CD 11)","1,044",581,1,"1,626"
"Fairfax County",-,"614 - Whitman (CD 11)",624,441,3,"1,068"
"Fairfax County",-,"615 - Woodley (CD 11)",574,506,0,"1,080"
"Fairfax County",-,"616 - Gunston (CD 11)",652,404,1,"1,057"
"Fairfax County",-,"617 - Lorton (CD 11)",169,444,0,613
"Fairfax County",-,"618 - Newington (CD 11)",911,861,3,"1,775"
"Fairfax County",-,"619 - Belvoir (CD 8)",422,414,0,836
"Fairfax County",-,"621 - Grosvenor (CD 8)",176,266,0,442
"Fairfax County",-,"622 - Lorton Station (CD 11)",349,586,3,938
"Fairfax County",-,"623 - Alban (CD 11)",260,189,0,449
"Fairfax County",-,"624 - Hunt (CD 11)",903,665,2,"1,570"
"Fairfax County",-,"625 - Lorton Center (CD 11)",361,327,1,689
"Fairfax County",-,"626 - Saratoga (CD 11)","1,008",996,5,"2,009"
"Fairfax County",-,"627 - Woodlawn (CD 8)",419,769,5,"1,193"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",429,503,1,933
"Fairfax County",-,"629 - South County (CD 11)",623,437,2,"1,062"
"Fairfax County",-,"701 - Blake (CD 11)",725,825,4,"1,554"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",245,401,3,649
"Fairfax County",-,"704 - Freedom Hill (CD 11)",454,430,0,884
"Fairfax County",-,"705 - Graham (CD 8)",177,275,1,453
"Fairfax County",-,"706 - Greenway (CD 8)",307,457,1,765
"Fairfax County",-,"707 - Mantua (CD 11)",538,554,0,"1,092"
"Fairfax County",-,"708 - Marshall (CD 8)",617,961,4,"1,582"
"Fairfax County",-,"709 - Mosby (CD 11)",655,844,2,"1,501"
"Fairfax County",-,"710 - Pine Spring (CD 8)",335,523,5,863
"Fairfax County",-,"711 - Price (CD 11)",405,461,0,866
"Fairfax County",-,"712 - Shreve (CD 8)",319,413,1,733
"Fairfax County",-,"713 - Timber Lane (CD 8)",408,626,1,"1,035"
"Fairfax County",-,"714 - Walker (CD 11)",595,600,0,"1,195"
"Fairfax County",-,"717 - Woodburn (CD 8)",313,439,2,754
"Fairfax County",-,"718 - Pine Ridge (CD 11)",379,379,1,759
"Fairfax County",-,"719 - Stenwood (CD 11)",252,221,3,476
"Fairfax County",-,"720 - Thoreau (CD 11)",394,436,0,830
"Fairfax County",-,"721 - Merrifield (CD 11)",403,486,1,890
"Fairfax County",-,"726 - Magarity (CD 8)",519,626,3,"1,148"
"Fairfax County",-,"727 - Oakton (CD 11)",710,545,0,"1,255"
"Fairfax County",-,"728 - Walnut Hill #2 (CD 8)",193,206,0,399
"Fairfax County",-,"729 - Nottoway (CD 11)",751,789,1,"1,541"
"Fairfax County",-,"730 - Penderbrook (CD 11)",635,509,1,"1,145"
"Fairfax County",-,"731 - Tysons (CD 8)",361,408,3,772
"Fairfax County",-,"732 - Oak Marr (CD 11)",891,694,0,"1,585"
"Fairfax County",-,"733 - Kilmer (CD 11)",637,751,0,"1,388"
"Fairfax County",-,"801 - Burke (CD 11)",754,794,7,"1,555"
"Fairfax County",-,"803 - Clifton (CD 11)","1,304",629,3,"1,936"
"Fairfax County",-,"805 - Fairfax Station (CD 11)","1,064",555,2,"1,621"
"Fairfax County",-,"811 - Pohick (CD 11)",763,686,1,"1,450"
"Fairfax County",-,"812 - Valley (CD 11)",647,555,1,"1,203"
"Fairfax County",-,"815 - Woodyard (CD 11)",724,384,0,"1,108"
"Fairfax County",-,"824 - Orange (CD 11)","1,094",696,2,"1,792"
"Fairfax County",-,"825 - Cherry Run (CD 11)",733,525,3,"1,261"
"Fairfax County",-,"827 - Irving (CD 11)",725,567,2,"1,294"
"Fairfax County",-,"833 - White Oaks (CD 11)",616,520,3,"1,139"
"Fairfax County",-,"838 - Sangster (CD 11)",637,410,1,"1,048"
"Fairfax County",-,"839 - Silverbrook (CD 11)",996,588,1,"1,585"
"Fairfax County",-,"840 - West Springfield (CD 11)",742,562,1,"1,305"
"Fairfax County",-,"841 - Popes Head (CD 11)","1,042",504,0,"1,546"
"Fairfax County",-,"842 - Parkway (CD 11)",660,406,0,"1,066"
"Fairfax County",-,"843 - Fair Lakes (CD 10)",604,495,4,"1,103"
"Fairfax County",-,"844 - Centerpointe (CD 10)",531,532,0,"1,063"
"Fairfax County",-,"845 - Fountainhead (CD 11)","1,192",589,2,"1,783"
"Fairfax County",-,"846 - Greenbriar East (CD 10)",533,453,1,987
"Fairfax County",-,"847 - Greenbriar West (CD 10)",579,383,4,966
"Fairfax County",-,"848 - Fair Oaks (CD 11)",208,229,0,437
"Fairfax County",-,"849 - Newgate North (CD 11)",451,247,1,699
"Fairfax County",-,"850 - South Run (CD 11)",433,260,2,695
"Fairfax County",-,"851 - Willow Springs (CD 11)",915,646,3,"1,564"
"Fairfax County",-,"852 - Monument (CD 11)",462,462,1,925
"Fairfax County",-,"853 - Eagle View (CD 11)",607,488,0,"1,095"
"Fairfax County",-,"854 - Newgate South (CD 11)",902,379,2,"1,283"
"Fairfax County",-,"901 - Centre Ridge (CD 10)",498,438,1,937
"Fairfax County",-,"902 - Brookfield (CD 10)",636,556,1,"1,193"
"Fairfax County",-,"903 - Cub Run (CD 10)",862,633,7,"1,502"
"Fairfax County",-,"904 - Dulles (CD 10)",425,254,2,681
"Fairfax County",-,"905 - Franklin (CD 10)",753,599,3,"1,355"
"Fairfax County",-,"908 - Kinross (CD 10)","1,183",790,3,"1,976"
"Fairfax County",-,"910 - London Towne East (CD 10)",268,251,1,520
"Fairfax County",-,"911 - Navy (CD 10)",750,541,2,"1,293"
"Fairfax County",-,"913 - Rocky Run (CD 10)",980,656,1,"1,637"
"Fairfax County",-,"914 - Vale (CD 11)",912,646,0,"1,558"
"Fairfax County",-,"915 - Virginia Run (CD 10)",820,361,0,"1,181"
"Fairfax County",-,"916 - Waples Mill (CD 11)","1,183",838,1,"2,022"
"Fairfax County",-,"917 - Stone (CD 10)",658,529,2,"1,189"
"Fairfax County",-,"918 - Centreville (CD 11)",663,563,9,"1,235"
"Fairfax County",-,"919 - Green Trails (CD 11)",752,578,4,"1,334"
"Fairfax County",-,"920 - Lees Corner East (CD 10)",513,398,0,911
"Fairfax County",-,"921 - Deer Park (CD 10)",861,452,3,"1,316"
"Fairfax County",-,"923 - Bull Run (CD 10)",641,265,0,906
"Fairfax County",-,"924 - London Towne West (CD 10)",298,418,0,716
"Fairfax County",-,"925 - Old Mill (CD 10)",376,300,1,677
"Fairfax County",-,"926 - Powell (CD 11)",485,441,1,927
"Fairfax County",-,"927 - Lees Corner West (CD 10)",765,601,3,"1,369"
"Fairfax County",-,"928 - Poplar Tree (CD 10)",717,457,1,"1,175"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","2,719","2,281",4,"5,004"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","5,087","4,090",15,"9,192"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","2,315","2,784",11,"5,110"
"Fairfax County",-,"Provisional Votes (CD 10)",17,18,0,35
"Fairfax County",-,"Provisional Votes (CD 11)",28,27,0,55
"Fairfax County",-,"Provisional Votes (CD 8)",23,27,0,50
"Fairfax City",-,"1 - One (CD 11)",391,402,1,794
"Fairfax City",-,"2 - Two (CD 11)",531,410,1,942
"Fairfax City",-,"3 - Three (CD 11)",668,581,1,"1,250"
"Fairfax City",-,"4 - Four (CD 11)",543,522,2,"1,067"
"Fairfax City",-,"5 - Five (CD 11)",452,405,1,858
"Fairfax City",-,"6 - Six (CD 11)",441,392,0,833
"Fairfax City",-,"Ab - Central Absentee Precinct (CD 11)",257,195,1,453
"Fairfax City",-,"Provisional Votes (CD 11)",2,2,0,4
"Falls Church City",-,"1 - First Ward (CD 8)",330,661,1,992
"Falls Church City",-,"2 - Second Ward (CD 8)",219,390,1,610
"Falls Church City",-,"3 - Third Ward (CD 8)",251,373,1,625
"Falls Church City",-,"4 - Fourth Ward (CD 8)",290,503,1,794
"Falls Church City",-,"5 - Fifth Ward (CD 8)",250,401,2,653
"Falls Church City",-,"Ab - Central Absentee Precinct (CD 8)",119,367,0,486
"Falls Church City",-,"Provisional Votes (CD 8)",4,23,0,27
"Fauquier County",-,"101 - Kettle Run (CD 1)",561,184,0,745
"Fauquier County",-,"102 - Catlett (CD 1)",767,236,1,"1,004"
"Fauquier County",-,"103 - Casanova (CD 1)",283,193,1,477
"Fauquier County",-,"104 - Lois (CD 1)",320,87,1,408
"Fauquier County",-,"105 - Opal (CD 1)",378,104,0,482
"Fauquier County",-,"201 - Courthouse (CD 10)",624,383,1,"1,008"
"Fauquier County",-,"202 - Airlie (CD 10)",535,233,0,768
"Fauquier County",-,"203 - Baldwin Ridge (CD 1)",626,249,2,877
"Fauquier County",-,"203 - Baldwin Ridge (CD 10)",132,56,0,188
"Fauquier County",-,"204 - Warrenton (CD 10)",587,345,1,933
"Fauquier County",-,"301 - Morrisville (CD 1)",500,158,2,660
"Fauquier County",-,"302 - Remington (CD 1)",677,288,0,965
"Fauquier County",-,"303 - Bealeton (CD 1)",574,228,0,802
"Fauquier County",-,"401 - Marshall (CD 10)",708,365,1,"1,074"
"Fauquier County",-,"402 - Leeds (CD 10)",587,440,4,"1,031"
"Fauquier County",-,"403 - Waterloo (CD 1)","1,209",571,2,"1,782"
"Fauquier County",-,"501 - The Plains (CD 10)",538,407,0,945
"Fauquier County",-,"502 - New Baltimore (CD 10)","1,395",471,4,"1,870"
"Fauquier County",-,"503 - Broad Run (CD 10)",722,291,2,"1,015"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",274,120,0,394
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 10)",311,156,1,468
"Fauquier County",-,"Provisional Votes (CD 1)",0,1,0,1
"Fauquier County",-,"Provisional Votes (CD 10)",1,0,0,1
"Floyd County",-,"101 - Locust Grove (CD 9)",515,285,1,801
"Floyd County",-,"201 - Little River (CD 9)",574,359,1,934
"Floyd County",-,"301 - Courthouse (CD 9)",564,372,0,936
"Floyd County",-,"401 - Burks Fork (CD 9)",562,226,3,791
"Floyd County",-,"501 - Indian Valley (CD 9)",591,189,1,781
"Floyd County",-,"Ab - Central Absentee Precinct (CD 9)",145,98,1,244
"Floyd County",-,"Provisional Votes (CD 9)",0,0,0,0
"Fluvanna County",-,"101 - Palmyra (CD 5)",524,267,1,792
"Fluvanna County",-,"201 - Columbia (CD 5)",585,423,2,"1,010"
"Fluvanna County",-,"301 - Fork Union (CD 5)",429,363,4,796
"Fluvanna County",-,"401 - Cunningham (CD 5)",899,337,0,"1,236"
"Fluvanna County",-,"501 - Rivanna (CD 5)","1,254",726,3,"1,983"
"Fluvanna County",-,"502 - Rivanna 2 (CD 5)",876,525,0,"1,401"
"Fluvanna County",-,"Ab - Central Absentee Precinct (CD 5)",281,150,0,431
"Fluvanna County",-,"Provisional Votes (CD 5)",2,0,0,2
"Franklin County",-,"102 - Burnt Chimney (CD 5)",965,339,1,"1,305"
"Franklin County",-,"103 - Scruggs (CD 5)","1,381",431,0,"1,812"
"Franklin County",-,"201 - Glade Hill (CD 5)",571,236,0,807
"Franklin County",-,"202 - Penhook (CD 5)",566,207,0,773
"Franklin County",-,"203 - Hodgesville (CD 5)",118,73,0,191
"Franklin County",-,"204 - Dudley (CD 5)",330,116,0,446
"Franklin County",-,"301 - Snow Creek (CD 5)",251,162,0,413
"Franklin County",-,"302 - Fork Mountain (CD 5)",238,132,0,370
"Franklin County",-,"303 - Sontag (CD 5)",302,312,0,614
"Franklin County",-,"304 - Dickinson (CD 5)",154,156,0,310
"Franklin County",-,"401 - Henry (CD 5)",416,115,1,532
"Franklin County",-,"402 - Ferrum (CD 5)",309,142,0,451
"Franklin County",-,"403 - Endicott (CD 5)",287,112,0,399
"Franklin County",-,"501 - Waidsboro (CD 5)",276,113,0,389
"Franklin County",-,"502 - Callaway (CD 5)",484,187,1,672
"Franklin County",-,"503 - Bowmans (CD 5)",289,131,0,420
"Franklin County",-,"504 - Gogginsville (CD 5)",390,161,0,551
"Franklin County",-,"601 - Boones Mill (CD 5)",600,213,0,813
"Franklin County",-,"602 - Bonbrook (CD 5)",476,200,4,680
"Franklin County",-,"603 - Coopers Cove (CD 5)",418,148,0,566
"Franklin County",-,"701 - Rocky Mount East (CD 5)",422,298,2,722
"Franklin County",-,"702 - Rocky Mount West (CD 5)",319,280,2,601
"Franklin County",-,"703 - Rocky Mount South (CD 5)",289,212,0,501
"Franklin County",-,"Ab - Central Absentee Precinct (CD 5)",429,180,1,610
"Franklin County",-,"Provisional Votes (CD 5)",3,0,0,3
"Franklin City",-,"101 - Precinct 1-1 (CD 4)",335,133,0,468
"Franklin City",-,"201 - Precinct 2-1 (CD 4)",339,170,0,509
"Franklin City",-,"301 - Precinct 3-1 (CD 4)",22,272,0,294
"Franklin City",-,"401 - Precinct 4-1 (CD 4)",31,245,1,277
"Franklin City",-,"501 - Precinct 5-1 (CD 4)",10,216,0,226
"Franklin City",-,"601 - Precinct 6-1 (CD 4)",225,144,0,369
"Franklin City",-,"Ab - Central Absentee Precinct (CD 4)",51,36,0,87
"Franklin City",-,"Provisional Votes (CD 4)",0,0,0,0
"Frederick County",-,"101 - Russells (CD 10)",673,152,0,825
"Frederick County",-,"102 - Gore (CD 10)",633,199,0,832
"Frederick County",-,"103 - Kernstown (CD 10)",744,251,4,999
"Frederick County",-,"104 - Cedar Creek (CD 10)",409,158,0,567
"Frederick County",-,"201 - Gainesborough (CD 10)",426,88,0,514
"Frederick County",-,"202 - Albin (CD 10)",886,266,0,"1,152"
"Frederick County",-,"203 - Redland (CD 10)",837,258,2,"1,097"
"Frederick County",-,"301 - Clear Brook (CD 10)",402,127,1,530
"Frederick County",-,"302 - Neffs Town (CD 10)",480,176,0,656
"Frederick County",-,"303 - White Hall (CD 10)",951,330,4,"1,285"
"Frederick County",-,"401 - Carpers Valley (CD 10)",707,274,2,983
"Frederick County",-,"402 - Shenandoah (CD 10)",376,122,1,499
"Frederick County",-,"403 - Parkins Mill (CD 10)","1,374",472,1,"1,847"
"Frederick County",-,"501 - Stephens City (CD 10)",658,232,0,890
"Frederick County",-,"502 - Newtown (CD 10)",656,215,2,873
"Frederick County",-,"503 - Canterburg (CD 10)",689,249,2,940
"Frederick County",-,"601 - Millbrook (CD 10)",503,171,0,674
"Frederick County",-,"602 - Ash Hollow (CD 10)",527,216,3,746
"Frederick County",-,"603 - Greenwood (CD 10)",850,337,1,"1,188"
"Frederick County",-,"Ab - Central Absentee Precinct (CD 10)",493,163,2,658
"Frederick County",-,"Provisional Votes (CD 10)",0,0,0,0
"Fredericksburg City",-,"101 - Precinct 1 - District One (CD 1)",694,509,0,"1,203"
"Fredericksburg City",-,"201 - Precinct 1 - District Two (CD 1)",476,556,4,"1,036"
"Fredericksburg City",-,"301 - Precinct 1 - District Three (CD 1)",635,501,2,"1,138"
"Fredericksburg City",-,"401 - Precinct 1 - District Four (CD 1)",152,434,0,586
"Fredericksburg City",-,"402 - Precinct 2 - District Four (CD 1)",109,134,3,246
"Fredericksburg City",-,"Ab - Central Absentee Precinct (CD 1)",157,175,1,333
"Fredericksburg City",-,"Provisional Votes (CD 1)",8,9,0,17
"Galax City",-,"1 - East (CD 9)",321,201,0,522
"Galax City",-,"2 - North (CD 9)",261,129,1,391
"Galax City",-,"3 - South (CD 9)",191,134,2,327
"Galax City",-,"Ab - Central Absentee Precinct (CD 9)",45,26,0,71
"Galax City",-,"Provisional Votes (CD 9)",0,0,0,0
"Giles County",-,"101 - Glen Lyn (CD 9)",50,19,0,69
"Giles County",-,"102 - Rich Creek (CD 9)",196,61,0,257
"Giles County",-,"103 - Narrows (CD 9)",557,316,1,874
"Giles County",-,"201 - Pearisburg (CD 9)",802,380,2,"1,184"
"Giles County",-,"202 - Staffordsville (CD 9)",153,77,0,230
"Giles County",-,"203 - White Gate (CD 9)",97,37,0,134
"Giles County",-,"301 - Eggleston (CD 9)",214,151,1,366
"Giles County",-,"302 - Pembroke (CD 9)",468,323,0,791
"Giles County",-,"303 - Newport (CD 9)",284,244,0,528
"Giles County",-,"Ab - Central Absentee Precinct (CD 9)",94,75,0,169
"Giles County",-,"Provisional Votes (CD 9)",1,0,0,1
"Gloucester County",-,"101 - Harcum (CD 1)",593,196,1,790
"Gloucester County",-,"102 - Salem (CD 1)",457,179,0,636
"Gloucester County",-,"103 - Bethel (CD 1)",543,169,1,713
"Gloucester County",-,"201 - Courthouse (CD 1)",734,314,1,"1,049"
"Gloucester County",-,"202 - Botetourt (CD 1)",836,327,2,"1,165"
"Gloucester County",-,"301 - White Marsh (CD 1)",940,372,1,"1,313"
"Gloucester County",-,"302 - Roanes (CD 1)",707,285,2,994
"Gloucester County",-,"401 - Hayes (CD 1)",863,366,3,"1,232"
"Gloucester County",-,"402 - Sarah's Creek (CD 1)",496,210,2,708
"Gloucester County",-,"501 - Achilles (CD 1)","1,026",317,0,"1,343"
"Gloucester County",-,"502 - Timberneck (CD 1)",588,237,2,827
"Gloucester County",-,"Ab - Central Absentee Precinct (CD 1)",343,158,1,502
"Gloucester County",-,"Provisional Votes (CD 1)",0,0,0,0
"Goochland County",-,"101 - Fife (CD 7)",335,200,1,536
"Goochland County",-,"102 - Hadensville (CD 7)",516,247,4,767
"Goochland County",-,"201 - Three Square (CD 7)",164,139,0,303
"Goochland County",-,"202 - Sandy Hook (CD 7)",752,442,1,"1,195"
"Goochland County",-,"301 - Goochland Court House (CD 7)",742,374,2,"1,118"
"Goochland County",-,"401 - Crozier (CD 7)",156,86,0,242
"Goochland County",-,"402 - Centerville (CD 7)","1,136",342,1,"1,479"
"Goochland County",-,"501 - Manakin (CD 7)","1,693",483,1,"2,177"
"Goochland County",-,"Ab - Central Absentee Precinct (CD 7)",343,88,0,431
"Goochland County",-,"Provisional Votes (CD 7)",0,0,0,0
"Grayson County",-,"101 - Bridle Creek (CD 9)",102,78,0,180
"Grayson County",-,"102 - Flatridge (CD 9)",89,34,0,123
"Grayson County",-,"103 - Grant (CD 9)",135,77,0,212
"Grayson County",-,"104 - Mouth Of Wilson (CD 9)",100,46,0,146
"Grayson County",-,"105 - Mount Rogers (CD 9)",124,44,0,168
"Grayson County",-,"106 - Rugby (CD 9)",108,37,0,145
"Grayson County",-,"107 - Troutdale (CD 9)",60,18,0,78
"Grayson County",-,"201 - Comers Rock (CD 9)",110,44,0,154
"Grayson County",-,"202 - Elk Creek (CD 9)",196,71,0,267
"Grayson County",-,"203 - Independence (CD 9)",536,249,0,785
"Grayson County",-,"301 - Baywood (CD 9)",272,120,0,392
"Grayson County",-,"302 - Fairview (CD 9)",457,140,0,597
"Grayson County",-,"401 - Fries (CD 9)",148,73,0,221
"Grayson County",-,"402 - Providence (CD 9)",331,101,0,432
"Grayson County",-,"403 - Oldtown (CD 9)",122,50,0,172
"Grayson County",-,"Ab - Central Absentee Precinct (CD 9)",136,97,0,233
"Grayson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Greene County",-,"101 - Dyke (CD 5)",370,131,1,502
"Greene County",-,"102 - Swift Run (CD 5)",594,238,0,832
"Greene County",-,"201 - Ruckersville (CD 5)","1,308",505,2,"1,815"
"Greene County",-,"301 - Stanardsville (CD 5)","1,055",373,1,"1,429"
"Greene County",-,"Ab - Central Absentee Precinct (CD 5)",187,79,1,267
"Greene County",-,"Provisional Votes (CD 5)",0,0,0,0
"Greensville County",-,"101 - Precinct 1-a (CD 4)",145,181,0,326
"Greensville County",-,"102 - Precinct 1-b (CD 4)",66,56,0,122
"Greensville County",-,"103 - Precinct 1-c (CD 4)",67,125,0,192
"Greensville County",-,"201 - Precinct 2-a (CD 4)",106,212,0,318
"Greensville County",-,"202 - Precinct 2-b (CD 4)",245,149,0,394
"Greensville County",-,"302 - Precinct 3-a (CD 4)",308,372,0,680
"Greensville County",-,"401 - Precinct 4-a (CD 4)",141,66,0,207
"Greensville County",-,"402 - Precinct 4-b (CD 4)",128,181,0,309
"Greensville County",-,"403 - Precinct 4-c (CD 4)",77,84,0,161
"Greensville County",-,"Provisional Votes (CD 4)",0,0,0,0
"Halifax County",-,"101 - Childrey (CD 5)",236,186,0,422
"Halifax County",-,"102 - Liberty (CD 5)",123,77,0,200
"Halifax County",-,"103 - Republican Grove (CD 5)",208,172,1,381
"Halifax County",-,"201 - Clays Mill (CD 5)",225,75,0,300
"Halifax County",-,"202 - Crossroads (CD 5)",200,127,1,328
"Halifax County",-,"203 - Clover (CD 5)",228,217,2,447
"Halifax County",-,"302 - Meadville (CD 5)",57,145,0,202
"Halifax County",-,"304 - Vernon Hill (CD 5)",215,106,1,322
"Halifax County",-,"305 - Sinai (CD 5)",224,282,1,507
"Halifax County",-,"401 - Courthouse (CD 5)",296,266,0,562
"Halifax County",-,"403 - Center (CD 5)",442,142,0,584
"Halifax County",-,"502 - Dan River (CD 5)",584,194,0,778
"Halifax County",-,"503 - Scottsburg (CD 5)",252,102,0,354
"Halifax County",-,"601 - Black Walnut (CD 5)",259,124,1,384
"Halifax County",-,"603 - Mt Carmel (CD 5)",314,272,3,589
"Halifax County",-,"605 - Union (CD 5)",138,72,0,210
"Halifax County",-,"701 - Hyco (CD 5)",413,120,1,534
"Halifax County",-,"702 - Midway (CD 5)",333,65,0,398
"Halifax County",-,"703 - Virgilina (CD 5)",203,85,0,288
"Halifax County",-,"801 - South Boston East (CD 5)",199,276,4,479
"Halifax County",-,"802 - South Boston West (CD 5)",128,218,3,349
"Halifax County",-,"Ab - Central Absentee Precinct (CD 5)",176,67,1,244
"Halifax County",-,"Provisional Votes (CD 5)",0,0,0,0
"Hampton City",-,"101 - Aberdeen (CD 3)",174,755,1,930
"Hampton City",-,"102 - Bassette (CD 3)",79,907,2,988
"Hampton City",-,"103 - City Hall (CD 3)",124,491,2,617
"Hampton City",-,"104 - Cooper (CD 3)",230,773,2,"1,005"
"Hampton City",-,"105 - East Hampton (CD 3)",213,253,0,466
"Hampton City",-,"106 - Armstrong (CD 2)",557,618,1,"1,176"
"Hampton City",-,"107 - Lindsay (CD 3)",243,734,1,978
"Hampton City",-,"108 - Thomas (CD 3)",218,895,3,"1,116"
"Hampton City",-,"109 - Phenix (CD 3)",117,"1,147",2,"1,266"
"Hampton City",-,"110 - Phoebus (CD 2)",169,154,2,325
"Hampton City",-,"110 - Phoebus (CD 3)",3,10,0,13
"Hampton City",-,"111 - Hampton Library (CD 2)",252,244,1,497
"Hampton City",-,"112 - Smith (CD 3)",443,992,1,"1,436"
"Hampton City",-,"113 - Syms (CD 2)",403,247,1,651
"Hampton City",-,"115 - Wythe (CD 2)",446,383,2,831
"Hampton City",-,"116 - Jones (CD 3)",145,360,0,505
"Hampton City",-,"117 - Kecoughtan (CD 2)",285,462,2,749
"Hampton City",-,"118 - Mallory (CD 3)",210,"1,124",1,"1,335"
"Hampton City",-,"201 - Booker (CD 2)",912,531,2,"1,445"
"Hampton City",-,"202 - Bryan (CD 2)",614,477,3,"1,094"
"Hampton City",-,"203 - Burbank (CD 1)",294,243,0,537
"Hampton City",-,"203 - Burbank (CD 2)",209,173,1,383
"Hampton City",-,"204 - Forrest (CD 3)",437,471,2,910
"Hampton City",-,"205 - Asbury (CD 2)","1,412",626,2,"2,040"
"Hampton City",-,"208 - Kraft (CD 1)",902,775,0,"1,677"
"Hampton City",-,"209 - Langley (CD 2)",571,407,2,980
"Hampton City",-,"210 - Machen (CD 1)",447,914,1,"1,362"
"Hampton City",-,"212 - Bethel (CD 1)",662,"1,142",2,"1,806"
"Hampton City",-,"213 - Phillips (CD 2)","1,269",714,4,"1,987"
"Hampton City",-,"214 - Tucker Capps (CD 1)",697,597,2,"1,296"
"Hampton City",-,"215 - Tyler (CD 3)",92,195,0,287
"Hampton City",-,"216 - Sandy Bottom (CD 1)",285,435,1,721
"Hampton City",-,"Ab - Central Absentee Precinct (CD 1)",87,90,1,178
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",252,151,0,403
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",106,204,0,310
"Hampton City",-,"Provisional Votes (CD 1)",0,0,0,0
"Hampton City",-,"Provisional Votes (CD 2)",0,2,0,2
"Hampton City",-,"Provisional Votes (CD 3)",0,0,0,0
"Hanover County",-,"101 - Ashland (CD 7)",816,684,3,"1,503"
"Hanover County",-,"103 - Ashcake (CD 7)",746,226,5,977
"Hanover County",-,"104 - Sliding Hill (CD 7)",705,297,0,"1,002"
"Hanover County",-,"201 - Beaverdam (CD 7)","1,050",272,1,"1,323"
"Hanover County",-,"202 - Blunts (CD 7)",389,213,0,602
"Hanover County",-,"203 - Wilmington Parish (CD 7)","1,084",315,1,"1,400"
"Hanover County",-,"204 - Goddins Hill (CD 7)",395,176,0,571
"Hanover County",-,"206 - Courthouse (CD 7)",322,122,2,446
"Hanover County",-,"207 - Stony Run (CD 7)",108,48,1,157
"Hanover County",-,"301 - Clay (CD 7)",944,226,1,"1,171"
"Hanover County",-,"302 - Chickahominy (CD 7)",730,254,0,984
"Hanover County",-,"303 - Shady Grove (CD 7)",716,152,2,870
"Hanover County",-,"304 - Atlee (CD 7)","1,178",372,4,"1,554"
"Hanover County",-,"305 - Cool Spring (CD 7)",795,285,2,"1,082"
"Hanover County",-,"401 - Battlefield (CD 7)",824,143,2,969
"Hanover County",-,"402 - Old Church (CD 7)",718,169,3,890
"Hanover County",-,"403 - Cold Harbor (CD 7)","1,358",378,0,"1,736"
"Hanover County",-,"404 - Black Creek (CD 7)",724,131,0,855
"Hanover County",-,"405 - Pebble Creek (CD 7)",523,190,0,713
"Hanover County",-,"406 - Beaverdam Creek (CD 7)",181,43,0,224
