block_geoid20,total_population_2020,voting_age_population_2020
510872015042010,24,12
510872015042011,44,39
510872015043000,95,76
510872015043001,24,19
510872015043002,128,94
510872015043003,69,49
510872015043004,63,52
510872015043005,32,22
510872015043006,94,73
510872015043007,64,51
510872015043008,40,38
510872015043009,138,121
510872015043010,29,16
510872015043011,50,39
510872015043012,44,33
510872015043013,25,24
510872015043014,41,32
510872015043015,25,20
510872015043016,24,19
510872015043017,41,29
510872015043018,47,31
510872015043019,45,34
510872015043020,63,43
510872015043021,91,74
510872015043022,20,17
510872016011000,0,0
510872016011001,0,0
510872016011002,0,0
510872016011003,0,0
510872016011004,0,0
510872016011005,98,89
510872016011006,0,0
510872016011007,7,5
510872016011008,0,0
510872016011009,54,44
510872016011010,200,175
510872016011011,8,3
510872016011012,31,25
510872016011013,298,245
510872016011014,0,0
510872016011015,111,101
510872016011016,0,0
510872016011017,0,0
510872016011018,0,0
510872016011019,0,0
510872016011020,75,63
510872016011021,48,35
510872016011022,230,192
510872016011023,22,20
510872016011024,293,220
510872016011025,49,39
510872016011026,0,0
510872016011027,12,10
510872016011028,11,9
510872016011029,0,0
510872016011030,449,388
510872016011031,62,46
510872016011032,0,0
510872016011033,0,0
510872016012000,0,0
510872016012001,172,141
510872016012002,17,17
510872016012003,0,0
510872016012004,9,8
510872016012005,0,0
510872016012006,10,9
510872016012007,22,15
510872016012008,239,208
510872016012009,34,32
510872016012010,0,0
510872016012011,22,17
510872016012012,24,22
510872016012013,0,0
510872016012014,0,0
510872016012015,127,99
510872016012016,104,90
510872016012017,0,0
510872016012018,0,0
510872016012019,18,14
510872016012020,55,42
510872016012021,12,11
510872016012022,7,7
510872016012023,0,0
510872016012024,0,0
510872016012025,0,0
510872016012026,0,0
510872016012027,34,27
510872016012028,5,2
510872016012029,13,7
510872016012030,20,19
510872016012031,19,12
510872016012032,0,0
510872016012033,8,8
510872016012034,18,16
510872016012035,0,0
510872016012036,0,0
510872016012037,0,0
510872016012038,0,0
510872016012039,0,0
510872016012040,10,6
510872016012041,0,0
510872016012042,0,0
510872016012043,0,0
510872016012044,22,21
510872016012045,0,0
510872016012046,0,0
510872016012047,0,0
510872016012048,14,14
510872016012049,3,3
510872016012050,0,0
510872016012051,0,0
510872016012052,0,0
510872016012053,1,1
510872016012054,0,0
510872016012055,0,0
510872016012056,0,0
510872016012057,0,0
510872016012058,6,6
510872016012059,53,39
510872016012060,9,7
510872016012061,27,22
510872016012062,14,14
510872016012063,16,15
510872016012064,75,70
510872016012065,4,4
510872016012066,19,18
510872016012067,17,16
510872016012068,20,14
510872016012069,0,0
510872016012070,0,0
510872016012071,0,0
510872016012072,0,0
510872016012073,2,2
510872016012074,3,3
510872016012075,2,2
510872016021000,0,0
510872016021001,0,0
510872016021002,0,0
510872016021003,0,0
510872016021004,0,0
510872016021005,0,0
510872016021006,0,0
510872016021007,35,29
510872016021008,8,8
510872016021009,14,13
510872016021010,0,0
510872016021011,15,12
510872016021012,0,0
510872016021013,0,0
510872016021014,9,7
510872016021015,160,137
510872016021016,59,59
510872016021017,33,30
510872016021018,0,0
510872016021019,16,10
510872016021020,59,56
510872016021021,0,0
510872016021022,3,2
510872016021023,0,0
510872016021024,167,153
510872016021025,38,31
510872016021026,56,48
510872016021027,14,9
510872016021028,17,17
510872016021029,38,35
510872016022000,36,26
510872016022001,0,0
510872016022002,17,16
510872016022003,6,4
510872016022004,8,5
510872016022005,0,0
510872016022006,0,0
510872016022007,5,0
510872016022008,0,0
510872016022009,0,0
510872016022010,0,0
510872016022011,0,0
510872016022012,0,0
510872016022013,0,0
510872016022014,19,15
510872016022015,349,297
510872016022016,10,9
510872016022017,344,291
510872016022018,0,0
510872016022019,51,39
510872016022020,96,83
510872016022021,30,24
510872016022022,0,0
510872016022023,0,0
510872016022024,5,5
510872016022025,44,40
510872016022026,7,7
510872016022027,7,7
510872016022028,0,0
510872016022029,0,0
510872016022030,15,14
510872016022031,13,11
510872016022032,27,25
510872016022033,0,0
510872016022034,4,4
510872016022035,12,10
510872016022036,0,0
510872016022037,6,4
510872016022038,0,0
510872016022039,0,0
510872016022040,109,83
510872016022041,1,0
510872016022042,0,0
510872016022043,99,93
510872016022044,10,10
510872016022045,9,9
510872016022046,17,11
510872016022047,7,7
510872016022048,0,0
510872016022049,38,28
510872016022050,12,11
510872016022051,0,0
510872016022052,0,0
510872016022053,0,0
510872016022054,0,0
510872016022055,10,10
510872016022056,14,13
510872016022057,0,0
510872016022058,14,14
510872016023000,47,36
510872016023001,951,738
510872016023002,20,13
510872016023003,42,27
510872016023004,1,1
510872016023005,50,37
510872016023006,82,77
510872016023007,194,152
510872016023008,31,20
510872016023009,19,16
510872016023010,32,27
510872016023011,22,18
510872016023012,19,17
510872016023013,216,202
510872016023014,13,10
510872016023015,22,22
510872016023016,64,54
510872016023017,17,15
510872016023018,21,18
510872016023019,0,0
510872016023020,38,38
510872016023021,0,0
510872016023022,0,0
510872016023023,0,0
510872016023024,13,12
510872016024000,63,60
510872016024001,217,214
510872016024002,47,40
510872016024003,166,166
510872016024004,0,0
510872016024005,29,28
510872016024006,30,26
510872016024007,57,53
510872016024008,75,69
510872016024009,25,16
510872016024010,51,45
510872016024011,52,42
510872016024012,34,32
510872016024013,55,49
510872016024014,39,23
510872016024015,0,0
510872016024016,0,0
510872016024017,0,0
510872016024018,97,79
510872016024019,0,0
510872016024020,0,0
510872016024021,0,0
510872016024022,0,0
510872016024023,0,0
510872016024024,22,20
510872016024025,0,0
510872016024026,0,0
510872016024027,0,0
510872016024028,0,0
510872016024029,3,2
510872016024030,19,19
510872016024031,32,26
510872016024032,154,145
510872016024033,0,0
510872016024034,48,45
510872016024035,0,0
510872016024036,21,11
510872016024037,36,35
510872016024038,13,9
510872016024039,74,72
510872017011000,0,0
510872017011001,0,0
510872017011002,155,127
510872017011003,0,0
510872017011004,0,0
510872017011005,146,117
510872017011006,54,40
510872017011007,44,34
510872017011008,52,42
510872017011009,25,22
510872017011010,42,35
510872017011011,42,41
510872017011012,51,34
510872017011013,563,411
510872017011014,100,73
510872017011015,38,33
510872017011016,41,39
510872017011017,57,41
510872017011018,50,37
510872017011019,27,9
510872017011020,22,16
510872017011021,0,0
510872017011022,27,25
510872017011023,44,33
510872017011024,12,7
510872017011025,33,16
510872017011026,67,48
510872017011027,31,27
510872017011028,39,25
510872017011029,34,32
510872017011030,77,51
510872017011031,62,49
510872017011032,48,38
510872017011033,4,2
510872017011034,11,6
510872017011035,29,25
510872017011036,36,34
510872017011037,48,38
510872017011038,0,0
510872017011039,14,10
510872017011040,53,43
510872017011041,0,0
510872017011042,60,49
510872017011043,26,13
510872017012000,20,19
510872017012001,93,73
510872017012002,27,20
510872017012003,34,27
510872017012004,30,26
510872017012005,69,46
510872017012006,12,11
510872017012007,0,0
510872017012008,29,19
510872017012009,48,40
510872017012010,69,56
510872017012011,29,26
510872017012012,0,0
510872017012013,34,24
510872017012014,124,98
510872017012015,117,89
510872017012016,37,32
510872017012017,153,124
510872017012018,46,36
510872017012019,67,55
510872017012020,117,87
510872017012021,45,26
510872017012022,46,38
510872017012023,44,35
510872017012024,39,27
510872017012025,0,0
510872017012026,37,36
510872017012027,51,34
510872017012028,55,42
510872017012029,54,51
510872017012030,47,34
510879801001000,0,0
510879801001001,0,0
510879801001002,0,0
510879801001003,0,0
510879801001004,0,0
510879801001005,0,0
510879801001006,0,0
510879801001007,0,0
510879801001008,0,0
510879801001009,0,0
510879801001010,0,0
510879801001011,0,0
510879801001012,0,0
510879801001013,0,0
510879801001014,0,0
510879801001015,0,0
510879801001016,0,0
510879801001017,0,0
510879801001018,0,0
510879801001019,0,0
510879801001020,0,0
510879801001021,0,0
510879801001022,0,0
510879801001023,0,0
510879801001024,0,0
510879801001025,0,0
510879801001026,0,0
510879801001027,0,0
510879801001028,0,0
510879801001029,0,0
510879801001030,0,0
510879801001031,0,0
510879801001032,0,0
510879801001033,0,0
510879801001034,0,0
510879801001035,0,0
510879801001036,0,0
510879801001037,0,0
510879801001038,0,0
510879801001039,0,0
510890101001000,88,52
510890101001001,42,37
510890101001002,114,94
510890101001003,24,15
510890101001004,60,39
510890101001005,81,59
510890101001006,54,32
510890101001007,171,116
510890101001008,30,23
510890101001009,0,0
510890101001010,28,21
510890101001011,211,180
510890101001012,71,52
510890101001013,70,65
510890101001014,104,82
510890101001015,0,0
510890101002000,41,32
510890101002001,57,48
510890101002002,105,73
510890101002003,12,12
510890101002004,101,79
510890101002005,26,24
510890101002006,97,71
510890101002007,0,0
510890101002008,0,0
510890101002009,0,0
510890101002010,0,0
510890101002011,0,0
510890101002012,24,22
510890101002013,0,0
510890101002014,0,0
510890101002015,0,0
510890101002016,39,25
510890101002017,6,5
510890101002018,49,39
510890101002019,45,29
510890101002020,7,5
510890101002021,14,12
510890101002022,0,0
510890101003000,0,0
510890101003001,0,0
510890101003002,0,0
510890101003003,0,0
510890101003004,140,130
510890101003005,111,95
510890101003006,39,35
510890101003007,13,3
510890101003008,7,5
510890101003009,34,27
510890101003010,232,196
510890101003011,28,26
510890101003012,26,11
510890101003013,21,10
510890101003014,0,0
510890101003015,131,114
510890101003016,26,18
510890101003017,57,49
510890101004000,0,0
510890101004001,57,44
510890101004002,67,61
510890101004003,0,0
510890101004004,40,28
510890101004005,0,0
510890101004006,20,18
510890101004007,768,598
510890101004008,18,12
510890101004009,88,57
510890101004010,36,34
510890101004011,37,28
510890101004012,29,22
510890101004013,0,0
510890101004014,24,19
510890101004015,18,15
510890101004016,11,8
510890101004017,0,0
510890101004018,0,0
510890101004019,0,0
510890101004020,0,0
510890101004021,0,0
510890101004022,0,0
510890101004023,6,4
510890102001000,313,287
510890102001001,0,0
510890102001002,0,0
510890102001003,23,17
510890102001004,0,0
510890102001005,20,8
510890102001006,184,146
510890102001007,0,0
510890102001008,199,159
510890102001009,93,78
510890102002000,0,0
510890102002001,0,0
510890102002002,0,0
510890102002003,0,0
510890102002004,217,154
510890102002005,0,0
510890102002006,0,0
510890102002007,0,0
510890102002008,8,6
510890102002009,51,45
510890102002010,15,12
510890102002011,97,67
510890102002012,26,22
510890102002013,71,51
510890102002014,74,58
510890102002015,0,0
510890102002016,0,0
510890102002017,0,0
510890102002018,1,1
510890102002019,0,0
510890102002020,8,8
510890102002021,139,98
510890102002022,32,30
510890102002023,19,18
510890102002024,14,9
510890102002025,27,22
510890102002026,35,33
510890102002027,22,20
510890102003000,337,254
510890102003001,16,10
510890102003002,25,21
510890102003003,38,29
510890102003004,47,38
510890102003005,99,82
510890102003006,47,29
510890102003007,151,111
510890102003008,42,28
510890102003009,95,81
510890102003010,23,19
510890102003011,19,14
510890102003012,17,11
510890102003013,0,0
510890102003014,95,74
510890102003015,27,20
510890102003016,3,2
510890102003017,78,71
510890102004000,952,736
510890102004001,17,16
510890102004002,15,15
510890102005000,0,0
510890102005001,8,3
510890102005002,407,312
510890102005003,5,5
510890102005004,50,47
510890102005005,19,19
510890102005006,42,42
510890102005007,3,3
510890102005008,11,6
510890102005009,136,136
510890102005010,13,10
510890102005011,15,15
510890102005012,6,5
510890102005013,0,0
510890102005014,70,63
510890102005015,89,69
510890102005016,139,113
510890102005017,249,170
510890102005018,21,20
510890103001000,42,38
510890103001001,7,7
510890103001002,7,6
510890103001003,52,43
510890103001004,13,11
510890103001005,6,6
510890103001006,42,35
510890103001007,0,0
510890103001008,16,13
510890103001009,21,21
510890103001010,95,86
510890103001011,39,28
510890103001012,32,27
510890103001013,85,67
510890103001014,86,75
510890103001015,0,0
510890103001016,0,0
510890103001017,0,0
510890103001018,0,0
510890103001019,6,6
510890103001020,111,97
510890103001021,0,0
510890103001022,6,6
510890103001023,0,0
510890103001024,0,0
510890103001025,0,0
510890103001026,98,83
510890103001027,4,2
510890103001028,33,30
510890103001029,43,34
510890103001030,0,0
510890103001031,0,0
510890103001032,14,14
510890103002000,395,335
510890103002001,16,13
510890103002002,40,34
510890103002003,60,44
510890103002004,9,8
510890103002005,5,2
510890103002006,55,45
510890103002007,32,29
510890103002008,83,59
510890103002009,9,9
510890103002010,8,6
510890103002011,9,8
510890103002012,203,167
510890103002013,25,21
510890103002014,39,33
510890103002015,81,75
510890103002016,202,166
510890103002017,65,48
510890103002018,188,142
510890103002019,11,5
510890103002020,0,0
510890103002021,88,74
510890103002022,63,40
510890103003000,299,269
510890103003001,0,0
510890103003002,43,41
510890103003003,10,8
510890103003004,140,106
510890103003005,32,22
510890103003006,237,191
510890103003007,31,27
510890103003008,25,20
510890103003009,101,93
510890103003010,4,4
510890103003011,13,9
510890103003012,20,15
510890103003013,10,5
510890103003014,58,55
510890103003015,22,18
510890103003016,66,56
510890103003017,45,39
510890103003018,34,34
510890103003019,16,13
510890103003020,0,0
510890103003021,47,37
510890103003022,0,0
510890103003023,170,141
510890103003024,0,0
510890103003025,12,7
510890103003026,3,2
510890103003027,47,34
510890103004000,0,0
510890103004001,0,0
510890103004002,60,50
510890103004003,0,0
510890103004004,0,0
510890103004005,0,0
510890103004006,0,0
510890103004007,0,0
510890103004008,51,43
510890103004009,0,0
510890103004010,9,4
510890103004011,34,25
510890103004012,3,3
510890103004013,0,0
510890103004014,66,44
510890103004015,140,113
510890103004016,344,279
510890103004017,34,30
510890103004018,30,23
510890103004019,25,24
510890103004020,40,33
510890103004021,139,111
510890103004022,19,19
510890103004023,21,20
510890103004024,0,0
510890103004025,14,9
510890103004026,157,142
510890103004027,5,5
510890103004028,0,0
510890103004029,3,1
510890103004030,0,0
510890104001000,15,12
510890104001001,0,0
510890104001002,9,8
510890104001003,0,0
510890104001004,29,19
510890104001005,7,5
510890104001006,8,7
510890104001007,105,83
510890104001008,5,5
510890104001009,12,12
510890104001010,10,7
510890104001011,21,17
510890104001012,9,9
510890104001013,1,0
510890104001014,21,19
510890104001015,54,41
510890104001016,21,16
510890104001017,168,131
