County/City,Ward,Pct,"Barack Obama","Willard M. Romney","Gary Johnson","Virgil Hamlin Goode, Jr.","Jill Stein","All Others","Total Votes Cast"
"Frederick County",-,"303 - White Hall",725,"1,519",14,17,10,6,"2,291"
"Frederick County",-,"401 - Carpers Valley",608,"1,092",13,7,10,5,"1,735"
"Frederick County",-,"402 - Shenandoah",316,624,14,8,3,1,966
"Frederick County",-,"403 - Parkin's Mill",616,"1,002",18,7,8,2,"1,653"
"Frederick County",-,"404 - Armel",530,"1,020",18,7,4,3,"1,582"
"Frederick County",-,"501 - Stephens City",650,"1,041",16,4,5,8,"1,724"
"Frederick County",-,"502 - Newtown",761,"1,202",31,11,6,6,"2,017"
"Frederick County",-,"503 - Canterburg",695,"1,130",16,6,4,3,"1,854"
"Frederick County",-,"601 - Millbrook",502,787,16,13,1,4,"1,323"
"Frederick County",-,"602 - Ash Hollow",710,888,23,8,9,6,"1,644"
"Frederick County",-,"603 - Greenwood","1,033","1,457",28,14,11,9,"2,552"
"Frederick County",-,"Ab - Central Absentee Precinct",922,"1,553",25,5,4,22,"2,531"
"Frederick County",-,Provisional,7,11,0,0,0,18,36
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,460","1,092",40,5,10,20,"2,627"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,753",976,49,5,14,9,"2,806"
"Fredericksburg City",-,"301 - Precinct 1 - District Three","1,293",988,32,4,18,8,"2,343"
"Fredericksburg City",-,"401 - Precinct 1 - District Four","1,145",296,13,3,5,3,"1,465"
"Fredericksburg City",-,"402 - Precinct 2 - District Four",674,228,8,1,3,2,916
"Fredericksburg City",-,"Ab - Central Absentee Precinct",789,474,6,5,7,0,"1,281"
"Fredericksburg City",-,Provisional,17,6,0,0,0,0,23
"Galax City",-,"1 - East",426,533,6,6,1,2,974
"Galax City",-,"2 - North",202,372,7,10,0,0,591
"Galax City",-,"3 - South",199,310,1,3,2,1,516
"Galax City",-,"Ab - Central Absentee Precinct",72,116,1,4,0,1,194
"Galax City",-,Provisional,1,1,0,0,0,0,2
"Giles County",-,"101 - Glen Lyn",26,80,1,2,1,0,110
"Giles County",-,"102 - Rich Creek",126,309,2,6,2,2,447
"Giles County",-,"103 - Narrows",459,864,10,16,3,1,"1,353"
"Giles County",-,"201 - Pearisburg",634,"1,205",17,15,7,2,"1,880"
"Giles County",-,"202 - Staffordsville",107,205,1,4,0,2,319
"Giles County",-,"203 - White Gate",48,140,1,2,1,0,192
"Giles County",-,"301 - Eggleston",237,332,3,5,1,1,579
"Giles County",-,"302 - Pembroke",578,803,15,9,4,4,"1,413"
"Giles County",-,"303 - Newport",338,426,11,7,2,1,785
"Giles County",-,"Ab - Central Absentee Precinct",176,293,5,0,2,0,476
"Giles County",-,Provisional,1,3,0,0,0,0,4
"Gloucester County",-,"101 - Harcum",485,824,18,8,4,3,"1,342"
"Gloucester County",-,"102 - Salem",401,753,18,7,0,4,"1,183"
"Gloucester County",-,"103 - Peasley",271,565,2,9,3,1,851
"Gloucester County",-,"201 - Courthouse",527,852,13,5,3,4,"1,404"
"Gloucester County",-,"202 - Botetourt",772,"1,324",22,7,9,4,"2,138"
"Gloucester County",-,"301 - White Marsh",548,"1,030",12,5,7,1,"1,603"
"Gloucester County",-,"302 - Roanes",686,"1,326",25,11,6,4,"2,058"
"Gloucester County",-,"401 - Hayes",659,"1,084",19,6,1,5,"1,774"
"Gloucester County",-,"402 - Sarahs Creek",610,"1,008",27,7,3,0,"1,655"
"Gloucester County",-,"501 - Achilles",670,"1,567",33,6,10,7,"2,293"
"Gloucester County",-,"502 - Walker",537,934,7,7,8,2,"1,495"
"Gloucester County",-,"Ab - Central Absentee Precinct",593,862,11,3,3,2,"1,474"
"Gloucester County",-,Provisional,5,8,0,0,0,0,13
"Goochland County",-,"101 - Fife",408,481,10,5,3,2,909
"Goochland County",-,"102 - Hadensville",542,871,4,8,2,5,"1,432"
"Goochland County",-,"201 - Three Square",247,189,1,5,2,2,446
"Goochland County",-,"202 - Sandy Hook",826,979,16,11,6,4,"1,842"
"Goochland County",-,"301 - Goochland Court House 1",440,718,8,2,5,2,"1,175"
"Goochland County",-,"302 - Goochland Court House 2",168,344,6,0,1,4,523
"Goochland County",-,"402 - Centerville",817,"1,799",17,6,5,3,"2,647"
"Goochland County",-,"501 - Manakin",511,"1,337",7,2,2,1,"1,860"
"Goochland County",-,"502 - Blair Road",219,805,11,2,3,2,"1,042"
"Goochland County",-,"Ab - Central Absentee Precinct",494,918,10,2,1,3,"1,428"
"Goochland County",-,Provisional,4,7,0,0,0,0,11
"Grayson County",-,"101 - Bridle Creek",88,145,5,5,1,0,244
"Grayson County",-,"102 - Flatridge",49,102,3,2,1,0,157
"Grayson County",-,"103 - Grant",92,175,0,6,0,0,273
"Grayson County",-,"104 - Mouth Of Wilson",56,116,2,6,1,1,182
"Grayson County",-,"105 - Mount Rogers",60,177,3,6,0,0,246
"Grayson County",-,"106 - Rugby",56,140,0,3,2,0,201
"Grayson County",-,"107 - Troutdale",31,98,4,3,0,0,136
"Grayson County",-,"108 - Comers Rock",59,126,4,5,2,0,196
"Grayson County",-,"202 - Elk Creek",115,312,8,10,7,0,452
"Grayson County",-,"203 - Independence",372,754,10,25,8,0,"1,169"
"Grayson County",-,"301 - Baywood",187,478,4,11,5,0,685
"Grayson County",-,"302 - Fairview",247,694,11,14,6,0,972
"Grayson County",-,"401 - Fries",134,246,2,7,2,0,391
"Grayson County",-,"402 - Providence",179,569,8,17,7,0,780
"Grayson County",-,"403 - Oldtown",108,253,2,12,2,0,377
"Grayson County",-,"Ab - Central Absentee Precinct",235,416,5,1,3,0,660
"Greene County",-,"101 - Dyke",242,579,5,4,3,0,833
"Greene County",-,"102 - Swift Run",461,734,12,4,3,3,"1,217"
"Greene County",-,"201 - Ruckersville",765,"1,126",20,10,2,3,"1,926"
"Greene County",-,"301 - Stanardsville",670,"1,153",11,13,3,2,"1,852"
"Greene County",-,"401 - Midway",769,"1,374",23,15,8,3,"2,192"
"Greene County",-,"Ab - Central Absentee Precinct",383,595,10,2,3,2,995
"Greene County",-,Provisional,0,8,0,0,0,0,8
"Greensville County",-,"101 - Precinct 1-a",353,158,1,3,0,0,515
"Greensville County",-,"102 - Precinct 1-b",108,114,0,0,1,0,223
"Greensville County",-,"103 - Precinct 1-c",352,42,0,0,0,0,394
"Greensville County",-,"201 - Precinct 2-a",471,156,1,2,0,0,630
"Greensville County",-,"202 - Precinct 2-b",331,392,2,0,0,0,725
"Greensville County",-,"302 - Precinct 3-a",883,397,2,0,3,1,"1,286"
"Greensville County",-,"401 - Precinct 4-a",137,194,1,1,1,0,334
"Greensville County",-,"402 - Precinct 4-b",379,178,3,1,1,0,562
"Greensville County",-,"403 - Precinct 4-c",118,134,0,1,0,0,253
"Greensville County",-,Provisional,3,1,0,0,0,0,4
"Halifax County",-,"101 - Childrey",335,384,2,5,2,1,729
"Halifax County",-,"102 - Liberty",187,184,2,3,0,0,376
"Halifax County",-,"103 - Republican Grove",431,336,5,11,2,1,786
"Halifax County",-,"201 - Clays Mill",177,336,1,2,3,3,522
"Halifax County",-,"202 - Crossroads",220,266,4,4,0,0,494
"Halifax County",-,"203 - Clover",444,366,0,4,5,2,821
"Halifax County",-,"302 - Meadville",260,86,3,0,0,2,351
"Halifax County",-,"304 - Vernon Hill",240,301,2,9,0,1,553
"Halifax County",-,"305 - Sinai",814,345,3,4,3,0,"1,169"
"Halifax County",-,"401 - Courthouse",489,445,6,3,3,4,950
"Halifax County",-,"403 - Center",300,635,5,6,0,0,946
"Halifax County",-,"502 - Dan River",435,814,5,8,4,0,"1,266"
"Halifax County",-,"503 - Scottsburg",164,405,3,3,0,1,576
"Halifax County",-,"601 - Black Walnut",245,418,1,8,2,0,674
"Halifax County",-,"603 - Mt Carmel",537,504,8,5,1,3,"1,058"
"Halifax County",-,"605 - Union",132,175,1,5,1,0,314
"Halifax County",-,"701 - Hyco",264,683,5,2,2,1,957
"Halifax County",-,"702 - Midway",153,533,3,2,0,1,692
"Halifax County",-,"703 - Virgilina",115,357,0,6,2,1,481
"Halifax County",-,"801 - South Boston East",730,254,2,3,2,0,991
"Halifax County",-,"802 - South Boston West",403,157,3,1,1,1,566
"Halifax County",-,"Ab - Central Absentee Precinct",685,707,3,12,2,2,"1,411"
"Halifax County",-,Provisional,6,3,0,0,0,0,9
"Hampton City",-,"101 - Aberdeen (CD 3)","1,420",226,4,1,0,6,"1,657"
"Hampton City",-,"102 - Bassette (CD 3)","1,917",90,8,2,3,3,"2,023"
"Hampton City",-,"103 - City Hall (CD 3)","1,250",185,12,4,4,1,"1,456"
"Hampton City",-,"104 - Cooper (CD 3)","2,351",370,25,3,5,5,"2,759"
"Hampton City",-,"105 - East Hampton (CD 3)","2,072",242,5,2,5,1,"2,327"
"Hampton City",-,"106 - Armstrong (CD 3)","1,332",709,24,3,4,2,"2,074"
"Hampton City",-,"107 - Lindsay (CD 3)","1,386",294,7,6,3,7,"1,703"
"Hampton City",-,"108 - Thomas (CD 3)","2,416",236,5,2,3,4,"2,666"
"Hampton City",-,"109 - Phenix (CD 3)","2,219",112,5,1,0,7,"2,344"
"Hampton City",-,"110 - Phoebus (CD 3)",395,187,5,3,3,0,593
"Hampton City",-,"111 - Hampton Library (CD 3)",502,340,11,1,0,3,857
"Hampton City",-,"112 - Smith (CD 3)","1,938",594,23,10,11,7,"2,583"
"Hampton City",-,"115 - Wythe (CD 3)",636,498,14,0,2,7,"1,157"
"Hampton City",-,"116 - Jones (CD 3)",838,199,11,6,1,2,"1,057"
"Hampton City",-,"117 - Kecoughtan (CD 3)","1,321",410,15,1,2,2,"1,751"
"Hampton City",-,"118 - Mallory (CD 3)","2,081",239,6,4,3,2,"2,335"
"Hampton City",-,"201 - Booker (CD 2)","1,140","1,115",31,6,6,5,"2,303"
"Hampton City",-,"202 - Bryan (CD 2)","1,096",877,36,7,2,4,"2,022"
"Hampton City",-,"203 - Burbank (CD 2)",908,636,21,1,3,4,"1,573"
"Hampton City",-,"204 - Forrest (CD 3)","1,210",598,12,2,2,5,"1,829"
"Hampton City",-,"205 - Asbury (CD 2)","1,193","1,804",36,8,4,8,"3,053"
"Hampton City",-,"208 - Kraft (CD 3)","1,844","1,224",30,8,7,5,"3,118"
"Hampton City",-,"209 - Langley (CD 2)","1,148",806,27,6,8,7,"2,002"
"Hampton City",-,"210 - Machen (CD 2)","2,061",639,20,6,1,7,"2,734"
"Hampton City",-,"210 - Machen (CD 3)",6,5,0,0,0,0,11
"Hampton City",-,"212 - Bethel (CD 3)","1,941",877,31,6,2,5,"2,862"
"Hampton City",-,"213 - Phillips (CD 2)","1,333","1,626",29,4,6,11,"3,009"
"Hampton City",-,"214 - Tucker Capps (CD 3)","1,539",877,18,5,8,4,"2,451"
"Hampton City",-,"215 - Tyler (CD 3)",550,106,4,0,0,8,668
"Hampton City",-,"216 - Sandy Bottom (CD 2)",952,439,8,11,4,3,"1,417"
"Hampton City",-,"217 - Syms (CD 2)",487,543,8,2,2,0,"1,042"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)","1,242",748,13,2,4,5,"2,014"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","4,189",774,10,6,4,21,"5,004"
"Hampton City",-,"Provisional (CD 2)",15,8,0,0,0,0,23
"Hampton City",-,"Provisional (CD 3)",38,7,0,0,0,0,45
"Hanover County",-,"101 - Ashland",765,647,15,2,3,4,"1,436"
"Hanover County",-,"104 - Sliding Hill",596,945,14,4,5,4,"1,568"
"Hanover County",-,"105 - Berkley",838,499,14,1,4,2,"1,358"
"Hanover County",-,"106 - Kersey Creek",320,639,16,2,1,3,981
"Hanover County",-,"107 - Chickahominy",422,838,12,4,2,2,"1,280"
"Hanover County",-,"201 - Beaverdam",606,"1,492",14,9,3,2,"2,126"
"Hanover County",-,"202 - Blunts",389,603,7,5,1,6,"1,011"
"Hanover County",-,"203 - Wilmington Parish",399,"1,063",8,4,0,5,"1,479"
"Hanover County",-,"206 - Courthouse",306,526,4,0,3,1,840
"Hanover County",-,"208 - Oak Knoll",404,875,11,6,5,4,"1,305"
"Hanover County",-,"209 - West Hanover",170,251,1,1,0,0,423
"Hanover County",-,"210 - Oak Hill",129,367,2,0,1,1,500
"Hanover County",-,"301 - Clay",519,"1,339",12,4,4,8,"1,886"
"Hanover County",-,"303 - Shady Grove",455,"1,125",11,2,3,4,"1,600"
"Hanover County",-,"304 - Atlee",934,"1,903",30,7,7,3,"2,884"
"Hanover County",-,"305 - Cool Spring",586,"1,254",20,0,3,7,"1,870"
"Hanover County",-,"401 - Battlefield",380,"1,601",13,5,0,5,"2,004"
"Hanover County",-,"403 - Cold Harbor",679,"1,666",28,8,8,7,"2,396"
"Hanover County",-,"404 - Black Creek",391,"1,663",15,7,2,0,"2,078"
"Hanover County",-,"405 - Pebble Creek",375,785,7,2,3,3,"1,175"
"Hanover County",-,"406 - Beaverdam Creek",170,299,4,1,0,1,475
"Hanover County",-,"502 - Rural Point",430,"1,213",11,4,5,5,"1,668"
"Hanover County",-,"503 - Newman",518,"1,047",16,1,1,2,"1,585"
"Hanover County",-,"504 - Studley",189,"1,000",8,5,3,1,"1,206"
"Hanover County",-,"505 - Totopotomoy",237,753,6,2,0,3,"1,001"
"Hanover County",-,"506 - Georgetown",326,959,2,2,5,1,"1,295"
"Hanover County",-,"507 - Laurel Meadow",478,"1,163",12,3,3,4,"1,663"
"Hanover County",-,"601 - Village",657,"1,956",19,6,4,4,"2,646"
"Hanover County",-,"602 - Lee Davis",577,"1,389",13,6,6,1,"1,992"
"Hanover County",-,"603 - Mechanicsville",635,868,25,3,12,3,"1,546"
"Hanover County",-,"604 - Hanover Grove",342,885,6,1,2,3,"1,239"
"Hanover County",-,"701 - Farrington",484,"1,208",16,10,1,5,"1,724"
"Hanover County",-,"702 - Montpelier",593,"1,013",14,0,2,1,"1,623"
"Hanover County",-,"703 - Rockville",505,"1,192",8,8,7,4,"1,724"
"Hanover County",-,"704 - Elmont",654,"1,261",19,7,4,8,"1,953"
"Hanover County",-,"705 - South Anna",296,642,7,2,1,9,957
"Hanover County",-,"Ab - Central Absentee Precinct","1,529","2,991",29,7,9,27,"4,592"
"Hanover County",-,Provisional,11,20,0,0,0,31,62
"Harrisonburg City",-,"101 - Northeast","1,307",763,39,6,14,4,"2,133"
"Harrisonburg City",-,"102 - East Central","1,355",908,39,3,6,8,"2,319"
"Harrisonburg City",-,"103 - Southeast","1,140",925,31,4,7,3,"2,110"
"Harrisonburg City",-,"104 - East","1,071",957,24,4,9,4,"2,069"
"Harrisonburg City",-,"201 - Northwest","1,025",846,24,10,11,5,"1,921"
"Harrisonburg City",-,"202 - Southwest","1,102",841,26,7,11,11,"1,998"
"Harrisonburg City",-,"203 - West","1,020",738,25,3,15,7,"1,808"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",630,586,7,0,2,4,"1,229"
"Harrisonburg City",-,Provisional,4,1,1,0,0,0,6
"Henrico County",-,"101 - Coalpit (CD 7)","1,139","1,444",26,3,6,5,"2,623"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,683",639,16,6,3,11,"2,358"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,034","1,568",17,9,3,3,"2,634"
"Henrico County",-,"104 - Glenside (CD 7)","1,120",325,7,1,5,2,"1,460"
"Henrico County",-,"105 - Greendale (CD 7)",600,549,6,3,5,1,"1,164"
"Henrico County",-,"106 - Hermitage (CD 7)","1,190",986,33,7,5,3,"2,224"
"Henrico County",-,"107 - Hilliard (CD 7)",456,371,12,3,7,3,852
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,257","1,563",21,2,7,7,"2,857"
"Henrico County",-,"109 - Hunton (CD 7)",244,471,5,5,0,4,729
"Henrico County",-,"110 - Johnson (CD 7)",386,335,11,4,1,3,740
"Henrico County",-,"111 - Lakeside (CD 7)",905,837,32,9,8,4,"1,795"
"Henrico County",-,"112 - Longan (CD 7)",999,"1,083",29,5,1,4,"2,121"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",360,452,8,1,0,0,821
"Henrico County",-,"114 - Monument Hills (CD 7)",345,442,3,6,2,2,800
"Henrico County",-,"115 - Staples Mill (CD 7)","1,231","1,685",29,8,6,13,"2,972"
"Henrico County",-,"116 - Summit Court (CD 7)",481,459,19,6,6,5,976
"Henrico County",-,"117 - Westwood (CD 7)",620,667,24,5,9,1,"1,326"
"Henrico County",-,"201 - Adams (CD 3)","1,225",61,5,1,0,4,"1,296"
"Henrico County",-,"202 - Azalea (CD 3)","2,237",128,5,3,1,7,"2,381"
"Henrico County",-,"203 - Belmont (CD 7)","1,054",570,20,5,5,16,"1,670"
"Henrico County",-,"204 - Brookland (CD 7)",261,204,3,3,1,1,473
"Henrico County",-,"205 - Canterbury (CD 7)",220,445,4,1,0,0,670
"Henrico County",-,"206 - Central Gardens (CD 3)","1,948",24,2,1,0,3,"1,978"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,307",457,10,2,6,3,"1,785"
"Henrico County",-,"208 - Fairfield (CD 3)","1,562",51,2,0,1,1,"1,617"
"Henrico County",-,"209 - Glen Lea (CD 3)","1,013",205,5,3,1,0,"1,227"
"Henrico County",-,"210 - Greenwood (CD 7)",869,211,6,2,3,6,"1,097"
"Henrico County",-,"211 - Highland Gardens (CD 3)","1,419",51,0,3,5,6,"1,484"
"Henrico County",-,"212 - Hollybrook (CD 7)",355,182,5,3,1,1,547
"Henrico County",-,"213 - Hungary (CD 7)",902,196,9,1,0,4,"1,112"
"Henrico County",-,"214 - Longdale (CD 7)",688,413,13,3,1,3,"1,121"
"Henrico County",-,"215 - Maplewood (CD 3)","1,827",64,1,2,1,9,"1,904"
"Henrico County",-,"216 - Moody (CD 7)",398,368,3,2,1,0,772
"Henrico County",-,"217 - Mountain (CD 7)",208,210,3,3,1,4,429
"Henrico County",-,"218 - Oakview (CD 7)",48,68,0,0,0,0,116
"Henrico County",-,"219 - Randolph (CD 7)",215,32,2,1,0,1,251
"Henrico County",-,"220 - Ratcliffe (CD 3)","2,348",122,5,2,3,4,"2,484"
"Henrico County",-,"221 - Stratford Hall (CD 7)",158,105,10,0,3,2,278
"Henrico County",-,"222 - Wilder (CD 3)","1,079",258,6,4,1,6,"1,354"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,337","1,021",18,4,2,8,"2,390"
"Henrico County",-,"301 - Causeway (CD 7)",532,803,9,2,2,1,"1,349"
"Henrico County",-,"302 - Cedarfield (CD 7)",684,"1,160",12,3,1,2,"1,862"
"Henrico County",-,"303 - Innsbrook (CD 7)",829,992,15,4,0,6,"1,846"
"Henrico County",-,"304 - Jackson Davis (CD 7)",461,680,7,5,2,4,"1,159"
"Henrico County",-,"305 - Nuckols Farm (CD 7)",762,"1,554",16,5,3,3,"2,343"
"Henrico County",-,"306 - Pocahontas (CD 7)",716,981,12,0,3,2,"1,714"
"Henrico County",-,"307 - Ridge (CD 7)",492,637,19,3,3,2,"1,156"
"Henrico County",-,"308 - Rivers Edge (CD 7)",590,"1,306",13,1,4,3,"1,917"
"Henrico County",-,"309 - Sadler (CD 7)",721,"1,129",17,1,5,2,"1,875"
"Henrico County",-,"310 - Shady Grove (CD 7)",728,"1,610",13,5,2,0,"2,358"
"Henrico County",-,"311 - Short Pump (CD 7)",896,"1,427",10,2,3,1,"2,339"
"Henrico County",-,"312 - Springfield (CD 7)",716,676,10,5,4,6,"1,417"
"Henrico County",-,"313 - Stoney Run (CD 7)","1,124","1,795",20,12,2,1,"2,954"
"Henrico County",-,"314 - Three Chopt (CD 7)",919,"1,127",24,6,3,4,"2,083"
"Henrico County",-,"315 - Tucker (CD 7)","1,517",789,21,2,6,6,"2,341"
"Henrico County",-,"401 - Byrd (CD 7)",931,"1,140",21,7,5,1,"2,105"
"Henrico County",-,"402 - Crestview (CD 7)",852,809,28,3,9,5,"1,706"
"Henrico County",-,"403 - Derbyshire (CD 7)",410,"1,000",8,9,0,0,"1,427"
"Henrico County",-,"404 - Freeman (CD 7)",541,738,10,5,3,2,"1,299"
"Henrico County",-,"405 - Gayton (CD 7)",880,"1,521",10,2,5,1,"2,419"
"Henrico County",-,"406 - Godwin (CD 7)",762,982,14,3,5,5,"1,771"
"Henrico County",-,"407 - Lakewood (CD 7)",609,967,14,6,8,3,"1,607"
"Henrico County",-,"408 - Lauderdale (CD 7)",945,921,14,7,4,5,"1,896"
"Henrico County",-,"409 - Maybeury (CD 7)",772,"1,141",20,2,4,3,"1,942"
"Henrico County",-,"410 - Mooreland (CD 7)",276,981,5,2,1,0,"1,265"
"Henrico County",-,"411 - Pemberton (CD 7)",849,782,17,6,2,5,"1,661"
"Henrico County",-,"412 - Pinchbeck (CD 7)","1,079","1,084",32,3,7,3,"2,208"
"Henrico County",-,"413 - Ridgefield (CD 7)",930,"1,335",16,6,10,2,"2,299"
"Henrico County",-,"414 - Rollingwood (CD 7)",549,811,14,5,1,0,"1,380"
"Henrico County",-,"415 - Skipwith (CD 7)",578,529,9,2,1,1,"1,120"
"Henrico County",-,"416 - Spottswood (CD 7)",322,477,12,7,1,1,820
"Henrico County",-,"417 - Tuckahoe (CD 7)",683,"1,987",16,5,2,1,"2,694"
"Henrico County",-,"418 - Welborne (CD 7)",576,648,13,2,2,3,"1,244"
"Henrico County",-,"419 - West End (CD 7)",824,"1,096",18,6,1,2,"1,947"
"Henrico County",-,"501 - Antioch (CD 3)",392,"1,061",9,4,1,1,"1,468"
"Henrico County",-,"502 - Cedar Fork (CD 3)",750,160,3,1,0,5,919
"Henrico County",-,"503 - Chickahominy (CD 3)",798,926,12,4,2,5,"1,747"
"Henrico County",-,"504 - Donahoe (CD 3)",769,405,5,5,0,6,"1,190"
"Henrico County",-,"505 - Dorey (CD 3)",817,934,13,4,3,0,"1,771"
"Henrico County",-,"506 - Eanes (CD 3)","1,223",365,6,0,1,2,"1,597"
"Henrico County",-,"507 - Elko (CD 3)",148,389,8,1,1,0,547
"Henrico County",-,"508 - Highland Springs (CD 3)","1,270",231,9,2,0,3,"1,515"
"Henrico County",-,"509 - Laburnum (CD 3)","1,139",422,11,8,2,4,"1,586"
"Henrico County",-,"510 - Mehfoud (CD 3)",996,408,4,7,5,2,"1,422"
"Henrico County",-,"511 - Montrose (CD 3)","2,553",322,14,11,7,2,"2,909"
"Henrico County",-,"512 - Nine Mile (CD 3)",507,304,7,2,7,2,829
"Henrico County",-,"513 - Pleasants (CD 3)","1,997",213,8,2,3,7,"2,230"
"Henrico County",-,"514 - Rolfe (CD 3)","3,033",314,15,6,2,12,"3,382"
"Henrico County",-,"515 - Sandston (CD 3)",497,"1,004",17,3,2,1,"1,524"
"Henrico County",-,"516 - Sullivans (CD 3)",853,470,5,3,3,6,"1,340"
"Henrico County",-,"517 - Town Hall (CD 3)",308,461,8,4,0,1,782
"Henrico County",-,"518 - Whitlocks (CD 3)",579,898,10,2,7,2,"1,498"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)","3,410",629,12,5,2,9,"4,067"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","5,448","5,426",64,17,22,53,"11,030"
"Henrico County",-,"Provisional (CD 3)",122,11,1,0,0,142,276
"Henrico County",-,"Provisional (CD 7)",202,159,7,0,1,377,746
"Henry County",-,"101 - Bassett Number Two (CD 9)",332,222,2,16,0,0,572
"Henry County",-,"102 - Gunville (CD 9)",302,655,2,22,1,0,982
"Henry County",-,"103 - Scott's Tanyard (CD 9)",553,"1,074",6,50,4,1,"1,688"
"Henry County",-,"201 - Fieldale (CD 9)",262,378,4,20,0,0,664
"Henry County",-,"202 - Horsepasture #1 (CD 9)",455,614,14,15,1,1,"1,100"
"Henry County",-,"203 - Horsepasture #2 (CD 9)",800,226,4,8,0,0,"1,038"
"Henry County",-,"204 - Spencer (CD 9)",439,729,2,24,0,2,"1,196"
"Henry County",-,"302 - Axton (CD 5)",467,309,2,10,0,4,792
"Henry County",-,"303 - Irisburg (CD 5)",720,661,5,17,2,4,"1,409"
"Henry County",-,"304 - Mount Olivet (CD 5)",820,651,4,11,1,1,"1,488"
"Henry County",-,"304 - Mount Olivet (CD 9)",4,0,0,0,0,0,4
"Henry County",-,"305 - Mountain Valley (CD 5)",350,322,4,6,0,0,682
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",215,503,5,20,2,0,745
"Henry County",-,"402 - Daniels Creek (CD 9)",329,494,0,13,1,0,837
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",504,788,11,21,4,4,"1,332"
"Henry County",-,"405 - Mountain View (CD 5)",353,395,4,17,1,0,770
"Henry County",-,"501 - Bassett Number One (CD 9)",341,298,4,9,0,0,652
"Henry County",-,"502 - Figsboro (CD 9)",273,560,5,26,0,1,865
"Henry County",-,"503 - Stanleytown (CD 9)",334,910,13,36,4,1,"1,298"
"Henry County",-,"504 - Oak Level (CD 9)",149,300,2,23,0,0,474
"Henry County",-,"505 - Dyers Store (CD 5)",18,45,0,3,0,1,67
"Henry County",-,"505 - Dyers Store (CD 9)",196,259,2,13,0,0,470
"Henry County",-,"601 - Fontaine (CD 9)",396,680,6,20,2,3,"1,107"
"Henry County",-,"602 - Hillcrest (CD 9)",229,256,4,13,2,3,507
"Henry County",-,"603 - Ridgeway #1 (CD 5)",415,789,15,25,1,0,"1,245"
"Henry County",-,"604 - Ridgeway #2 (CD 9)",272,623,5,17,0,0,917
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",279,307,0,0,1,0,587
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",505,932,3,25,0,1,"1,466"
"Henry County",-,"Provisional (CD 5)",0,1,0,0,0,0,1
"Henry County",-,"Provisional (CD 9)",5,3,0,0,0,0,8
"Highland County",-,"1 - Monterey",189,283,1,4,2,1,480
"Highland County",-,"3 - Wilsons Mill",42,64,1,0,0,0,107
"Highland County",-,"5 - Blue Grass",85,169,5,3,0,0,262
"Highland County",-,"7 - Mill Gap",48,120,0,2,0,0,170
"Highland County",-,"8 - Mcdowell",77,226,4,2,1,1,311
"Highland County",-,"10 - Headwaters",18,62,1,2,0,0,83
"Hopewell City",-,"101 - Ward One",559,448,8,3,8,1,"1,027"
"Hopewell City",-,"201 - Ward Two",915,97,5,4,2,3,"1,026"
"Hopewell City",-,"301 - Ward Three",456,934,11,7,2,4,"1,414"
"Hopewell City",-,"401 - Ward Four",720,736,5,4,2,3,"1,470"
"Hopewell City",-,"501 - Ward Five",451,694,3,5,4,2,"1,159"
"Hopewell City",-,"601 - Ward Six",969,117,5,5,1,1,"1,098"
"Hopewell City",-,"701 - Ward Seven",678,332,6,1,1,2,"1,020"
"Hopewell City",-,"Ab - Central Absentee Precinct",430,379,1,1,2,1,814
"Hopewell City",-,Provisional,1,2,0,0,0,0,3
"Isle of Wight County",-,"101 - Smithfield",790,"1,454",14,5,9,1,"2,273"
"Isle of Wight County",-,"102 - Cypress Creek",607,"1,147",14,1,1,3,"1,773"
"Isle of Wight County",-,"201 - Bartlett",789,"1,366",19,8,4,2,"2,188"
"Isle of Wight County",-,"202 - Carrollton",766,"1,230",21,7,1,3,"2,028"
