County/City,Ward,Pct,"Barack Obama","Willard M. Romney","Gary Johnson","Virgil Hamlin Goode, Jr.","Jill Stein","All Others","Total Votes Cast"
"Isle of Wight County",-,"503 - Carrsville",270,309,1,3,1,2,586
"Isle of Wight County",-,"504 - Zuni",365,661,6,7,2,3,"1,044"
"Isle of Wight County",-,"505 - Raynor",166,409,2,3,2,1,583
"Isle of Wight County",-,"Ab - Central Absentee Precinct",888,"1,071",15,2,1,4,"1,981"
"Isle of Wight County",-,Provisional,7,4,0,0,0,1,12
"James City County",-,"101 - Berkeley A","1,259","1,665",36,4,3,1,"2,968"
"James City County",-,"102 - Berkeley B",730,864,18,3,4,6,"1,625"
"James City County",-,"103 - Berkeley C",878,"1,942",12,0,2,2,"2,836"
"James City County",-,"201 - Jamestown A",405,288,6,1,2,3,705
"James City County",-,"202 - Jamestown B","1,171",946,34,4,9,6,"2,170"
"James City County",-,"203 - Jamestown C",646,950,10,3,4,0,"1,613"
"James City County",-,"204 - Jamestown D",864,"1,617",8,1,4,1,"2,495"
"James City County",-,"301 - Powhatan A",956,"1,485",21,3,2,4,"2,471"
"James City County",-,"302 - Powhatan B",531,356,13,1,3,1,905
"James City County",-,"303 - Powhatan C",352,619,6,1,2,1,981
"James City County",-,"304 - Powhatan D","1,342","1,079",24,5,3,7,"2,460"
"James City County",-,"401 - Stonehouse A",947,"1,288",31,5,2,3,"2,276"
"James City County",-,"402 - Stonehouse B","1,296","1,678",27,3,5,9,"3,018"
"James City County",-,"403 - Stonehouse C",841,"1,362",9,2,3,1,"2,218"
"James City County",-,"501 - Roberts A",949,321,7,4,9,5,"1,295"
"James City County",-,"502 - Roberts B",724,"1,608",11,0,1,2,"2,346"
"James City County",-,"503 - Roberts C",382,109,6,4,0,2,503
"James City County",-,"504 - Roberts D","1,037","1,161",19,2,4,6,"2,229"
"James City County",-,"Ab - Central Absentee Precinct","2,544","3,493",33,4,7,9,"6,090"
"James City County",-,Provisional,25,12,0,1,0,38,76
"King and Queen County",-,"101 - Owenton",429,208,0,3,2,0,642
"King and Queen County",-,"201 - Clarks",274,403,2,3,0,2,684
"King and Queen County",-,"301 - Shacklefords",323,344,4,3,1,2,677
"King and Queen County",-,"401 - Courthouse",322,335,2,2,4,0,665
"King and Queen County",-,"501 - Oldmill",186,408,4,3,1,0,602
"King and Queen County",-,"Ab - Central Absentee Precinct",209,165,1,0,4,1,380
"King and Queen County",-,Provisional,2,2,1,0,0,0,5
"King George County",-,"101 - Courthouse",649,"1,051",28,11,5,8,"1,752"
"King George County",-,"102 - Passapatanzy",364,513,10,7,0,1,895
"King George County",-,"201 - Monroe",917,"1,698",23,2,11,5,"2,656"
"King George County",-,"301 - Dahlgren","1,103","1,311",31,7,8,12,"2,472"
"King George County",-,"401 - Shiloh",976,"1,373",26,7,8,8,"2,398"
"King George County",-,"Ab - Central Absentee Precinct",467,657,19,4,4,3,"1,154"
"King George County",-,Provisional,1,1,0,0,0,0,2
"King William County",-,"101 - West Point",603,968,14,5,2,4,"1,596"
"King William County",-,"201 - Sweet Hall",210,295,7,2,0,2,516
"King William County",-,"202 - Courthouse",519,596,5,2,1,5,"1,128"
"King William County",-,"301 - Aylett",481,"1,104",8,9,0,3,"1,605"
"King William County",-,"401 - Manquin",572,"1,132",3,6,4,1,"1,718"
"King William County",-,"501 - Mangohick",735,"1,052",11,2,5,3,"1,808"
"King William County",-,"Ab - Central Absentee Precinct",224,317,7,1,0,3,552
"King William County",-,Provisional,0,2,0,0,0,0,2
"Lancaster County",-,"101 - Precinct 1-1",490,729,9,2,2,3,"1,235"
"Lancaster County",-,"201 - Precinct 2-1",725,431,7,0,0,2,"1,165"
"Lancaster County",-,"301 - Precinct 3-1",329,605,5,2,3,0,944
"Lancaster County",-,"302 - Precinct 3-2",136,287,1,0,2,1,427
"Lancaster County",-,"401 - Precinct 4-1",729,337,4,3,1,1,"1,075"
"Lancaster County",-,"501 - Precinct 5-1",438,889,2,0,2,1,"1,332"
"Lancaster County",-,"Ab - Central Absentee Precinct",297,471,1,1,2,2,774
"Lancaster County",-,Provisional,5,4,0,0,0,9,18
"Lee County",-,"101 - Elydale",112,402,3,2,0,0,519
"Lee County",-,"102 - Ewing",122,319,4,3,2,0,450
"Lee County",-,"103 - Rose Hill",206,638,6,5,1,0,856
"Lee County",-,"201 - Blackwater",67,92,0,2,3,0,164
"Lee County",-,"202 - Flatwoods",134,497,6,15,0,1,653
"Lee County",-,"203 - Jonesville",112,301,4,2,2,2,423
"Lee County",-,"204 - South Jonesville",182,421,3,6,2,1,615
"Lee County",-,"301 - Ben Hur",222,695,3,6,2,3,931
"Lee County",-,"302 - West Pennington Gap",68,123,1,0,2,0,194
"Lee County",-,"302 - Woodway",202,511,3,3,4,2,725
"Lee County",-,"401 - Stickleyville",124,279,2,4,2,0,411
"Lee County",-,"402 - Jasper",85,183,4,2,0,2,276
"Lee County",-,"403 - Seminary",80,300,2,2,0,0,384
"Lee County",-,"404 - Dryden",213,538,3,0,1,2,757
"Lee County",-,"501 - Saint Charles",105,110,0,2,2,0,219
"Lee County",-,"502 - Pennington",199,582,7,1,1,1,791
"Lee County",-,"502 - Stone Creek",81,130,2,2,0,0,215
"Lee County",-,"503 - Robbins Chapel",27,93,0,4,0,0,124
"Lee County",-,"504 - Keokee",67,130,1,1,0,0,199
"Lee County",-,"Ab - Central Absentee Precinct",175,501,5,5,2,2,690
"Lee County",-,Provisional,0,2,0,0,0,0,2
"Lexington City",-,"1 - Lexington","1,285","1,016",27,9,7,7,"2,351"
"Lexington City",-,"Ab - Central Absentee Precinct",199,130,1,2,1,1,334
"Lexington City",-,Provisional,2,0,0,0,0,2,4
"Loudoun County",-,"107 - Little River","1,452","1,535",18,5,4,4,"3,018"
"Loudoun County",-,"108 - Mercer",863,751,16,5,1,1,"1,637"
"Loudoun County",-,"112 - Freedom","1,236",936,15,3,1,6,"2,197"
"Loudoun County",-,"114 - Dulles South",449,389,1,1,1,2,843
"Loudoun County",-,"117 - Carter","1,564",770,12,1,3,4,"2,354"
"Loudoun County",-,"118 - Moorefield",721,504,9,3,3,5,"1,245"
"Loudoun County",-,"119 - Arcola",987,741,24,1,2,5,"1,760"
"Loudoun County",-,"120 - Lunsford",837,726,9,0,5,1,"1,578"
"Loudoun County",-,"121 - Town Hall",604,564,14,1,1,2,"1,186"
"Loudoun County",-,"122 - Hutchison Farm","1,002",851,18,4,5,6,"1,886"
"Loudoun County",-,"207 - River Bend",647,635,14,2,4,6,"1,308"
"Loudoun County",-,"208 - Algonkian",713,599,11,3,4,0,"1,330"
"Loudoun County",-,"209 - Potomac Falls","1,000",791,20,1,2,5,"1,819"
"Loudoun County",-,"210 - Cascades","1,185",914,22,0,6,5,"2,132"
"Loudoun County",-,"213 - Countryside",464,304,2,1,4,2,777
"Loudoun County",-,"214 - Sugarland North","1,089","1,040",12,0,5,5,"2,151"
"Loudoun County",-,"215 - Sugarland South","1,197",760,31,3,6,11,"2,008"
"Loudoun County",-,"216 - Lowes Island",836,889,13,2,3,3,"1,746"
"Loudoun County",-,"217 - South Bank","1,005",903,11,1,1,4,"1,925"
"Loudoun County",-,"218 - University Center",860,477,18,0,3,2,"1,360"
"Loudoun County",-,"219 - Galilee Church",849,622,17,2,3,3,"1,496"
"Loudoun County",-,"301 - Purcellville",891,"1,190",24,3,1,2,"2,111"
"Loudoun County",-,"302 - Round Hill",635,905,18,3,8,5,"1,574"
"Loudoun County",-,"303 - Hillsboro",613,901,15,5,6,0,"1,540"
"Loudoun County",-,"305 - Philomont",309,469,5,0,1,1,785
"Loudoun County",-,"307 - Middleburg",476,410,3,1,1,3,894
"Loudoun County",-,"308 - St Louis",465,450,7,2,4,2,930
"Loudoun County",-,"309 - Aldie",348,342,6,2,3,1,702
"Loudoun County",-,"310 - Mountain View",797,"1,153",27,2,2,12,"1,993"
"Loudoun County",-,"311 - Round Hill Elementary",611,861,16,6,8,3,"1,505"
"Loudoun County",-,"312 - Briar Woods",971,"1,278",25,1,2,2,"2,279"
"Loudoun County",-,"313 - Pinebrook",506,432,8,1,0,3,950
"Loudoun County",-,"314 - Legacy",982,950,18,1,5,1,"1,957"
"Loudoun County",-,"315 - Firehouse",225,387,4,1,2,1,620
"Loudoun County",-,"316 - Creighton's Corner","1,024",874,14,2,2,1,"1,917"
"Loudoun County",-,"401 - West Lovettsville",851,"1,073",28,0,6,10,"1,968"
"Loudoun County",-,"402 - Waterford",679,994,11,3,4,2,"1,693"
"Loudoun County",-,"403 - Lucketts",689,914,11,1,7,6,"1,628"
"Loudoun County",-,"407 - Harper Park",735,770,10,2,2,1,"1,520"
"Loudoun County",-,"408 - Evergreen",812,728,8,3,2,2,"1,555"
"Loudoun County",-,"409 - Clarkes Gap",661,"1,100",17,2,3,7,"1,790"
"Loudoun County",-,"411 - East Lovettsville",621,844,24,3,4,4,"1,500"
"Loudoun County",-,"413 - Tuscarora",46,60,0,0,0,0,106
"Loudoun County",-,"414 - Red Rock",530,524,6,0,1,0,"1,061"
"Loudoun County",-,"416 - Hamilton",951,"1,216",20,7,9,2,"2,205"
"Loudoun County",-,"417 - Between The Hills",86,164,2,0,0,0,252
"Loudoun County",-,"418 - Rehau",489,857,8,3,4,1,"1,362"
"Loudoun County",-,"419 - J. L. Simpson",621,"1,043",12,1,0,3,"1,680"
"Loudoun County",-,"501 - West Leesburg",913,766,21,3,6,13,"1,722"
"Loudoun County",-,"502 - East Leesburg","1,363",684,20,10,11,13,"2,101"
"Loudoun County",-,"503 - Dry Mill",504,514,21,2,1,5,"1,047"
"Loudoun County",-,"504 - Smarts Mill",946,805,24,5,2,8,"1,790"
"Loudoun County",-,"505 - Cool Spring",932,"1,018",21,8,6,2,"1,987"
"Loudoun County",-,"506 - Brandon Park",710,431,17,5,3,3,"1,169"
"Loudoun County",-,"507 - Greenway",552,486,7,1,2,5,"1,053"
"Loudoun County",-,"508 - Balls Bluff",991,941,15,0,4,5,"1,956"
"Loudoun County",-,"509 - Tolbert","1,042",675,13,2,1,4,"1,737"
"Loudoun County",-,"510 - Heritage",516,666,13,0,1,3,"1,199"
"Loudoun County",-,"615 - Hillside",917,901,23,2,11,5,"1,859"
"Loudoun County",-,"616 - Eagle Ridge","1,104","1,271",17,3,4,3,"2,402"
"Loudoun County",-,"617 - Oak Grove",496,139,8,2,1,0,646
"Loudoun County",-,"618 - Mill Run","1,042",817,22,4,6,2,"1,893"
"Loudoun County",-,"619 - Ridgetop",596,201,18,0,3,3,821
"Loudoun County",-,"620 - Russell Branch","1,079",946,19,6,5,8,"2,063"
"Loudoun County",-,"621 - Dominion Trail","1,182",974,12,0,5,0,"2,173"
"Loudoun County",-,"622 - Farmwell Station","1,281",997,19,1,3,3,"2,304"
"Loudoun County",-,"623 - Weller","1,330","1,110",18,8,1,3,"2,470"
"Loudoun County",-,"701 - Sully","1,104",731,18,4,10,3,"1,870"
"Loudoun County",-,"702 - Park View",964,602,13,3,9,6,"1,597"
"Loudoun County",-,"703 - Rolling Ridge","1,191",577,20,1,10,3,"1,802"
"Loudoun County",-,"705 - Forest Grove","1,322",943,31,3,9,9,"2,317"
"Loudoun County",-,"707 - Claude Moore Park",874,512,18,2,8,0,"1,414"
"Loudoun County",-,"708 - Seneca",883,751,14,5,2,3,"1,658"
"Loudoun County",-,"709 - Mirror Ridge","1,172",581,14,1,3,3,"1,774"
"Loudoun County",-,"710 - Sterling",927,540,26,1,4,4,"1,502"
"Loudoun County",-,"808 - Stone Bridge","1,171","1,108",21,5,6,2,"2,313"
"Loudoun County",-,"810 - Cedar Lane","1,043",863,12,3,7,4,"1,932"
"Loudoun County",-,"813 - Seldens Landing",846,631,6,2,6,2,"1,493"
"Loudoun County",-,"814 - Newton - Lee",833,"1,115",10,3,2,1,"1,964"
"Loudoun County",-,"815 - Belmont Ridge","1,527","1,521",12,0,5,0,"3,065"
"Loudoun County",-,"817 - Sanders Corner",958,"1,070",15,0,4,6,"2,053"
"Loudoun County",-,"818 - Broad Run",766,742,12,2,0,1,"1,523"
"Loudoun County",-,"819 - Heritage Church",733,724,17,2,2,3,"1,481"
"Loudoun County",-,"820 - Belmont Station",838,729,10,3,2,5,"1,587"
"Loudoun County",-,"Ab - Central Absentee Precinct","11,543","10,530",148,16,37,53,"22,327"
"Loudoun County",-,Provisional,104,90,1,0,0,5,200
"Louisa County",-,"101 - Zion",624,862,12,5,0,2,"1,505"
"Louisa County",-,"102 - Mechanicsville",393,465,6,8,0,3,875
"Louisa County",-,"201 - Louisa #1",408,499,4,9,3,4,927
"Louisa County",-,"202 - Louisa #2",464,485,8,8,4,1,970
"Louisa County",-,"301 - Patrick Henry No 1","1,025",709,13,8,2,4,"1,761"
"Louisa County",-,"302 - Patrick Henry #2",210,223,4,5,4,3,449
"Louisa County",-,"401 - Mineral",581,901,11,13,1,5,"1,512"
"Louisa County",-,"402 - Yanceyville",249,225,3,2,4,1,484
"Louisa County",-,"501 - Fredericks Hall",484,595,6,2,5,1,"1,093"
"Louisa County",-,"502 - Cuckoo",326,484,9,5,3,2,829
"Louisa County",-,"601 - Bumpass",258,612,3,6,5,3,887
"Louisa County",-,"602 - Locust Creek",379,758,9,6,2,2,"1,156"
"Louisa County",-,"701 - Sheltons Mill",427,800,7,6,1,1,"1,242"
"Louisa County",-,"702 - South Anna",372,576,9,4,6,0,967
"Louisa County",-,"Ab - Central Absentee Precinct",747,"1,014",6,3,8,4,"1,782"
"Louisa County",-,Provisional,6,7,0,0,0,0,13
"Lunenburg County",-,"101 - Plymouth",236,435,2,4,0,1,678
"Lunenburg County",-,"201 - Browns Store",219,371,3,1,1,0,595
"Lunenburg County",-,"301 - Rosebud",105,298,0,4,0,0,407
"Lunenburg County",-,"302 - Flat Rock",186,252,1,3,1,0,443
"Lunenburg County",-,"401 - Arrowhead Gun Club",80,211,0,4,0,0,295
"Lunenburg County",-,"402 - Pleasant Grove",180,300,6,7,2,2,497
"Lunenburg County",-,"501 - Reedy Creek",239,155,1,4,0,0,399
"Lunenburg County",-,"502 - Peoples Community Center",337,119,0,3,3,1,463
"Lunenburg County",-,"601 - Hounds Creek",471,253,2,1,2,0,729
"Lunenburg County",-,"701 - Meherrin Fire Department",196,167,3,1,0,2,369
"Lunenburg County",-,"702 - Victoria Public Library",196,230,3,6,1,0,436
"Lunenburg County",-,"Ab - Central Absentee Precinct",239,178,1,2,1,9,430
"Lynchburg City",-,"101 - First Ward First Precinct","1,295","1,606",34,12,1,13,"2,961"
"Lynchburg City",-,"102 - First Ward Second Precinct",914,"1,666",23,7,6,10,"2,626"
"Lynchburg City",-,"103 - First Ward Third Precinct",624,"1,167",8,4,1,1,"1,805"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",555,409,14,2,4,3,987
"Lynchburg City",-,"105 - First Ward Fifth Precinct",564,612,27,5,2,6,"1,216"
"Lynchburg City",-,"201 - Second Ward First Precinct","2,130",481,20,17,9,8,"2,665"
"Lynchburg City",-,"202 - Second Ward Second Precinct","1,683",274,13,4,1,6,"1,981"
"Lynchburg City",-,"203 - Second Ward Third Precinct",748,136,5,0,1,2,892
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",422,272,14,3,0,0,711
"Lynchburg City",-,"301 - Third Ward First Precinct",611,519,24,12,3,6,"1,175"
"Lynchburg City",-,"302 - Third Ward Second Precinct",153,"3,120",48,19,1,6,"3,347"
"Lynchburg City",-,"303 - Third Ward Third Precinct",512,787,15,4,3,3,"1,324"
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",450,761,12,3,1,8,"1,235"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",617,"1,514",26,7,1,5,"2,170"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",957,"1,994",31,10,2,9,"3,003"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",431,700,12,8,4,2,"1,157"
"Lynchburg City",-,"403 - Fourth Ward Third Precinct","1,050","1,418",46,13,4,7,"2,538"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct","1,015","1,178",17,5,3,3,"2,221"
"Lynchburg City",-,"Ab - Central Absentee Precinct","1,205","1,185",12,7,2,3,"2,414"
"Lynchburg City",-,Provisional,12,7,1,0,0,0,20
"Madison County",-,"1 - Oak Park",314,375,9,3,1,3,705
"Madison County",-,"2 - Radiant",471,547,2,5,2,1,"1,028"
"Madison County",-,"3 - Rochelle",141,318,5,4,1,0,469
"Madison County",-,"4 - Graves Mill",13,37,0,0,0,0,50
"Madison County",-,"5 - Madison",484,652,4,4,3,3,"1,150"
"Madison County",-,"6 - Wolftown",259,346,9,3,2,0,619
"Madison County",-,"7 - Brightwood",361,724,8,9,1,0,"1,103"
"Madison County",-,"8 - Criglersville",173,337,2,5,2,0,519
"Madison County",-,"9 - Etlan",112,192,1,3,0,0,308
"Madison County",-,"Ab - Central Absentee Precinct",311,340,3,6,1,1,662
"Madison County",-,Provisional,0,1,0,0,0,3,4
"Manassas City",-,"1 - Dean","1,647","1,532",31,11,3,11,"3,235"
"Manassas City",-,"2 - Weems","1,317",937,31,7,6,12,"2,310"
"Manassas City",-,"3 - Metz","1,340","1,086",25,7,7,3,"2,468"
"Manassas City",-,"4 - Haydon","1,582","1,188",18,7,5,5,"2,805"
"Manassas City",-,"5 - Baldwin","1,626",907,31,3,5,8,"2,580"
"Manassas City",-,"Ab - Central Absentee Precinct",966,813,12,2,2,7,"1,802"
"Manassas Park City",-,"1 - Precinct One","1,376",818,24,6,9,7,"2,240"
"Manassas Park City",-,"2 - Precinct Two","1,125",678,11,8,6,3,"1,831"
"Manassas Park City",-,"Ab - Central Absentee Precinct",374,202,2,0,2,0,580
"Manassas Park City",-,Provisional,4,1,0,0,0,0,5
"Martinsville City",-,"1 - Precinct #1",608,4,1,3,1,0,617
"Martinsville City",-,"2 - Precinct #2",679,423,3,22,1,2,"1,130"
"Martinsville City",-,"3 - Precinct #3",526,222,2,16,3,0,769
"Martinsville City",-,"4 - Precinct #4",851,364,3,15,0,1,"1,234"
"Martinsville City",-,"5 - Precinct #5",510,"1,007",7,14,5,3,"1,546"
"Martinsville City",-,"6 - Precinct #6",336,1,0,1,0,1,339
"Martinsville City",-,"Ab - Central Absentee Precinct",345,291,1,12,0,1,650
"Martinsville City",-,Provisional,0,0,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake",315,678,18,6,2,0,"1,019"
"Mathews County",-,"2 - Westville",554,"1,025",6,3,7,4,"1,599"
"Mathews County",-,"3 - Piankatank",563,"1,101",15,4,2,6,"1,691"
"Mathews County",-,"Ab - Central Absentee Precinct",375,681,1,3,2,0,"1,062"
"Mathews County",-,Provisional,0,3,0,0,0,0,3
"Mecklenburg County",-,"101 - Wrights Store",284,194,3,4,1,0,486
"Mecklenburg County",-,"102 - Pearsons Store",49,120,0,1,1,0,171
"Mecklenburg County",-,"103 - South Clarksville",509,364,4,5,0,0,882
"Mecklenburg County",-,"201 - Boydton",287,223,4,4,1,0,519
"Mecklenburg County",-,"202 - Bluestone Senior High School",139,65,0,4,0,0,208
"Mecklenburg County",-,"203 - Chase City Vfw Post",362,79,0,3,1,0,445
"Mecklenburg County",-,"301 - Bracey",298,659,4,5,1,0,967
"Mecklenburg County",-,"302 - Lacrosse",320,351,5,7,1,1,685
"Mecklenburg County",-,"401 - American Legion Hall",837,408,3,6,2,1,"1,257"
"Mecklenburg County",-,"402 - Park View Middle School",133,58,0,0,1,0,192
"Mecklenburg County",-,"501 - South Hill",612,842,3,5,3,0,"1,465"
"Mecklenburg County",-,"601 - Baskerville",232,393,1,7,1,0,634
"Mecklenburg County",-,"602 - Union Level",93,261,1,4,1,0,360
"Mecklenburg County",-,"603 - Smith Crossroads",95,168,0,3,0,0,266
"Mecklenburg County",-,"604 - Lake Gaston",105,206,1,1,1,0,314
"Mecklenburg County",-,"701 - Chase City",345,397,0,7,1,0,750
"Mecklenburg County",-,"702 - Sunshine",233,285,1,4,0,0,523
"Mecklenburg County",-,"801 - Finchley",88,119,0,0,0,0,207
"Mecklenburg County",-,"802 - Bluestone",282,491,3,10,0,0,786
"Mecklenburg County",-,"803 - Chase City Elementary School",270,297,0,5,1,0,573
"Mecklenburg County",-,"901 - Averett",22,156,1,0,0,0,179
"Mecklenburg County",-,"902 - Buffalo Springs",103,256,3,3,0,0,365
"Mecklenburg County",-,"903 - Clarksville",410,834,5,6,2,0,"1,257"
"Mecklenburg County",-,"Ab - Central Absentee Precinct",812,745,11,9,3,1,"1,581"
"Mecklenburg County",-,Provisional,1,2,2,0,0,0,5
"Middlesex County",-,"101 - Saluda",180,243,1,1,2,2,429
"Middlesex County",-,"102 - Urbanna",233,438,8,1,2,1,683
"Middlesex County",-,"201 - New Market",344,858,4,6,3,2,"1,217"
"Middlesex County",-,"301 - Waterview",227,254,8,3,0,1,493
"Middlesex County",-,"302 - Church View",290,246,3,1,0,0,540
"Middlesex County",-,"401- Harmony Village",430,533,10,5,2,2,982
"Middlesex County",-,"501 - Wilton",415,693,5,2,3,3,"1,121"
"Middlesex County",-,"Ab - Central Absentee Precinct",249,354,3,1,3,2,612
"Middlesex County",-,Provisional,2,0,1,0,0,0,3
"Montgomery County",-,"101 - Precinct A-1",944,861,25,4,4,4,"1,842"
"Montgomery County",-,"102 - Precinct A-2","1,293",681,61,4,6,4,"2,049"
"Montgomery County",-,"103 - Precinct A-3","1,361",892,43,6,12,5,"2,319"
"Montgomery County",-,"201 - Precinct B-1",129,124,0,0,0,0,253
"Montgomery County",-,"202 - Precinct B-2","1,046","1,147",40,12,3,2,"2,250"
"Montgomery County",-,"203 - Precinct B-3",541,749,13,6,3,1,"1,313"
"Montgomery County",-,"204 - Precinct B-4",994,"1,340",28,7,7,5,"2,381"
"Montgomery County",-,"301 - Precinct C-1",594,"1,048",17,11,2,2,"1,674"
"Montgomery County",-,"302 - Precinct C-2",596,"1,029",20,12,2,2,"1,661"
"Montgomery County",-,"303 - Precinct C-3",220,370,3,10,2,1,606
"Montgomery County",-,"304 - Precinct C-4",632,"1,007",27,13,0,3,"1,682"
"Montgomery County",-,"401 - Precinct D-1",413,618,17,8,9,1,"1,066"
"Montgomery County",-,"402 - Precinct D-2",468,"1,081",6,17,2,0,"1,574"
"Montgomery County",-,"403 - Precinct D-3",468,827,14,12,6,3,"1,330"
"Montgomery County",-,"404 - Precinct D-4",226,514,2,10,2,1,755
"Montgomery County",-,"405 - Precinct D-5",739,"1,031",26,9,11,2,"1,818"
"Montgomery County",-,"501 - Precinct E-1",763,715,16,6,5,1,"1,506"
"Montgomery County",-,"502 - Precinct E-2",484,668,12,10,1,3,"1,178"
"Montgomery County",-,"503 - Precinct E-3","1,293",858,90,2,5,6,"2,254"
"Montgomery County",-,"601 - Precinct F-1","1,391",869,52,12,15,4,"2,343"
"Montgomery County",-,"602 - Precinct F-2","1,172",721,57,6,5,5,"1,966"
"Montgomery County",-,"701 - Precinct G-1","1,520",949,62,4,7,7,"2,549"
"Montgomery County",-,"702 - Precinct G-2","1,127",634,59,1,9,6,"1,836"
"Montgomery County",-,"Ab - Central Absentee Precinct","1,489","1,273",20,14,5,3,"2,804"
"Nelson County",-,"101 - Rockfish",806,736,13,5,8,4,"1,572"
"Nelson County",-,"201 - Lovingston",440,408,10,5,2,2,867
"Nelson County",-,"202 - Schuyler",261,248,5,3,1,0,518
"Nelson County",-,"301 - Shipman",619,507,1,7,0,9,"1,143"
"Nelson County",-,"302 - Gladstone",108,101,0,2,0,0,211
"Nelson County",-,"401 - Roseland",572,747,7,6,2,2,"1,336"
"Nelson County",-,"402 - Montebello",36,70,0,0,3,0,109
"Nelson County",-,"501 - Faber",304,274,3,7,1,1,590
"Nelson County",-,"502 - Nellysford",618,560,10,1,0,4,"1,193"
"Nelson County",-,"Ab - Central Absentee Precinct",407,293,5,3,0,0,708
"Nelson County",-,Provisional,0,3,0,0,0,0,3
"New Kent County",-,"102 - Tunstall",170,394,5,2,1,1,573
"New Kent County",-,"103 - Southern Branch",366,"1,076",10,4,2,15,"1,473"
"New Kent County",-,"201 - Quinton",406,867,10,5,3,5,"1,296"
"New Kent County",-,"202 - Kentwood",252,656,6,1,2,2,919
"New Kent County",-,"301 - Watkins",408,386,4,2,1,1,802
"New Kent County",-,"302 - Cumberland",396,656,8,3,4,13,"1,080"
"New Kent County",-,"401 - Providence Forge",442,972,6,2,1,0,"1,423"
"New Kent County",-,"403 - Mountcastle",200,424,6,5,1,10,646
"New Kent County",-,"501 - Eltham",291,521,11,4,6,7,840
"New Kent County",-,"502 - Chickahominy River",332,786,14,6,2,5,"1,145"
"New Kent County",-,"Ab - Central Absentee Precinct",291,506,2,0,1,6,806
"New Kent County",-,Provisional,1,2,0,0,0,0,3
"Newport News City",-,"101 - Denbigh (CD 3)","2,163",495,21,6,9,6,"2,700"
"Newport News City",-,"102 - Epes (CD 3)","2,320",438,14,6,3,2,"2,783"
"Newport News City",-,"103 - Jenkins (CD 3)","1,613",819,32,5,9,7,"2,485"
"Newport News City",-,"104 - Mcintosh (CD 3)","1,378",359,8,4,2,4,"1,755"
"Newport News City",-,"105 - Oyster Point (CD 2)",361,247,6,0,3,1,618
"Newport News City",-,"106 - Reservoir (CD 3)","2,036",827,32,3,2,6,"2,906"
"Newport News City",-,"107 - Richneck (CD 2)","1,657","1,080",24,8,3,4,"2,776"
"Newport News City",-,"108 - Lee Hall (CD 3)","1,530",501,18,5,2,4,"2,060"
"Newport News City",-,"109 - Windsor (CD 2)",886,505,10,0,1,2,"1,404"
"Newport News City",-,"110 - Greenwood (CD 1)","1,696",497,17,2,3,3,"2,218"
"Newport News City",-,"201 - Bland (CD 3)",319,145,10,0,0,2,476
"Newport News City",-,"202 - Boulevard (CD 2)",906,915,13,2,3,3,"1,842"
"Newport News City",-,"203 - Charles (CD 2)","1,286","1,469",31,4,3,7,"2,800"
"Newport News City",-,"204 - Wellesley (CD 2)",955,736,28,2,7,3,"1,731"
"Newport News City",-,"205 - Deep Creek (CD 2)",740,"1,343",13,4,1,2,"2,103"
"Newport News City",-,"208 - Hidenwood (CD 2)",449,847,10,2,0,0,"1,308"
"Newport News City",-,"209 - Hilton (CD 2)",764,864,28,2,6,4,"1,668"
"Newport News City",-,"210 - Nelson (CD 2)","1,385","1,548",24,5,5,4,"2,971"
"Newport News City",-,"211 - Palmer (CD 1)",83,52,3,0,1,0,139
"Newport News City",-,"211 - Palmer (CD 2)","1,197",743,32,5,2,5,"1,984"
"Newport News City",-,"212 - Riverside (CD 2)",417,713,17,2,2,2,"1,153"
"Newport News City",-,"213 - Sanford (CD 2)",306,542,6,4,2,3,863
"Newport News City",-,"215 - Warwick (CD 2)",694,456,18,1,6,3,"1,178"
"Newport News City",-,"216 - Yates (CD 2)",504,727,14,2,1,1,"1,249"
"Newport News City",-,"217 - Riverview (CD 2)",763,"1,027",21,3,3,4,"1,821"
"Newport News City",-,"218 - Kiln Creek (CD 1)",34,29,0,0,0,0,63
"Newport News City",-,"218 - Kiln Creek (CD 2)","1,529","1,341",25,4,2,5,"2,906"
"Newport News City",-,"219 - Deer Park (CD 2)","1,594",785,25,6,5,3,"2,418"
"Newport News City",-,"302 - Briarfield (CD 3)","1,374",278,9,6,3,6,"1,676"
"Newport News City",-,"303 - Carver (CD 3)",916,225,10,2,1,2,"1,156"
"Newport News City",-,"304 - Chestnut (CD 3)",791,5,0,0,0,0,796
"Newport News City",-,"305 - Downtown (CD 3)",368,82,3,1,0,1,455
"Newport News City",-,"306 - Dunbar (CD 3)",455,6,0,0,0,0,461
"Newport News City",-,"307 - Huntington (CD 3)",759,11,0,0,0,2,772
"Newport News City",-,"308 - Jefferson (CD 3)",804,3,2,1,1,0,811
"Newport News City",-,"309 - Magruder (CD 3)",772,12,2,0,1,0,787
