County/City,Ward,Pct,"Jason Stuart Redding Miyares","Mark Rankin Herring","All Others","Total Votes Cast"
"James City County",-,"303 - Powhatan C (CD 1)",530,152,0,682
"James City County",-,"304 - Powhatan D (CD 1)",495,484,3,982
"James City County",-,"401 - Stonehouse A (CD 1)","1,111",630,2,"1,743"
"James City County",-,"402 - Stonehouse B (CD 1)","1,019",611,1,"1,631"
"James City County",-,"403 - Stonehouse C (CD 1)","1,037",432,1,"1,470"
"James City County",-,"501 - Roberts A (CD 2)",236,399,0,635
"James City County",-,"502 - Roberts B (CD 2)",920,352,0,"1,272"
"James City County",-,"503 - Roberts C (CD 2)",92,160,0,252
"James City County",-,"504 - Roberts D (CD 1)",0,0,0,0
"James City County",-,"504 - Roberts D (CD 2)",687,547,0,"1,234"
"James City County",-,"##ab - Central Absentee Precinct (CD 1)",820,"2,110",1,"2,931"
"James City County",-,"##ab - Central Absentee Precinct (CD 2)",228,585,1,814
"James City County",-,"##ev - Central Absentee Precinct (CD 1)","7,541","7,201",9,"14,751"
"James City County",-,"##ev - Central Absentee Precinct (CD 2)","1,441","1,745",2,"3,188"
"James City County",-,"##pe - Central Absentee Precinct (CD 1)",15,59,1,75
"James City County",-,"##pe - Central Absentee Precinct (CD 2)",10,13,0,23
"James City County",-,"Provisional (CD 1)",16,30,0,46
"James City County",-,"Provisional (CD 2)",11,14,0,25
"King and Queen County",-,"101 - Owenton",266,243,0,509
"King and Queen County",-,"201 - Clarks",388,134,0,522
"King and Queen County",-,"301 - Shacklefords",334,169,1,504
"King and Queen County",-,"401 - Courthouse",308,162,0,470
"King and Queen County",-,"501 - Oldmill",367,82,0,449
"King and Queen County",-,"##ab - Central Absentee Precinct",75,126,1,202
"King and Queen County",-,"##ev - Central Absentee Precinct",354,222,0,576
"King and Queen County",-,"##pe - Central Absentee Precinct",5,8,0,13
"King and Queen County",-,Provisional,1,2,0,3
"King George County",-,"101 - Courthouse",900,305,2,"1,207"
"King George County",-,"102 - Passapatanzy",530,207,0,737
"King George County",-,"201 - Monroe","1,079",286,1,"1,366"
"King George County",-,"301 - Dahlgren",879,427,0,"1,306"
"King George County",-,"401 - Shiloh","1,048",350,2,"1,400"
"King George County",-,"##ab - Central Absentee Precinct",195,472,1,668
"King George County",-,"##ev - Central Absentee Precinct","2,541","1,401",2,"3,944"
"King George County",-,"##pe - Central Absentee Precinct",7,3,0,10
"King George County",-,Provisional,6,7,0,13
"King William County",-,"101 - West Point",865,366,0,"1,231"
"King William County",-,"201 - Sweet Hall",411,93,0,504
"King William County",-,"202 - Courthouse",517,183,1,701
"King William County",-,"301 - Aylett","1,060",216,2,"1,278"
"King William County",-,"401 - Manquin","1,110",282,3,"1,395"
"King William County",-,"501 - Mangohick",995,316,0,"1,311"
"King William County",-,"##ab - Central Absentee Precinct",138,219,0,357
"King William County",-,"##ev - Central Absentee Precinct","1,140",615,1,"1,756"
"King William County",-,"##pe - Central Absentee Precinct",4,3,0,7
"King William County",-,Provisional,1,0,0,1
"Lancaster County",-,"101 - Precinct 1-1",481,169,1,651
"Lancaster County",-,"201 - Precinct 2-1",270,259,0,529
"Lancaster County",-,"301 - Precinct 3-1",430,186,0,616
"Lancaster County",-,"302 - Precinct 3-2",226,76,1,303
"Lancaster County",-,"401 - Precinct 4-1",267,332,0,599
"Lancaster County",-,"501 - Precinct 5-1",624,272,0,896
"Lancaster County",-,"##ab - Central Absentee Precinct",135,240,0,375
"Lancaster County",-,"##ev - Central Absentee Precinct","1,009",863,0,"1,872"
"Lancaster County",-,"##pe - Central Absentee Precinct",0,1,0,1
"Lancaster County",-,Provisional,2,2,0,4
"Lee County",-,"101 - Elydale",271,38,0,309
"Lee County",-,"102 - Ewing",260,38,0,298
"Lee County",-,"103 - Rose Hill",520,53,0,573
"Lee County",-,"201 - Blackwater",106,15,0,121
"Lee County",-,"202 - Flatwoods",413,50,0,463
"Lee County",-,"203 - Jonesville",601,63,0,664
"Lee County",-,"301 - Ben Hur",633,76,0,709
"Lee County",-,"302 - Woodway",468,36,0,504
"Lee County",-,"401 - Stickleyville",280,37,0,317
"Lee County",-,"402 - Jasper",218,21,0,239
"Lee County",-,"403 - Seminary",302,24,0,326
"Lee County",-,"404 - Dryden",483,55,2,540
"Lee County",-,"501 - Saint Charles",172,39,0,211
"Lee County",-,"502 - Pennington",497,54,0,551
"Lee County",-,"503 - Robbins Chapel",72,10,0,82
"Lee County",-,"504 - Keokee",103,16,1,120
"Lee County",-,"##ab - Central Absentee Precinct",144,115,1,260
"Lee County",-,"##ev - Central Absentee Precinct",771,176,1,948
"Lee County",-,"##pe - Central Absentee Precinct",2,2,0,4
"Lee County",-,Provisional,0,0,0,0
"Lexington City",-,"1 - Lexington",451,523,2,976
"Lexington City",-,"##ab - Central Absentee Precinct",31,174,0,205
"Lexington City",-,"##ev - Central Absentee Precinct",265,607,0,872
"Lexington City",-,"##pe - Central Absentee Precinct",1,5,0,6
"Lexington City",-,Provisional,1,8,0,9
"Loudoun County",-,"107 - Little River",521,578,1,"1,100"
"Loudoun County",-,"108 - Mercer",454,572,0,"1,026"
"Loudoun County",-,"112 - Freedom",335,445,1,781
"Loudoun County",-,"114 - Dulles South",394,461,2,857
"Loudoun County",-,"117 - Carter",170,299,0,469
"Loudoun County",-,"118 - Moorefield",469,695,0,"1,164"
"Loudoun County",-,"119 - Arcola",365,575,1,941
"Loudoun County",-,"120 - Lunsford",507,638,2,"1,147"
"Loudoun County",-,"121 - Town Hall",333,415,1,749
"Loudoun County",-,"122 - Hutchison Farm",515,580,0,"1,095"
"Loudoun County",-,"123 - Cardinal Ridge",328,385,2,715
"Loudoun County",-,"124 - Liberty",323,458,0,781
"Loudoun County",-,"125 - Rock Ridge",382,548,2,932
"Loudoun County",-,"126-Goshen Post",474,586,2,"1,062"
"Loudoun County",-,"207 - River Bend",385,408,1,794
"Loudoun County",-,"208 - Algonkian",403,473,2,878
"Loudoun County",-,"209 - Potomac Falls",471,627,1,"1,099"
"Loudoun County",-,"210 - Cascades",527,717,1,"1,245"
"Loudoun County",-,"213 - Countryside",177,256,0,433
"Loudoun County",-,"214 - Sugarland North",578,678,3,"1,259"
"Loudoun County",-,"215 - Sugarland South",526,662,0,"1,188"
"Loudoun County",-,"216 - Lowes Island",558,602,2,"1,162"
"Loudoun County",-,"217 - South Bank",560,625,2,"1,187"
"Loudoun County",-,"218 - University Center",341,525,0,866
"Loudoun County",-,"219 - Galilee Church",432,539,1,972
"Loudoun County",-,"301 - Purcellville",756,535,0,"1,291"
"Loudoun County",-,"302 - Round Hill",918,504,1,"1,423"
"Loudoun County",-,"303 - Hillsboro",782,412,1,"1,195"
"Loudoun County",-,"305 - Philomont",404,273,1,678
"Loudoun County",-,"307 - Middleburg",321,360,0,681
"Loudoun County",-,"308 - St Louis",337,330,0,667
"Loudoun County",-,"309 - Aldie",280,223,0,503
"Loudoun County",-,"310 - Mountain View",930,585,1,"1,516"
"Loudoun County",-,"311 - Round Hill Elementary",979,552,2,"1,533"
"Loudoun County",-,"312 - Briar Woods",471,767,0,"1,238"
"Loudoun County",-,"313 - Pinebrook",688,701,1,"1,390"
"Loudoun County",-,"314 - Legacy",502,708,1,"1,211"
"Loudoun County",-,"315 - Firehouse",310,174,1,485
"Loudoun County",-,"316 - Creighton's Corner",592,839,2,"1,433"
"Loudoun County",-,"318 - Madison's Trust",841,591,1,"1,433"
"Loudoun County",-,"319 - John Champe",897,982,1,"1,880"
"Loudoun County",-,"320 - Stone Hill",614,"1,109",1,"1,724"
"Loudoun County",-,"321 - Brambleton Middle",323,458,1,782
"Loudoun County",-,"322-Buffalo Trail",380,510,0,890
"Loudoun County",-,"401 - West Lovettsville","1,180",651,3,"1,834"
"Loudoun County",-,"402 - Waterford",881,562,0,"1,443"
"Loudoun County",-,"403 - Lucketts",890,599,2,"1,491"
"Loudoun County",-,"407 - Harper Park",346,416,0,762
"Loudoun County",-,"408 - Evergreen",709,619,2,"1,330"
"Loudoun County",-,"409 - Clarkes Gap",787,467,3,"1,257"
"Loudoun County",-,"411 - East Lovettsville",753,386,4,"1,143"
"Loudoun County",-,"413 - Tuscarora",29,38,1,68
"Loudoun County",-,"414 - Red Rock",314,444,1,759
"Loudoun County",-,"416 - Hamilton","1,021",642,2,"1,665"
"Loudoun County",-,"420 - River Creek",567,322,1,890
"Loudoun County",-,"421 - Between The Hills",139,68,0,207
"Loudoun County",-,"422 - Sycolin Creek",561,332,0,893
"Loudoun County",-,"501 - West Leesburg",479,515,2,996
"Loudoun County",-,"502 - East Leesburg",397,625,2,"1,024"
"Loudoun County",-,"503 - Dry Mill",308,313,0,621
"Loudoun County",-,"504 - Smarts Mill",509,639,3,"1,151"
"Loudoun County",-,"505 - Cool Spring",645,566,0,"1,211"
"Loudoun County",-,"506 - Brandon Park",254,355,4,613
"Loudoun County",-,"507 - Greenway",284,231,1,516
"Loudoun County",-,"508 - Balls Bluff",597,691,1,"1,289"
"Loudoun County",-,"509 - Tolbert",569,858,1,"1,428"
"Loudoun County",-,"510 - Heritage",351,313,0,664
"Loudoun County",-,"615 - Hillside",508,660,2,"1,170"
"Loudoun County",-,"616 - Eagle Ridge",529,679,2,"1,210"
"Loudoun County",-,"617 - Oak Grove",138,331,0,469
"Loudoun County",-,"619 - Ridgetop",159,334,0,493
"Loudoun County",-,"620 - Russell Branch",604,738,1,"1,343"
"Loudoun County",-,"621 - Dominion Trail",644,795,2,"1,441"
"Loudoun County",-,"622 - Farmwell Station",584,846,3,"1,433"
"Loudoun County",-,"623 - Weller",684,887,3,"1,574"
"Loudoun County",-,"625 - Mill Run",263,285,0,548
"Loudoun County",-,"626 - Ashby Ponds",456,642,0,"1,098"
"Loudoun County",-,"627 - Ashbrook",148,252,3,403
"Loudoun County",-,"628 - Moorefield Station",565,805,2,"1,372"
"Loudoun County",-,"629 - Discovery",138,177,0,315
"Loudoun County",-,"701 - Sully",404,495,1,900
"Loudoun County",-,"702 - Park View",374,456,3,833
"Loudoun County",-,"703 - Rolling Ridge",335,681,3,"1,019"
"Loudoun County",-,"705 - Forest Grove",498,664,1,"1,163"
"Loudoun County",-,"707 - Claude Moore Park",303,496,1,800
"Loudoun County",-,"708 - Seneca",452,499,2,953
"Loudoun County",-,"709 - Mirror Ridge",398,574,3,975
"Loudoun County",-,"710 - Sterling",321,379,3,703
"Loudoun County",-,"808 - Stone Bridge",677,783,2,"1,462"
"Loudoun County",-,"810 - Cedar Lane",517,617,1,"1,135"
"Loudoun County",-,"813 - Seldens Landing",362,546,0,908
"Loudoun County",-,"814 - Newton - Lee",719,611,1,"1,331"
"Loudoun County",-,"815 - Belmont Ridge",491,638,2,"1,131"
"Loudoun County",-,"817 - Sanders Corner",717,734,2,"1,453"
"Loudoun County",-,"818 - Broad Run",457,508,1,966
"Loudoun County",-,"819 - Heritage Church",432,465,0,897
"Loudoun County",-,"820 - Belmont Station",467,564,2,"1,033"
"Loudoun County",-,"822 - Riverside",370,462,0,832
"Loudoun County",-,"##ab - Central Absentee Precinct","4,546","13,215",13,"17,774"
"Loudoun County",-,"##ev - Central Absentee Precinct","16,972","23,353",19,"40,344"
"Loudoun County",-,"##pe - Central Absentee Precinct",589,"1,674",3,"2,266"
"Loudoun County",-,Provisional,104,232,0,336
"Louisa County",-,"101 - Zion",933,514,1,"1,448"
"Louisa County",-,"102 - Mechanicsville",514,209,1,724
"Louisa County",-,"201 - Louisa #1",524,231,0,755
"Louisa County",-,"202 - Louisa #2",549,179,0,728
"Louisa County",-,"301 - Patrick Henry No 1",728,506,0,"1,234"
"Louisa County",-,"302 - Patrick Henry #2",252,118,0,370
"Louisa County",-,"401 - Mineral","1,004",300,0,"1,304"
"Louisa County",-,"402 - Yanceyville",262,111,0,373
"Louisa County",-,"501 - Fredericks Hall",241,149,1,391
"Louisa County",-,"502 - Cuckoo",508,158,0,666
"Louisa County",-,"503 - Elk Creek",493,128,0,621
"Louisa County",-,"601 - Bumpass",705,144,2,851
"Louisa County",-,"602 - Locust Creek",809,211,0,"1,020"
"Louisa County",-,"701 - Sheltons Mill",873,207,0,"1,080"
"Louisa County",-,"702 - South Anna",505,184,0,689
"Louisa County",-,"##ab - Central Absentee Precinct",349,852,3,"1,204"
"Louisa County",-,"##ev - Central Absentee Precinct","2,329","1,710",0,"4,039"
"Louisa County",-,"##pe - Central Absentee Precinct",21,33,0,54
"Louisa County",-,Provisional,7,6,0,13
"Lunenburg County",-,"101 - Plymouth",272,48,0,320
"Lunenburg County",-,"201 - Browns Store",273,94,0,367
"Lunenburg County",-,"301 - Rosebud",254,50,0,304
"Lunenburg County",-,"302 - Flat Rock",240,89,1,330
"Lunenburg County",-,"401 - Arrowhead Gun Club",173,30,0,203
"Lunenburg County",-,"402 - Pleasant Grove",285,70,0,355
"Lunenburg County",-,"501 - Reedy Creek",111,63,0,174
"Lunenburg County",-,"502 - Peoples Community Center",111,99,0,210
"Lunenburg County",-,"601 - Hounds Creek",205,199,0,404
"Lunenburg County",-,"701 - Meherrin Fire Department",141,75,0,216
"Lunenburg County",-,"702 - Victoria Public Library",189,63,0,252
"Lunenburg County",-,"##ab - Central Absentee Precinct",72,227,0,299
"Lunenburg County",-,"##ev - Central Absentee Precinct",657,487,0,"1,144"
"Lunenburg County",-,"##pe - Central Absentee Precinct",2,1,0,3
"Lunenburg County",-,Provisional,0,1,0,1
"Lynchburg City",-,"101 - First Ward First Precinct",936,544,1,"1,481"
"Lynchburg City",-,"102 - First Ward Second Precinct","1,173",505,1,"1,679"
"Lynchburg City",-,"103 - First Ward Third Precinct",724,383,1,"1,108"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",204,218,1,423
"Lynchburg City",-,"105 - First Ward Fifth Precinct",422,324,0,746
"Lynchburg City",-,"201 - Second Ward First Precinct",360,651,1,"1,012"
"Lynchburg City",-,"202 - Second Ward Second Precinct",297,519,1,817
"Lynchburg City",-,"203 - Second Ward Third Precinct",121,198,1,320
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",208,149,0,357
"Lynchburg City",-,"301 - Third Ward First Precinct",290,259,1,550
"Lynchburg City",-,"302 - Third Ward Second Precinct",511,15,0,526
"Lynchburg City",-,"303 - Third Ward Third Precinct",438,195,0,633
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",451,209,0,660
"Lynchburg City",-,"305 - Third Ward Fifth Precinct","1,062",320,3,"1,385"
"Lynchburg City",-,"401 - Fourth Ward First Precinct","1,389",373,0,"1,762"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",455,233,1,689
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",818,425,2,"1,245"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",806,486,1,"1,293"
"Lynchburg City",-,"##ab - Central Absentee Precinct",740,"2,061",0,"2,801"
"Lynchburg City",-,"##ev - Central Absentee Precinct","2,094","2,981",1,"5,076"
"Lynchburg City",-,"##pe - Central Absentee Precinct",30,69,0,99
"Lynchburg City",-,Provisional,16,28,0,44
"Madison County",-,"1 - Oak Park",362,184,1,547
"Madison County",-,"2 - Radiant",566,245,0,811
"Madison County",-,"3 - Rochelle",332,104,0,436
"Madison County",-,"4 - Graves Mill",40,14,0,54
"Madison County",-,"5 - Madison",572,200,0,772
"Madison County",-,"6 - Wolftown",370,143,0,513
"Madison County",-,"7 - Brightwood",727,156,1,884
"Madison County",-,"8 - Criglersville",313,88,0,401
"Madison County",-,"9 - Etlan",192,78,0,270
"Madison County",-,"##ab - Central Absentee Precinct",79,178,0,257
"Madison County",-,"##ev - Central Absentee Precinct","1,051",659,2,"1,712"
"Madison County",-,"##pe - Central Absentee Precinct",6,9,0,15
"Madison County",-,Provisional,1,2,0,3
"Manassas City",-,"1 - Dean",360,555,0,915
"Manassas City",-,"2 - Weems",549,573,0,"1,122"
"Manassas City",-,"3 - Metz",634,572,0,"1,206"
"Manassas City",-,"4 - Haydon",567,539,6,"1,112"
"Manassas City",-,"5 - Baldwin",477,469,4,950
"Manassas City",-,"6 - Round",536,438,1,975
"Manassas City",-,"##ab - Central Absentee Precinct",259,908,0,"1,167"
"Manassas City",-,"##ev - Central Absentee Precinct","1,580","2,145",6,"3,731"
"Manassas City",-,"##pe - Central Absentee Precinct",14,30,0,44
"Manassas City",-,Provisional,2,13,0,15
"Manassas Park City",-,"1 - Precinct One",330,534,0,864
"Manassas Park City",-,"2 - Precinct Two",294,295,4,593
"Manassas Park City",-,"3 - Precinct Three",289,417,5,711
"Manassas Park City",-,"##ab - Central Absentee Precinct",95,340,1,436
"Manassas Park City",-,"##ev - Central Absentee Precinct",356,601,2,959
"Manassas Park City",-,"##pe - Central Absentee Precinct",4,5,0,9
"Manassas Park City",-,Provisional,4,2,0,6
"Martinsville City",-,"1 - Precinct #1",11,241,1,253
"Martinsville City",-,"2 - Precinct #2",290,278,2,570
"Martinsville City",-,"3 - Precinct #3",123,171,1,295
"Martinsville City",-,"4 - Precinct #4",212,359,1,572
"Martinsville City",-,"5 - Precinct #5",572,315,1,888
"Martinsville City",-,"6 - Precinct #6",7,137,0,144
"Martinsville City",-,"##ab - Central Absentee Precinct",66,317,0,383
"Martinsville City",-,"##ev - Central Absentee Precinct",363,428,0,791
"Martinsville City",-,"##pe - Central Absentee Precinct",1,9,0,10
"Martinsville City",-,Provisional,0,8,0,8
"Mathews County",-,"1 - Chesapeake",445,121,0,566
"Mathews County",-,"2 - Westville",667,205,0,872
"Mathews County",-,"3 - Piankatank",741,194,1,936
"Mathews County",-,"##ab - Central Absentee Precinct",97,123,2,222
"Mathews County",-,"##ev - Central Absentee Precinct","1,492",756,3,"2,251"
"Mathews County",-,"##pe - Central Absentee Precinct",1,4,0,5
"Mathews County",-,Provisional,3,0,0,3
"Mecklenburg County",-,"101 - Wrights Store",215,159,0,374
"Mecklenburg County",-,"102 - Pearsons Store",121,28,0,149
"Mecklenburg County",-,"103 - South Clarksville",299,210,0,509
"Mecklenburg County",-,"201 - Boydton",159,103,0,262
"Mecklenburg County",-,"202 - Bluestone Senior High School",52,64,0,116
"Mecklenburg County",-,"203 - Chase City Vfw Post",47,142,0,189
"Mecklenburg County",-,"301 - Bracey",574,144,1,719
"Mecklenburg County",-,"302 - Lacrosse",295,137,0,432
"Mecklenburg County",-,"401 - American Legion Hall",299,422,0,721
"Mecklenburg County",-,"402 - Park View Middle School",67,79,0,146
"Mecklenburg County",-,"501 - South Hill",575,292,0,867
"Mecklenburg County",-,"601 - Baskerville",273,92,2,367
"Mecklenburg County",-,"602 - Union Level",218,30,0,248
"Mecklenburg County",-,"603 - Smith Crossroads",144,55,0,199
"Mecklenburg County",-,"604 - Lake Gaston",191,61,0,252
"Mecklenburg County",-,"701 - Chase City",285,137,0,422
"Mecklenburg County",-,"702 - Sunshine",275,110,1,386
"Mecklenburg County",-,"801 - Finchley",107,43,0,150
"Mecklenburg County",-,"802 - Bluestone",334,73,0,407
"Mecklenburg County",-,"803 - Chase City Elementary School",247,89,0,336
"Mecklenburg County",-,"901 - Averett",145,11,0,156
"Mecklenburg County",-,"902 - Buffalo Springs",224,55,0,279
"Mecklenburg County",-,"903 - Clarksville",647,205,0,852
"Mecklenburg County",-,"##ab - Central Absentee Precinct",268,499,0,767
"Mecklenburg County",-,"##ev - Central Absentee Precinct","1,758",876,2,"2,636"
"Mecklenburg County",-,"##pe - Central Absentee Precinct",5,16,0,21
"Mecklenburg County",-,Provisional,4,7,0,11
"Middlesex County",-,"101 - Saluda",156,60,1,217
"Middlesex County",-,"102 - Urbanna",337,146,0,483
"Middlesex County",-,"201 - New Market",739,212,0,951
"Middlesex County",-,"302 - Church View",439,242,0,681
"Middlesex County",-,"401- Harmony Village",418,202,0,620
"Middlesex County",-,"501 - Wilton",645,192,0,837
"Middlesex County",-,"##ab - Central Absentee Precinct",95,198,0,293
"Middlesex County",-,"##ev - Central Absentee Precinct",882,607,2,"1,491"
"Middlesex County",-,"##pe - Central Absentee Precinct",1,5,0,6
"Middlesex County",-,Provisional,2,2,0,4
"Montgomery County",-,"101 - Precinct A-1",625,551,1,"1,177"
"Montgomery County",-,"102 - Precinct A-2",200,490,1,691
"Montgomery County",-,"103 - Precinct A-3",446,738,4,"1,188"
"Montgomery County",-,"201 - Precinct B-1",106,64,0,170
"Montgomery County",-,"202 - Precinct B-2",736,458,2,"1,196"
"Montgomery County",-,"203 - Precinct B-3",622,354,0,976
"Montgomery County",-,"204 - Precinct B-4",909,655,2,"1,566"
"Montgomery County",-,"301 - Precinct C-1",966,215,0,"1,181"
"Montgomery County",-,"302 - Precinct C-2",727,297,1,"1,025"
"Montgomery County",-,"303 - Precinct C-3",400,116,0,516
"Montgomery County",-,"304 - Precinct C-4",745,316,2,"1,063"
"Montgomery County",-,"401 - Precinct D-1",484,187,0,671
"Montgomery County",-,"402 - Precinct D-2",970,214,0,"1,184"
"Montgomery County",-,"403 - Precinct D-3",793,169,0,962
"Montgomery County",-,"404 - Precinct D-4",490,109,0,599
"Montgomery County",-,"405 - Precinct D-5",751,341,0,"1,092"
"Montgomery County",-,"501 - Precinct E-1",592,403,4,999
"Montgomery County",-,"502 - Precinct E-2",615,268,1,884
"Montgomery County",-,"503 - Precinct E-3",57,192,1,250
"Montgomery County",-,"601 - Precinct F-1",332,577,1,910
"Montgomery County",-,"602 - Precinct F-2",289,613,4,906
"Montgomery County",-,"603 - Precinct F-3",51,45,0,96
"Montgomery County",-,"701 - Precinct G-1",431,750,2,"1,183"
"Montgomery County",-,"702 - Precinct G-2",162,376,0,538
"Montgomery County",-,"##ab - Central Absentee Precinct",555,"2,228",2,"2,785"
"Montgomery County",-,"##ev - Central Absentee Precinct","3,745","4,855",7,"8,607"
"Montgomery County",-,"##pe - Central Absentee Precinct",19,86,2,107
"Montgomery County",-,Provisional,10,37,0,47
"Nelson County",-,"101 - Rockfish",659,536,2,"1,197"
"Nelson County",-,"201 - Lovingston",378,164,0,542
"Nelson County",-,"202 - Schuyler",261,133,1,395
"Nelson County",-,"301 - Shipman",480,187,1,668
"Nelson County",-,"302 - Gladstone",122,37,0,159
"Nelson County",-,"401 - Roseland",633,203,0,836
"Nelson County",-,"402 - Montebello",81,35,0,116
"Nelson County",-,"501 - Faber",216,150,0,366
"Nelson County",-,"502 - Nellysford",469,482,0,951
"Nelson County",-,"##ab - Central Absentee Precinct",136,404,0,540
"Nelson County",-,"##ev - Central Absentee Precinct",732,"1,116",0,"1,848"
"Nelson County",-,"##pe - Central Absentee Precinct",7,15,0,22
"Nelson County",-,Provisional,0,4,0,4
"New Kent County",-,"102 - Tunstall",402,60,0,462
"New Kent County",-,"103 - Southern Branch","1,118",229,0,"1,347"
"New Kent County",-,"201 - Quinton",863,362,2,"1,227"
"New Kent County",-,"202 - Kentwood",693,167,0,860
"New Kent County",-,"301 - Watkins",568,313,0,881
"New Kent County",-,"302 - Cumberland",708,242,0,950
"New Kent County",-,"401 - Providence Forge",823,354,1,"1,178"
"New Kent County",-,"403 - Mountcastle",369,121,0,490
"New Kent County",-,"501 - Eltham",479,163,0,642
"New Kent County",-,"502 - Chickahominy River",784,169,0,953
"New Kent County",-,"##ab - Central Absentee Precinct",238,484,2,724
"New Kent County",-,"##ev - Central Absentee Precinct","1,491",800,0,"2,291"
"New Kent County",-,"##pe - Central Absentee Precinct",8,7,0,15
"New Kent County",-,Provisional,19,8,0,27
"Newport News City",-,"101 - Denbigh (CD 3)",432,813,2,"1,247"
"Newport News City",-,"102 - Stoney Run (CD 3)",331,925,3,"1,259"
"Newport News City",-,"103 - Jenkins (CD 3)",581,646,3,"1,230"
"Newport News City",-,"104 - Mcintosh (CD 3)",300,597,2,899
"Newport News City",-,"105 - Oyster Point (CD 3)",136,161,0,297
"Newport News City",-,"106 - Reservoir (CD 3)",546,814,0,"1,360"
"Newport News City",-,"107 - Richneck (CD 3)",638,756,1,"1,395"
"Newport News City",-,"108 - Katherine Johnson (CD 3)",299,706,1,"1,006"
"Newport News City",-,"109 - Windsor (CD 3)",358,418,1,777
"Newport News City",-,"110 - Greenwood (CD 3)",370,787,1,"1,158"
"Newport News City",-,"201 - Bland (CD 3)",76,131,0,207
"Newport News City",-,"202 - Boulevard (CD 3)",658,448,3,"1,109"
"Newport News City",-,"203 - Charles (CD 3)",989,765,2,"1,756"
"Newport News City",-,"204 - Mariners' Museum (CD 3)",296,265,0,561
"Newport News City",-,"205 - Deep Creek (CD 3)",994,512,2,"1,508"
"Newport News City",-,"208 - Hidenwood (CD 3)",535,317,1,853
"Newport News City",-,"209 - Hilton (CD 3)",600,526,1,"1,127"
"Newport News City",-,"210 - Knollwood Meadows (CD 3)",979,831,3,"1,813"
"Newport News City",-,"211 - Palmer (CD 2)",29,58,0,87
"Newport News City",-,"211 - Palmer (CD 3)",443,528,0,971
"Newport News City",-,"212 - Riverside (CD 3)",489,320,0,809
"Newport News City",-,"213 - Sanford (CD 3)",408,244,1,653
"Newport News City",-,"215 - Warwick (CD 3)",313,299,0,612
"Newport News City",-,"216 - Yates (CD 3)",461,302,0,763
"Newport News City",-,"217 - Riverview (CD 3)",668,405,3,"1,076"
"Newport News City",-,"218 - Kiln Creek (CD 2)",25,20,0,45
"Newport News City",-,"218 - Kiln Creek (CD 3)",781,786,3,"1,570"
"Newport News City",-,"219 - Deer Park (CD 3)",355,631,2,988
"Newport News City",-,"302 - Briarfield (CD 3)",184,455,2,641
"Newport News City",-,"303 - Carver (CD 3)",143,326,0,469
"Newport News City",-,"304 - Chestnut (CD 3)",24,321,0,345
"Newport News City",-,"305 - Downtown (CD 3)",57,178,0,235
"Newport News City",-,"306 - Dunbar (CD 3)",3,66,0,69
"Newport News City",-,"307 - Huntington (CD 3)",19,234,0,253
"Newport News City",-,"308 - Jefferson (CD 3)",10,211,0,221
"Newport News City",-,"309 - Magruder (CD 3)",16,317,2,335
"Newport News City",-,"310 - Marshall (CD 3)",23,355,1,379
"Newport News City",-,"311 - Newmarket (CD 3)",309,684,1,994
"Newport News City",-,"312 - Newsome Park (CD 3)",5,121,1,127
"Newport News City",-,"313 - Reed (CD 3)",34,513,1,548
"Newport News City",-,"314 - River (CD 3)",254,284,0,538
"Newport News City",-,"315 - Sedgefield (CD 3)",442,412,0,854
"Newport News City",-,"316 - South Morrison (CD 3)",357,502,0,859
"Newport News City",-,"317 - Washington (CD 3)",13,167,0,180
"Newport News City",-,"318 - Wilson (CD 3)",54,339,1,394
"Newport News City",-,"319 - Saunders (CD 3)",652,606,0,"1,258"
"Newport News City",-,"320 - Watkins (CD 3)",989,720,2,"1,711"
"Newport News City",-,"##ab - Central Absentee Precinct (CD 2)",17,18,0,35
"Newport News City",-,"##ab - Central Absentee Precinct (CD 3)",885,"4,217",4,"5,106"
"Newport News City",-,"##ev - Central Absentee Precinct (CD 2)",24,55,0,79
"Newport News City",-,"##ev - Central Absentee Precinct (CD 3)","3,464","7,419",11,"10,894"
"Newport News City",-,"##pe - Central Absentee Precinct (CD 2)",0,0,0,0
"Newport News City",-,"##pe - Central Absentee Precinct (CD 3)",26,123,0,149
"Newport News City",-,"Provisional (CD 2)",0,0,0,0
"Newport News City",-,"Provisional (CD 3)",41,71,0,112
"Norfolk City",-,"101 - Granby (CD 3)",420,710,3,"1,133"
"Norfolk City",-,"102 - Ocean View School (CD 2)",293,234,1,528
"Norfolk City",-,"103 - Northside (CD 2)",503,396,1,900
"Norfolk City",-,"104 - Titustown (CD 2)",64,319,0,383
"Norfolk City",-,"104 - Titustown (CD 3)",1,21,0,22
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",436,596,0,"1,032"
"Norfolk City",-,"201 - Larchmont School (CD 3)",383,564,1,948
"Norfolk City",-,"203 - Ghent Square (CD 3)",166,357,1,524
"Norfolk City",-,"207 - Lambert's Point (CD 3)",124,608,5,737
