County/City,Ward,Pct,"Joseph Robinette Biden, Jr","Donald J. Trump","Jo Jorgensen","All Others","Total Votes Cast"
"Fairfax County",-,"617 - Lorton (CD 8)",431,179,6,5,621
"Fairfax County",-,"618 - Newington (CD 11)",881,750,49,9,"1,689"
"Fairfax County",-,"619 - Belvoir (CD 8)",441,323,18,6,788
"Fairfax County",-,"621 - Grosvenor (CD 8)",441,231,8,3,683
"Fairfax County",-,"622 - Lorton Station (CD 8)",715,320,12,12,"1,059"
"Fairfax County",-,"623 - Alban (CD 8)",631,367,15,8,"1,021"
"Fairfax County",-,"626 - Saratoga (CD 8)",594,483,24,7,"1,108"
"Fairfax County",-,"627 - Woodlawn (CD 8)",822,451,23,7,"1,303"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",687,391,15,9,"1,102"
"Fairfax County",-,"629 - South County (CD 11)",334,375,9,5,723
"Fairfax County",-,"630- Army (CD 8)",127,120,1,1,249
"Fairfax County",-,"701 - Blake (CD 11)",467,361,25,16,869
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",304,209,10,7,530
"Fairfax County",-,"704 - Freedom Hill (CD 11)",288,242,7,7,544
"Fairfax County",-,"705 - Graham - Greenway (CD 8)",458,367,16,8,849
"Fairfax County",-,"707 - Mantua (CD 11)",261,246,15,7,529
"Fairfax County",-,"708 - Marshall (CD 8)",418,346,22,10,796
"Fairfax County",-,"709 - Mosby (CD 11)",450,323,20,11,804
"Fairfax County",-,"710 - Pine Spring (CD 8)",349,213,12,5,579
"Fairfax County",-,"711 - Price (CD 11)",291,267,12,7,577
"Fairfax County",-,"712 - Shreve (CD 8)",174,161,12,5,352
"Fairfax County",-,"713 - Timber Lane (CD 8)",508,298,12,9,827
"Fairfax County",-,"714 - Walker (CD 11)",380,366,13,5,764
"Fairfax County",-,"717 - Woodburn (CD 11)",271,185,13,4,473
"Fairfax County",-,"718 - Pine Ridge (CD 11)",298,272,20,7,597
"Fairfax County",-,"720 - Thoreau (CD 11)",295,340,22,7,664
"Fairfax County",-,"721 - Merrifield (CD 11)",496,267,23,11,797
"Fairfax County",-,"723 - Gallows East (CD 11)",238,150,9,1,398
"Fairfax County",-,"726 - Magarity (CD 8)",432,313,22,12,779
"Fairfax County",-,"727 - Oakton (CD 11)",235,341,10,8,594
"Fairfax County",-,"729 - Nottoway (CD 11)",198,230,11,9,448
"Fairfax County",-,"730 - Penderbrook (CD 11)",582,480,16,12,"1,090"
"Fairfax County",-,"731 - Tysons (CD 11)",479,321,24,6,830
"Fairfax County",-,"732 - Oak Marr (CD 11)",291,426,24,9,750
"Fairfax County",-,"733 - Kilmer (CD 11)",424,312,15,7,758
"Fairfax County",-,"734 - Hunters Branch (CD 11)",146,112,7,3,268
"Fairfax County",-,"735 - Rotonda (CD 11)",334,199,2,2,537
"Fairfax County",-,"801 - Burke (CD 11)",727,555,27,9,"1,318"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",139,128,3,5,275
"Fairfax County",-,"803 - Clifton (CD 10)",272,764,28,7,"1,071"
"Fairfax County",-,"804 - Colchester (CD 10)",235,338,10,4,587
"Fairfax County",-,"805 - Fairfax Station (CD 10)",256,292,17,14,579
"Fairfax County",-,"806 - Sydenstricker (CD 11)",517,462,23,4,"1,006"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",354,342,23,10,729
"Fairfax County",-,"811 - Pohick (CD 11)",376,266,12,4,658
"Fairfax County",-,"812 - Valley (CD 11)",468,409,15,9,901
"Fairfax County",-,"815 - Woodyard (CD 10)",346,556,11,7,920
"Fairfax County",-,"824 - Orange (CD 11)",617,615,28,15,"1,275"
"Fairfax County",-,"825 - Cherry Run (CD 11)",413,477,17,7,914
"Fairfax County",-,"827 - Irving (CD 11)",347,364,9,8,728
"Fairfax County",-,"833 - White Oaks (CD 11)",566,480,23,8,"1,077"
"Fairfax County",-,"838 - Sangster (CD 10)",304,338,13,6,661
"Fairfax County",-,"839 - Silverbrook (CD 10)",349,505,16,9,879
"Fairfax County",-,"840 - West Springfield (CD 11)",503,407,16,18,944
"Fairfax County",-,"841 - Popes Head (CD 10)",166,317,12,6,501
"Fairfax County",-,"842 - Parkway (CD 11)",289,409,20,8,726
"Fairfax County",-,"843 - Fair Lakes (CD 11)",470,367,21,8,866
"Fairfax County",-,"844 - Centerpointe (CD 11)",293,227,14,8,542
"Fairfax County",-,"845 - Fountainhead (CD 10)",376,697,18,18,"1,109"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",430,380,16,8,834
"Fairfax County",-,"847 - Greenbriar West (CD 10)",315,343,15,5,678
"Fairfax County",-,"848 - Fair Oaks (CD 11)",308,314,10,3,635
"Fairfax County",-,"849 - Newgate (CD 10)",525,741,18,7,"1,291"
"Fairfax County",-,"850 - South Run (CD 10)",268,435,12,6,721
"Fairfax County",-,"851 - Willow Springs (CD 11)",291,379,11,6,687
"Fairfax County",-,"901 - Centre Ridge (CD 11)",435,365,15,7,822
"Fairfax County",-,"902 - Brookfield (CD 10)",713,576,16,4,"1,309"
"Fairfax County",-,"903 - Cub Run (CD 10)",428,532,26,9,995
"Fairfax County",-,"904 - Stonecroft (CD 10)",207,285,11,11,514
"Fairfax County",-,"905 - Franklin (CD 10)",129,127,11,6,273
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",291,334,13,8,646
"Fairfax County",-,"909 - Oak Hill (CD 10)",304,306,10,7,627
"Fairfax County",-,"910 - London Towne (CD 11)",605,437,18,10,"1,070"
"Fairfax County",-,"911 - Navy (CD 10)",384,440,18,11,853
"Fairfax County",-,"913 - Rocky Run (CD 10)",410,598,26,8,"1,042"
"Fairfax County",-,"914 - Vale (CD 10)",263,324,21,10,618
"Fairfax County",-,"915 - Virginia Run (CD 10)",329,497,19,11,856
"Fairfax County",-,"916 - Waples Mill (CD 10)",407,600,20,16,"1,043"
"Fairfax County",-,"917 - Stone North (CD 10)",260,229,14,6,509
"Fairfax County",-,"918 - Centreville (CD 11)",680,529,21,7,"1,237"
"Fairfax County",-,"919 - Green Trails (CD 11)",607,459,14,6,"1,086"
"Fairfax County",-,"920 - Chantilly (CD 10)",352,323,8,9,692
"Fairfax County",-,"921 - Deer Park (CD 10)",409,524,26,11,970
"Fairfax County",-,"923 - Bull Run (CD 10)",272,502,8,7,789
"Fairfax County",-,"924 - Spindle (CD 11)",291,181,12,5,489
"Fairfax County",-,"925 - Old Mill (CD 10)",290,262,21,4,577
"Fairfax County",-,"926 - Powell (CD 11)",721,603,18,7,"1,349"
"Fairfax County",-,"927 - Armfield (CD 10)",242,283,3,3,531
"Fairfax County",-,"928 - Poplar Tree (CD 10)",359,430,26,11,826
"Fairfax County",-,"929 - Difficult Run (CD 10)",97,162,3,2,264
"Fairfax County",-,"930 - Lees Corner (CD 10)",308,298,20,6,632
"Fairfax County",-,"931 - Carson (CD 10)",384,321,12,8,725
"Fairfax County",-,"932 - Stone South (CD 10)",259,206,7,10,482
"Fairfax County",-,"933 - Compton (CD 11)",117,109,5,0,231
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","61,400","21,952",883,596,"84,831"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","162,167","40,494","2,180","1,179","206,020"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","97,652","22,139","1,154",775,"121,720"
"Fairfax County",-,"Provisional (CD 10)",288,193,7,4,492
"Fairfax County",-,"Provisional (CD 11)","1,147",474,33,9,"1,663"
"Fairfax County",-,"Provisional (CD 8)",810,276,16,1,"1,103"
"Fairfax City",-,"1 - One",301,252,15,13,581
"Fairfax City",-,"2 - Two",193,275,17,9,494
"Fairfax City",-,"3 - Three",328,355,17,13,713
"Fairfax City",-,"4 - Four",156,184,12,2,354
"Fairfax City",-,"5 - Five",231,262,11,6,510
"Fairfax City",-,"6 - Six",301,280,6,3,590
"Fairfax City",-,"Ab - Central Absentee Precinct","7,610","2,374",123,55,"10,162"
"Fairfax City",-,Provisional,54,25,0,0,79
"Falls Church City",-,"1 - First Ward",260,209,16,7,492
"Falls Church City",-,"2 - Second Ward",205,148,7,7,367
"Falls Church City",-,"3 - Third Ward",183,152,16,8,359
"Falls Church City",-,"Ab - Central Absentee Precinct","6,481",976,74,46,"7,577"
"Falls Church City",-,Provisional,17,5,1,1,24
"Fauquier County",-,"101 - Kettle Run (CD 5)",73,337,9,5,424
"Fauquier County",-,"102 - Catlett (CD 1)",140,889,21,4,"1,054"
"Fauquier County",-,"103 - Casanova (CD 5)",107,390,10,2,509
"Fauquier County",-,"104 - Lois (CD 1)",85,459,6,2,552
"Fauquier County",-,"105 - Opal (CD 5)",81,428,14,1,524
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",122,420,14,1,557
"Fauquier County",-,"201 - Courthouse (CD 5)",258,598,37,8,901
"Fauquier County",-,"202 - Airlie (CD 5)",153,542,16,8,719
"Fauquier County",-,"203 - Warrenton (CD 5)",222,497,20,3,742
"Fauquier County",-,"301 - Morrisville (CD 1)",96,752,17,2,867
"Fauquier County",-,"302 - Remington (CD 5)",234,808,24,4,"1,070"
"Fauquier County",-,"303 - Bealeton (CD 1)",286,811,20,4,"1,121"
"Fauquier County",-,"401 - Marshall (CD 5)",268,691,23,5,987
"Fauquier County",-,"402 - Leeds (CD 5)",250,696,19,8,973
"Fauquier County",-,"403 - Waterloo (CD 5)",145,708,27,8,888
"Fauquier County",-,"404 - Springs Valley (CD 5)",63,305,14,2,384
"Fauquier County",-,"501 - The Plains (CD 5)",337,599,15,3,954
"Fauquier County",-,"502 - New Baltimore (CD 5)",135,557,13,1,706
"Fauquier County",-,"503 - Broad Run (CD 5)",136,435,14,4,589
"Fauquier County",-,"504 - Vint Hill (CD 5)",150,519,21,6,696
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)","2,305","2,778",73,13,"5,169"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)","11,826","10,795",345,119,"23,085"
"Fauquier County",-,"Provisional (CD 1)",21,19,1,0,41
"Fauquier County",-,"Provisional (CD 5)",72,73,4,0,149
"Floyd County",-,"101 - Locust Grove",126,743,17,2,888
"Floyd County",-,"201 - Little River",68,631,12,2,713
"Floyd County",-,"301 - Courthouse",117,431,6,0,554
"Floyd County",-,"401 - Burks Fork",85,715,12,3,815
"Floyd County",-,"501 - Indian Valley",70,827,8,7,912
"Floyd County",-,"Ab - Central Absentee Precinct","2,524","2,851",91,17,"5,483"
"Floyd County",-,Provisional,14,27,1,1,43
"Fluvanna County",-,"101 - Palmyra",298,795,15,4,"1,112"
"Fluvanna County",-,"201 - Columbia",250,759,19,5,"1,033"
"Fluvanna County",-,"301 - Fork Union",301,720,14,3,"1,038"
"Fluvanna County",-,"401 - Cunningham",210,"1,030",22,2,"1,264"
"Fluvanna County",-,"501 - Rivanna",231,561,23,0,815
"Fluvanna County",-,"Ab - Central Absentee Precinct","6,083","4,248",131,29,"10,491"
"Fluvanna County",-,Provisional,41,42,2,2,87
"Franklin County",-,"102 - Burnt Chimney",167,978,15,3,"1,163"
"Franklin County",-,"103 - Scruggs",242,"1,423",22,2,"1,689"
"Franklin County",-,"201 - Glade Hill",151,947,5,6,"1,109"
"Franklin County",-,"202 - Penhook",149,592,6,2,749
"Franklin County",-,"203 - Hodgesville",42,146,2,0,190
"Franklin County",-,"204 - Dudley",119,579,9,1,708
"Franklin County",-,"301 - Snow Creek",55,483,7,1,546
"Franklin County",-,"302 - Fork Mountain",63,442,3,0,508
"Franklin County",-,"303 - Sontag",234,609,14,2,859
"Franklin County",-,"304 - Dickinson",98,293,4,0,395
"Franklin County",-,"401 - Henry",109,836,5,2,952
"Franklin County",-,"402 - Ferrum",121,424,8,1,554
"Franklin County",-,"403 - Endicott",71,523,11,2,607
"Franklin County",-,"501 - Waidsboro",104,501,5,1,611
"Franklin County",-,"502 - Callaway",119,761,14,3,897
"Franklin County",-,"503 - Bowmans",95,403,8,2,508
"Franklin County",-,"504 - Gogginsville",118,620,7,1,746
"Franklin County",-,"601 - Boones Mill",153,813,31,1,998
"Franklin County",-,"602 - Bonbrook",153,848,16,6,"1,023"
"Franklin County",-,"603 - Coopers Cove",104,657,11,2,774
"Franklin County",-,"701 - Rocky Mount East",207,591,12,0,810
"Franklin County",-,"702 - Rocky Mount West",185,403,13,2,603
"Franklin County",-,"703 - Rocky Mount South",120,296,8,5,429
"Franklin County",-,"Ab - Central Absentee Precinct","5,368","6,670",115,26,"12,179"
"Franklin County",-,Provisional,34,57,3,1,95
"Franklin City",-,"101 - Precinct 1-1",91,305,7,3,406
"Franklin City",-,"201 - Precinct 2-1",146,214,6,0,366
"Franklin City",-,"301 - Precinct 3-1",190,28,0,0,218
"Franklin City",-,"401 - Precinct 4-1",158,37,2,0,197
"Franklin City",-,"501 - Precinct 5-1",170,6,1,0,177
"Franklin City",-,"601 - Precinct 6-1",135,156,7,0,298
"Franklin City",-,"Ab - Central Absentee Precinct","1,615",737,11,7,"2,370"
"Franklin City",-,Provisional,20,4,1,1,26
"Frederick County",-,"101 - Russells",83,725,17,1,826
"Frederick County",-,"102 - Gore",183,"1,165",25,1,"1,374"
"Frederick County",-,"103 - Kernstown",165,738,16,6,925
"Frederick County",-,"104 - Cedar Creek",166,661,19,1,847
"Frederick County",-,"201 - Gainesborough",58,609,10,0,677
"Frederick County",-,"202 - Albin",74,528,12,3,617
"Frederick County",-,"203 - Redland",140,913,20,4,"1,077"
"Frederick County",-,"204 - Nain",77,510,14,3,604
"Frederick County",-,"301 - Clear Brook",84,549,7,1,641
"Frederick County",-,"302 - Neff's Town",353,867,22,5,"1,247"
"Frederick County",-,"303 - White Hall",156,774,20,6,956
"Frederick County",-,"401 - Carpers Valley",196,610,16,7,829
"Frederick County",-,"402 - Shenandoah",121,461,15,0,597
"Frederick County",-,"403 - Parkin's Mill",252,767,31,3,"1,053"
"Frederick County",-,"404 - Armel",207,626,32,0,865
"Frederick County",-,"501 - Stephens City",234,671,18,3,926
"Frederick County",-,"502 - Newtown",290,"1,020",27,5,"1,342"
"Frederick County",-,"503 - Canterburg",279,876,16,5,"1,176"
"Frederick County",-,"601 - Millbrook",184,535,18,3,740
"Frederick County",-,"602 - Ash Hollow",259,577,20,3,859
"Frederick County",-,"603 - Greenwood",383,982,41,6,"1,412"
"Frederick County",-,"Ab - Central Absentee Precinct","13,101","15,219",363,89,"28,772"
"Frederick County",-,Provisional,162,175,2,2,341
"Fredericksburg City",-,"101 - Precinct 1 - District One",583,566,33,4,"1,186"
"Fredericksburg City",-,"201 - Precinct 1 - District Two",370,438,25,9,842
"Fredericksburg City",-,"301 - Precinct 1 - District Three",370,450,26,6,852
"Fredericksburg City",-,"401 - Precinct 1 - District Four",320,176,9,3,508
"Fredericksburg City",-,"402 - Precinct 2 - District Four",287,189,8,6,490
"Fredericksburg City",-,"Ab - Central Absentee Precinct","6,529","2,202",139,40,"8,910"
"Fredericksburg City",-,Provisional,58,16,0,0,74
"Galax City",-,"1 - East",117,408,3,1,529
"Galax City",-,"2 - North",78,279,3,0,360
"Galax City",-,"3 - South",45,261,4,2,312
"Galax City",-,"Ab - Central Absentee Precinct",537,886,8,2,"1,433"
"Galax City",-,Provisional,0,4,0,0,4
"Giles County",-,"101 - Glen Lyn",13,88,2,0,103
"Giles County",-,"102 - Rich Creek",70,329,6,0,405
"Giles County",-,"103 - Narrows",122,836,17,0,975
"Giles County",-,"201 - Pearisburg",100,791,21,2,914
"Giles County",-,"202 - Staffordsville",23,235,5,2,265
"Giles County",-,"203 - White Gate",16,174,1,1,192
"Giles County",-,"301 - Eggleston",86,346,8,1,441
"Giles County",-,"302 - Pembroke",161,850,13,4,"1,028"
"Giles County",-,"303 - Newport",122,473,9,1,605
"Giles County",-,"Ab - Central Absentee Precinct","1,443","2,754",43,8,"4,248"
"Giles County",-,Provisional,0,0,0,0,0
"Gloucester County",-,"101 - Harcum",155,720,17,1,893
"Gloucester County",-,"102 - Salem",185,665,18,0,868
"Gloucester County",-,"103 - Peasley",84,486,17,2,589
"Gloucester County",-,"201 - Courthouse",137,470,11,3,621
"Gloucester County",-,"202 - Botetourt",183,806,28,4,"1,021"
"Gloucester County",-,"301 - White Marsh",178,781,12,0,971
"Gloucester County",-,"302 - Roanes",199,871,21,4,"1,095"
"Gloucester County",-,"401 - Hayes",241,877,30,2,"1,150"
"Gloucester County",-,"402 - Sarahs Creek",221,783,17,4,"1,025"
"Gloucester County",-,"501 - Achilles",195,"1,361",25,4,"1,585"
"Gloucester County",-,"502 - Walker",165,768,24,0,957
"Gloucester County",-,"Ab - Central Absentee Precinct","4,993","6,267",168,29,"11,457"
"Gloucester County",-,Provisional,28,20,1,1,50
"Goochland County",-,"101 - Fife",124,447,16,2,589
"Goochland County",-,"102 - Hadensville",155,670,16,7,848
"Goochland County",-,"201 - Three Square",84,179,3,0,266
"Goochland County",-,"202 - Sandy Hook",214,533,13,2,762
"Goochland County",-,"301 - Goochland Court House 1",108,377,14,3,502
"Goochland County",-,"302 - Goochland Court House 2",60,203,9,0,272
"Goochland County",-,"401 - Shallow Well",188,592,15,4,799
"Goochland County",-,"402 - Centerville",124,406,14,1,545
"Goochland County",-,"501 - Manakin",192,698,10,9,909
"Goochland County",-,"502 - Blair Road",161,443,18,4,626
"Goochland County",-,"Ab - Central Absentee Precinct","5,260","5,393",114,24,"10,791"
"Goochland County",-,Provisional,15,25,0,1,41
"Grayson County",-,"101 - Bridle Creek",35,197,1,1,234
"Grayson County",-,"102 - Flatridge",26,109,0,0,135
"Grayson County",-,"103 - Grant",34,204,6,0,244
"Grayson County",-,"104 - Mouth Of Wilson",18,111,1,1,131
"Grayson County",-,"105 - Mount Rogers",20,184,0,0,204
"Grayson County",-,"106 - Rugby",30,181,4,0,215
"Grayson County",-,"107 - Troutdale",9,111,0,0,120
"Grayson County",-,"108 - Comers Rock",28,126,2,1,157
"Grayson County",-,"202 - Elk Creek",26,294,5,0,325
"Grayson County",-,"203 - Independence",69,625,4,1,699
"Grayson County",-,"301 - Baywood",31,430,4,0,465
"Grayson County",-,"302 - Fairview",74,592,7,1,674
"Grayson County",-,"401 - Fries",61,285,0,0,346
"Grayson County",-,"402 - Providence",49,642,2,0,693
"Grayson County",-,"403 - Oldtown",34,275,1,0,310
"Grayson County",-,"Ab - Central Absentee Precinct",987,"2,146",19,6,"3,158"
"Grayson County",-,Provisional,4,17,0,0,21
"Greene County",-,"101 - Dyke",60,435,13,3,511
"Greene County",-,"102 - Swift Run",122,544,19,3,688
"Greene County",-,"201 - Ruckersville",267,858,28,2,"1,155"
"Greene County",-,"301 - Stanardsville",155,712,20,3,890
"Greene County",-,"401 - Midway",205,742,29,4,980
"Greene County",-,"Ab - Central Absentee Precinct","3,343","3,558",131,26,"7,058"
"Greene County",-,Provisional,11,17,1,0,29
"Greensville County",-,"101 - Precinct 1-a",174,141,3,1,319
"Greensville County",-,"102 - Precinct 1-b",37,103,1,1,142
"Greensville County",-,"103 - Precinct 1-c",154,31,4,0,189
"Greensville County",-,"201 - Precinct 2-a",206,107,0,0,313
"Greensville County",-,"202 - Precinct 2-b",123,296,1,2,422
"Greensville County",-,"302 - Precinct 3-a",293,201,4,3,501
"Greensville County",-,"401 - Precinct 4-a",49,161,1,0,211
"Greensville County",-,"402 - Precinct 4-b",183,133,2,0,318
"Greensville County",-,"403 - Precinct 4-c",55,83,2,1,141
"Greensville County",-,"AB - Central Absentee Precinct","1,353",658,5,2,"2,018"
"Greensville County",-,Provisional,0,0,0,0,0
"Halifax County",-,"101 - Childrey",123,359,5,0,487
"Halifax County",-,"102 - Liberty",65,196,2,0,263
"Halifax County",-,"103 - Republican Grove",142,290,6,0,438
"Halifax County",-,"201 - Clays Mill",39,231,2,0,272
"Halifax County",-,"202 - Crossroads",72,266,2,0,340
"Halifax County",-,"203 - Clover",155,309,1,0,465
"Halifax County",-,"302 - Meadville",93,89,2,0,184
"Halifax County",-,"304 - Vernon Hill",67,283,0,0,350
"Halifax County",-,"305 - Sinai",178,155,2,1,336
"Halifax County",-,"401 - Courthouse",88,178,5,0,271
"Halifax County",-,"403 - Center",93,224,3,1,321
"Halifax County",-,"502 - Dan River",143,347,9,2,501
"Halifax County",-,"503 - Scottsburg",72,372,4,0,448
"Halifax County",-,"601 - Black Walnut",53,306,4,2,365
"Halifax County",-,"603 - Mt Carmel",168,402,3,1,574
"Halifax County",-,"605 - Union",42,152,1,0,195
"Halifax County",-,"701 - Hyco",92,472,6,1,571
"Halifax County",-,"702 - Midway",53,447,8,1,509
"Halifax County",-,"703 - Virgilina",43,333,4,1,381
"Halifax County",-,"801 - South Boston",316,148,7,0,471
"Halifax County",-,"Ab - Central Absentee Precinct","5,551","4,844",64,14,"10,473"
"Halifax County",-,Provisional,18,15,0,0,33
"Hampton City",-,"101 - Aberdeen (CD 3)",400,132,11,4,547
"Hampton City",-,"102 - Bassette (CD 3)",474,76,7,1,558
"Hampton City",-,"103 - City Hall (CD 3)",311,98,21,4,434
"Hampton City",-,"104 - Cooper (CD 3)",656,192,22,4,874
"Hampton City",-,"105 - East Hampton (CD 3)",232,94,9,1,336
"Hampton City",-,"106 - Armstrong (CD 3)",352,291,16,3,662
"Hampton City",-,"107 - Lindsay (CD 3)",318,135,9,0,462
"Hampton City",-,"108 - Thomas (CD 3)",492,111,15,3,621
"Hampton City",-,"109 - Phenix (CD 3)",583,94,13,5,695
"Hampton City",-,"110 - Phoebus (CD 2)",124,128,4,2,258
"Hampton City",-,"111 - Hampton Library (CD 3)",103,114,6,1,224
"Hampton City",-,"112 - Smith (CD 3)",468,351,26,8,853
"Hampton City",-,"115 - Wythe (CD 3)",203,257,11,3,474
"Hampton City",-,"116 - Jones (CD 3)",237,110,9,3,359
"Hampton City",-,"117 - Kecoughtan (CD 3)",368,235,20,3,626
"Hampton City",-,"118 - Mallory (CD 3)",494,129,7,7,637
"Hampton City",-,"201 - Booker (CD 2)",320,612,26,6,964
"Hampton City",-,"202 - Bryan (CD 2)",322,511,24,8,865
"Hampton City",-,"203 - Burbank (CD 2)",313,314,22,4,653
"Hampton City",-,"204 - Forrest (CD 3)",343,279,24,4,650
"Hampton City",-,"205 - Asbury (CD 2)",361,"1,084",37,4,"1,486"
"Hampton City",-,"208 - Kraft (CD 3)",503,650,30,4,"1,187"
"Hampton City",-,"209 - Langley (CD 2)",347,447,25,4,823
"Hampton City",-,"210 - Machen (CD 3)",543,333,23,8,907
"Hampton City",-,"212 - Bethel (CD 3)",386,344,21,0,751
"Hampton City",-,"213 - Phillips (CD 2)",376,785,34,5,"1,200"
"Hampton City",-,"214 - Tucker Capps (CD 3)",458,432,25,2,917
"Hampton City",-,"215 - Tyler (CD 2)",6,6,0,0,12
"Hampton City",-,"215 - Tyler (CD 3)",164,58,6,0,228
"Hampton City",-,"216 - Sandy Bottom (CD 3)",234,262,9,6,511
"Hampton City",-,"217 - Syms (CD 3)",143,260,7,1,411
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)","6,631","3,467",133,40,"10,271"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","28,620","5,919",338,92,"34,969"
"Hampton City",-,"Provisional (CD 2)",61,49,2,0,112
"Hampton City",-,"Provisional (CD 3)",274,71,14,5,364
"Hanover County",-,"101 - Ashland",239,360,12,4,615
"Hanover County",-,"104 - Sliding Hill",201,455,17,0,673
"Hanover County",-,"105 - Berkley",279,299,12,2,592
"Hanover County",-,"106 - Kersey Creek",115,258,9,1,383
"Hanover County",-,"107 - Chickahominy",132,349,12,3,496
"Hanover County",-,"201 - Beaverdam",150,"1,002",22,6,"1,180"
"Hanover County",-,"202 - Blunts",175,494,13,2,684
"Hanover County",-,"203 - Wilmington Parish",139,643,16,1,799
"Hanover County",-,"206 - Courthouse",104,327,7,1,439
"Hanover County",-,"208 - Oak Knoll",88,459,14,1,562
"Hanover County",-,"209 - West Hanover",63,240,1,1,305
"Hanover County",-,"210 - Oak Hill",45,155,5,1,206
"Hanover County",-,"301 - Clay",139,441,8,5,593
"Hanover County",-,"303 - Shady Grove",167,546,18,1,732
"Hanover County",-,"304 - Atlee",406,"1,002",32,9,"1,449"
"Hanover County",-,"305 - Cool Spring",160,485,12,4,661
"Hanover County",-,"401 - Battlefield",132,743,12,2,889
"Hanover County",-,"403 - Cold Harbor",287,"1,055",31,3,"1,376"
"Hanover County",-,"404 - Black Creek",147,"1,152",9,2,"1,310"
"Hanover County",-,"405 - Pebble Creek",185,445,15,3,648
"Hanover County",-,"406 - Beaverdam Creek",90,197,5,3,295
"Hanover County",-,"502 - Rural Point",153,659,11,5,828
"Hanover County",-,"503 - Newman",193,558,20,6,777
"Hanover County",-,"504 - Studley",115,647,12,2,776
"Hanover County",-,"505 - Totopotomoy",83,482,11,1,577
"Hanover County",-,"506 - Georgetown",106,403,15,0,524
"Hanover County",-,"507 - Laurel Meadow",157,645,20,3,825
"Hanover County",-,"601 - Village",295,928,17,7,"1,247"
"Hanover County",-,"602 - Lee Davis",205,745,16,4,970
"Hanover County",-,"603 - Mechanicsville",271,535,26,6,838
"Hanover County",-,"604 - Hanover Grove",119,414,8,1,542
"Hanover County",-,"701 - Farrington",156,665,15,2,838
"Hanover County",-,"702 - Montpelier",272,692,14,2,980
"Hanover County",-,"703 - Rockville",232,844,15,7,"1,098"
"Hanover County",-,"704 - Elmont",212,706,14,8,940
"Hanover County",-,"705 - South Anna",136,505,14,2,657
"Hanover County",-,"Ab - Central Absentee Precinct","19,046","23,708",588,127,"43,469"
"Hanover County",-,Provisional,113,75,5,1,194
"Harrisonburg City",-,"101 - Northeast",508,381,31,4,924
"Harrisonburg City",-,"102 - East Central",213,174,9,5,401
"Harrisonburg City",-,"103 - Southeast",458,423,25,4,910
"Harrisonburg City",-,"104 - East",401,439,31,5,876
"Harrisonburg City",-,"105 - South East Central",168,90,4,4,266
"Harrisonburg City",-,"201 - Northwest",321,432,25,7,785
"Harrisonburg City",-,"202 - Southwest",342,405,32,7,786
"Harrisonburg City",-,"203 - West",290,371,22,7,690
"Harrisonburg City",-,"Ab - Central Absentee Precinct","8,254","2,830",181,66,"11,331"
"Harrisonburg City",-,Provisional,67,46,4,0,117
"Henrico County",-,"101 - Coalpit (CD 7)",463,841,27,3,"1,334"
"Henrico County",-,"102 - Dumbarton (CD 7)",565,313,28,2,908
"Henrico County",-,"103 - Glen Allen (CD 7)",377,840,23,5,"1,245"
"Henrico County",-,"105 - Greendale (CD 7)",579,599,18,10,"1,206"
"Henrico County",-,"106 - Hermitage (CD 7)",501,560,29,5,"1,095"
"Henrico County",-,"108 - Hungary Creek (CD 7)",392,651,25,0,"1,068"
"Henrico County",-,"109 - Hunton (CD 7)",147,359,10,1,517
"Henrico County",-,"110 - Johnson (CD 7)",686,499,22,14,"1,221"
"Henrico County",-,"111 - Lakeside (CD 7)",612,707,35,11,"1,365"
"Henrico County",-,"112 - Longan (CD 7)",466,611,27,5,"1,109"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",207,267,10,4,488
"Henrico County",-,"114 - Monument Hills (CD 7)",223,257,11,8,499
"Henrico County",-,"115 - Staples Mill (CD 7)",356,655,26,5,"1,042"
"Henrico County",-,"117 - Westwood (CD 7)",326,364,14,5,709
"Henrico County",-,"201 - Adams (CD 4)",461,54,7,2,524
"Henrico County",-,"202 - Azalea (CD 7)",922,124,21,2,"1,069"
"Henrico County",-,"203 - Belmont (CD 7)",535,389,27,4,955
"Henrico County",-,"204 - Brookland (CD 7)",132,182,7,0,321
"Henrico County",-,"205 - Canterbury (CD 7)",98,164,1,0,263
"Henrico County",-,"206 - Central Gardens (CD 4)",654,35,11,3,703
"Henrico County",-,"207 - Chamberlayne (CD 7)",482,305,14,1,802
"Henrico County",-,"208 - Fairfield (CD 4)",531,45,6,5,587
