County/City,Ward,Pct,"William Bill T. Bolling","Jody M. Wagner","All Others","Total Votes Cast"
"Hanover County",-,"504 - Studley (CD 7)",675,139,0,814
"Hanover County",-,"505 - Totopotomoy (CD 7)",263,68,0,331
"Hanover County",-,"506 - Georgetown (CD 7)",770,293,1,"1,064"
"Hanover County",-,"507 - Laurel Meadow (CD 7)",709,227,0,936
"Hanover County",-,"601 - Village (CD 7)","1,247",315,2,"1,564"
"Hanover County",-,"602 - Lee Davis (CD 7)",949,233,0,"1,182"
"Hanover County",-,"603 - Mechanicsville (CD 7)",514,213,0,727
"Hanover County",-,"604 - Hanover Grove (CD 7)",619,154,1,774
"Hanover County",-,"701 - Farrington (CD 7)",819,302,1,"1,122"
"Hanover County",-,"702 - Montpelier (CD 7)","1,254",572,2,"1,828"
"Hanover County",-,"703 - Rockville (CD 7)",829,276,1,"1,106"
"Hanover County",-,"704 - Elmont (CD 7)",656,239,0,895
"Hanover County",-,"Ab - Central Absentee Precinct (CD 7)",949,314,1,"1,264"
"Hanover County",-,"Provisional Votes (CD 7)",2,0,0,2
"Harrisonburg City",-,"101 - Northeast (CD 6)",745,516,1,"1,262"
"Harrisonburg City",-,"102 - East Central (CD 6)",370,412,2,784
"Harrisonburg City",-,"103 - Southeast (CD 6)",657,396,3,"1,056"
"Harrisonburg City",-,"201 - Northwest (CD 6)",877,647,1,"1,525"
"Harrisonburg City",-,"202 - Southwest (CD 6)",954,635,5,"1,594"
"Harrisonburg City",-,"Ab - Central Absentee Precinct (CD 6)",193,127,0,320
"Harrisonburg City",-,"Provisional Votes (CD 6)",0,0,0,0
"Henrico County",-,"101 - Coalpit (CD 7)",901,528,1,"1,430"
"Henrico County",-,"102 - Dumbarton (CD 7)",414,634,0,"1,048"
"Henrico County",-,"103 - Glen Allen (CD 7)",991,515,0,"1,506"
"Henrico County",-,"104 - Glenside (CD 7)",252,460,0,712
"Henrico County",-,"105 - Greendale (CD 7)",384,258,2,644
"Henrico County",-,"106 - Hermitage (CD 7)",603,456,1,"1,060"
"Henrico County",-,"107 - Hilliard (CD 7)",270,238,1,509
"Henrico County",-,"108 - Hunton (CD 7)",331,115,0,446
"Henrico County",-,"109 - Johnson (CD 7)",202,133,2,337
"Henrico County",-,"110 - Lakeside (CD 7)",600,405,1,"1,006"
"Henrico County",-,"111 - Longan (CD 7)",778,400,0,"1,178"
"Henrico County",-,"112 - Maude Trevvett (CD 7)",324,192,0,516
"Henrico County",-,"113 - Staples Mill (CD 7)","1,284",763,3,"2,050"
"Henrico County",-,"114 - Summit Court (CD 7)",312,229,0,541
"Henrico County",-,"115 - Westwood (CD 7)",462,339,1,802
"Henrico County",-,"116 - Hungary Creek (CD 7)","1,061",665,2,"1,728"
"Henrico County",-,"201 - Adams (CD 3)",42,530,0,572
"Henrico County",-,"202 - Azalea (CD 7)",124,790,2,916
"Henrico County",-,"203 - Belmont (CD 7)",394,457,1,852
"Henrico County",-,"204 - Brookland (CD 7)",162,138,0,300
"Henrico County",-,"205 - Canterbury (CD 7)",424,156,0,580
"Henrico County",-,"206 - Central Gardens (CD 3)",31,894,1,926
"Henrico County",-,"207 - Chamberlayne (CD 7)",409,891,0,"1,300"
"Henrico County",-,"208 - Fairfield (CD 3)",53,684,0,737
"Henrico County",-,"209 - Glen Lea (CD 7)",145,458,0,603
"Henrico County",-,"210 - Greenwood (CD 7)",129,444,0,573
"Henrico County",-,"211 - Highland Gardens (CD 7)",52,528,1,581
"Henrico County",-,"212 - Hollybrook (CD 7)",141,231,0,372
"Henrico County",-,"213 - Hungary (CD 7)",125,467,1,593
"Henrico County",-,"214 - Longdale (CD 7)",250,299,1,550
"Henrico County",-,"215 - Maplewood (CD 3)",58,954,0,"1,012"
"Henrico County",-,"216 - Moody (CD 7)",263,185,1,449
"Henrico County",-,"217 - Mountain (CD 7)",118,126,2,246
"Henrico County",-,"218 - Oakview (CD 7)",38,26,0,64
"Henrico County",-,"219 - Randolph (CD 7)",15,154,0,169
"Henrico County",-,"220 - Ratcliffe (CD 3)",131,"1,132",3,"1,266"
"Henrico County",-,"221 - Stratford Hall (CD 7)",86,74,0,160
"Henrico County",-,"222 - Wilder (CD 7)",219,761,0,980
"Henrico County",-,"223 - Yellow Tavern (CD 7)",600,588,0,"1,188"
"Henrico County",-,"301 - Causeway (CD 7)",558,290,0,848
"Henrico County",-,"302 - Cedarfield (CD 7)",872,351,0,"1,223"
"Henrico County",-,"303 - Crestview (CD 7)",465,337,1,803
"Henrico County",-,"304 - Innsbrook (CD 7)",624,373,1,998
"Henrico County",-,"305 - Jackson Davis (CD 7)",597,283,1,881
"Henrico County",-,"306 - Monument Hills (CD 7)",298,196,0,494
"Henrico County",-,"307 - Nuckols Farm (CD 7)","1,144",470,3,"1,617"
"Henrico County",-,"308 - Pocahontas (CD 7)",533,269,0,802
"Henrico County",-,"309 - Ridge (CD 7)",495,243,3,741
"Henrico County",-,"310 - Sadler (CD 7)",652,280,1,933
"Henrico County",-,"311 - Shady Grove (CD 7)","1,130",361,1,"1,492"
"Henrico County",-,"312 - Skipwith (CD 7)",674,385,0,"1,059"
"Henrico County",-,"313 - Springfield (CD 7)",394,266,2,662
"Henrico County",-,"314 - Stoney Run (CD 7)","1,138",620,1,"1,759"
"Henrico County",-,"315 - Three Chopt (CD 7)",537,369,1,907
"Henrico County",-,"316 - Tucker (CD 7)",437,496,1,934
"Henrico County",-,"317 - Rivers Edge (CD 7)",949,355,0,"1,304"
"Henrico County",-,"318 - Short Pump (CD 7)",862,397,2,"1,261"
"Henrico County",-,"401 - Byrd (CD 7)",761,496,0,"1,257"
"Henrico County",-,"402 - Derbyshire (CD 7)",773,290,2,"1,065"
"Henrico County",-,"403 - Freeman (CD 7)",542,285,4,831
"Henrico County",-,"404 - Gayton (CD 7)","1,199",565,4,"1,768"
"Henrico County",-,"405 - Godwin (CD 7)",774,476,0,"1,250"
"Henrico County",-,"406 - Lakewood (CD 7)",807,309,0,"1,116"
"Henrico County",-,"407 - Lauderdale (CD 7)",665,457,3,"1,125"
"Henrico County",-,"408 - Maybeury (CD 7)",859,413,0,"1,272"
"Henrico County",-,"409 - Mooreland (CD 7)",747,225,0,972
"Henrico County",-,"410 - Pemberton (CD 7)",553,331,0,884
"Henrico County",-,"411 - Pinchbeck (CD 7)",817,466,1,"1,284"
"Henrico County",-,"412 - Ridgefield (CD 7)",913,459,4,"1,376"
"Henrico County",-,"413 - Rollingwood (CD 7)",636,409,1,"1,046"
"Henrico County",-,"414 - Spottswood (CD 7)",354,228,1,583
"Henrico County",-,"415 - Tuckahoe (CD 7)","1,566",572,0,"2,138"
"Henrico County",-,"416 - West End (CD 7)",784,418,0,"1,202"
"Henrico County",-,"417 - Welborne (CD 7)",475,251,0,726
"Henrico County",-,"501 - Antioch (CD 3)",702,250,1,953
"Henrico County",-,"502 - Cedar Fork (CD 3)",115,328,1,444
"Henrico County",-,"503 - Chickahominy (CD 3)",686,370,2,"1,058"
"Henrico County",-,"504 - Donahoe (CD 3)",225,347,1,573
"Henrico County",-,"505 - Dorey (CD 3)",622,385,1,"1,008"
"Henrico County",-,"506 - Eanes (CD 3)",218,461,0,679
"Henrico County",-,"507 - Elko (CD 3)",235,79,0,314
"Henrico County",-,"508 - Highland Springs (CD 3)",174,478,0,652
"Henrico County",-,"509 - Laburnum (CD 3)",270,427,0,697
"Henrico County",-,"510 - Masonic (CD 3)",143,524,0,667
"Henrico County",-,"511 - Mehfoud (CD 3)",277,536,0,813
"Henrico County",-,"512 - Montrose (CD 3)",176,665,0,841
"Henrico County",-,"513 - Nine Mile (CD 3)",206,195,0,401
"Henrico County",-,"514 - Pleasants (CD 3)",154,920,0,"1,074"
"Henrico County",-,"515 - Sandston (CD 3)",619,188,2,809
"Henrico County",-,"516 - Sullivans (CD 3)",304,455,0,759
"Henrico County",-,"517 - Town Hall (CD 3)",342,174,0,516
"Henrico County",-,"518 - Whitlocks (CD 3)",604,383,0,987
"Henrico County",-,"519 - Rolfe (CD 3)",220,"1,432",1,"1,653"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",217,393,0,610
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,854","1,020",1,"2,875"
"Henrico County",-,"Provisional Votes (CD 3)",4,4,0,8
"Henrico County",-,"Provisional Votes (CD 7)",13,6,0,19
"Henry County",-,"101 - Bassett Number Two (CD 9)",139,146,0,285
"Henry County",-,"102 - Gunville (CD 9)",356,150,0,506
"Henry County",-,"103 - Scott's Tanyard (CD 9)",557,258,1,816
"Henry County",-,"201 - Fieldale (CD 9)",215,123,0,338
"Henry County",-,"202 - Horsepasture #1 (CD 9)",328,258,0,586
"Henry County",-,"203 - Horsepasture #2 (CD 9)",102,310,0,412
"Henry County",-,"204 - Spencer (CD 9)",399,247,0,646
"Henry County",-,"302 - Axton (CD 5)",239,279,0,518
"Henry County",-,"303 - Irisburg (CD 5)",273,225,0,498
"Henry County",-,"304 - Mount Olivet (CD 5)",454,386,1,841
"Henry County",-,"305 - Mountain Valley (CD 5)",218,174,0,392
"Henry County",-,"401 - Collinsville Number 1 (CD 5)",311,121,1,433
"Henry County",-,"402 - Daniels Creek (CD 5)",278,115,0,393
"Henry County",-,"404 - Collinsville Number 2 (CD 5)",512,268,1,781
"Henry County",-,"405 - Mountain View (CD 5)",262,172,0,434
"Henry County",-,"501 - Bassett Number One (CD 9)",182,163,0,345
"Henry County",-,"502 - Figsboro (CD 5)",331,160,0,491
"Henry County",-,"503 - Stanleytown (CD 5)",542,212,0,754
"Henry County",-,"504 - Oak Level (CD 5)",209,99,0,308
"Henry County",-,"505 - Dyers Store (CD 5)",152,115,0,267
"Henry County",-,"601 - Fontaine (CD 5)",433,162,0,595
"Henry County",-,"602 - Hillcrest (CD 9)",181,159,0,340
"Henry County",-,"603 - Ridgeway #1 (CD 5)",454,187,0,641
"Henry County",-,"604 - Ridgeway #2 (CD 5)",360,160,1,521
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",268,123,0,391
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",77,45,0,122
"Henry County",-,"Provisional Votes (CD 5)",0,0,0,0
"Henry County",-,"Provisional Votes (CD 9)",0,0,0,0
"Highland County",-,"1 - Monterey (CD 6)",231,163,0,394
"Highland County",-,"3 - Wilsons Mill (CD 6)",40,45,0,85
"Highland County",-,"5 - Blue Grass (CD 6)",130,72,0,202
"Highland County",-,"7 - Mill Gap (CD 6)",77,58,0,135
"Highland County",-,"8 - Mcdowell (CD 6)",171,64,0,235
"Highland County",-,"10 - Headwaters (CD 6)",42,15,0,57
"Highland County",-,"Provisional Votes (CD 6)",0,0,0,0
"Hopewell City",-,"101 - Ward One (CD 4)",302,181,1,484
"Hopewell City",-,"201 - Ward Two (CD 4)",74,327,0,401
"Hopewell City",-,"301 - Ward Three (CD 4)",646,210,1,857
"Hopewell City",-,"401 - Ward Four (CD 4)",674,307,0,981
"Hopewell City",-,"501 - Ward Five (CD 4)",558,239,1,798
"Hopewell City",-,"601 - Ward Six (CD 4)",72,278,0,350
"Hopewell City",-,"701 - Ward Seven (CD 4)",222,230,0,452
"Hopewell City",-,"Ab - Central Absentee Precinct (CD 4)",180,65,1,246
"Hopewell City",-,"Provisional Votes (CD 4)",0,0,0,0
"Isle of Wight County",-,"101 - Smithfield (CD 4)","1,699",897,3,"2,599"
"Isle of Wight County",-,"201 - Bartlett (CD 4)",920,498,0,"1,418"
"Isle of Wight County",-,"202 - Carrollton (CD 4)",941,419,0,"1,360"
"Isle of Wight County",-,"301 - Rushmere (CD 4)",563,477,1,"1,041"
"Isle of Wight County",-,"302 - Pons (CD 4)",492,522,0,"1,014"
"Isle of Wight County",-,"401 - Courthouse (CD 4)",394,242,0,636
"Isle of Wight County",-,"402 - Windsor (CD 4)",582,286,0,868
"Isle of Wight County",-,"403 - Orbit (CD 4)",250,123,0,373
"Isle of Wight County",-,"501 - Walters (CD 4)",365,160,0,525
"Isle of Wight County",-,"502 - Camps Mill (CD 4)",96,135,0,231
"Isle of Wight County",-,"503 - Carrsville (CD 4)",187,155,0,342
"Isle of Wight County",-,"504 - Zuni (CD 4)",357,185,0,542
"Isle of Wight County",-,"505 - Raynor (CD 4)",125,60,0,185
"Isle of Wight County",-,"Ab - Central Absentee Precinct (CD 4)",287,97,0,384
"Isle of Wight County",-,"Provisional Votes (CD 4)",4,6,0,10
"James City County",-,"101 - Berkeley A (CD 1)",622,524,0,"1,146"
"James City County",-,"102 - Berkeley B (CD 1)","1,201",543,4,"1,748"
"James City County",-,"103 - Berkeley C (CD 1)","1,042",515,0,"1,557"
"James City County",-,"201 - Jamestown A (CD 1)","1,162",705,2,"1,869"
"James City County",-,"202 - Jamestown B (CD 1)",889,845,3,"1,737"
"James City County",-,"301 - Powhatan A (CD 1)","1,105",573,1,"1,679"
"James City County",-,"302 - Powhatan B (CD 1)",211,212,1,424
"James City County",-,"303 - Powhatan C (CD 1)","1,420",734,0,"2,154"
"James City County",-,"304 - Powhatan D (CD 1)",641,561,0,"1,202"
"James City County",-,"401 - Stonehouse A (CD 1)",995,541,1,"1,537"
"James City County",-,"402 - Stonehouse B (CD 1)","1,080",568,0,"1,648"
"James City County",-,"403 - Stonehouse C (CD 1)",835,419,1,"1,255"
"James City County",-,"501 - Roberts A (CD 1)",706,611,0,"1,317"
"James City County",-,"502 - Roberts B (CD 1)",852,372,0,"1,224"
"James City County",-,"503 - Roberts C (CD 1)",304,267,2,573
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,263",667,2,"1,932"
"James City County",-,"Provisional Votes (CD 1)",5,7,0,12
"King and Queen County",-,"101 - Owenton (CD 1)",144,187,0,331
"King and Queen County",-,"201 - Clarks (CD 1)",285,157,0,442
"King and Queen County",-,"301 - Shacklefords (CD 1)",227,161,0,388
"King and Queen County",-,"401 - Courthouse (CD 1)",176,186,0,362
"King and Queen County",-,"501 - Oldmill (CD 1)",250,116,0,366
"King and Queen County",-,"Ab - Central Absentee Precinct (CD 1)",57,26,0,83
"King and Queen County",-,"Provisional Votes (CD 1)",0,1,0,1
"King George County",-,"101 - Courthouse (CD 1)",602,255,0,857
"King George County",-,"102 - Passapatanzy (CD 1)",281,152,0,433
"King George County",-,"201 - Monroe (CD 1)","1,329",504,1,"1,834"
"King George County",-,"301 - Dahlgren (CD 1)",569,318,0,887
"King George County",-,"401 - Shiloh (CD 1)",702,355,1,"1,058"
"King George County",-,"Ab - Central Absentee Precinct (CD 1)",219,78,0,297
"King George County",-,"Provisional Votes (CD 1)",0,0,0,0
"King William County",-,"101 - West Point (CD 1)",608,246,1,855
"King William County",-,"201 - Sweet Hall (CD 1)",241,113,0,354
"King William County",-,"202 - Courthouse (CD 1)",373,271,0,644
"King William County",-,"301 - Aylett (CD 1)",684,216,1,901
"King William County",-,"401 - Manquin (CD 1)",694,207,0,901
"King William County",-,"501 - Mangohick (CD 1)",574,344,1,919
"King William County",-,"Ab - Central Absentee Precinct (CD 1)",102,32,0,134
"King William County",-,"Provisional Votes (CD 1)",1,0,0,1
"Lancaster County",-,"101 - Precinct 1-1 (CD 1)",572,361,1,934
"Lancaster County",-,"201 - Precinct 2-1 (CD 1)",290,292,3,585
"Lancaster County",-,"301 - Precinct 3-1 (CD 1)",441,210,2,653
"Lancaster County",-,"302 - Precinct 3-2 (CD 1)",247,94,0,341
"Lancaster County",-,"401 - Precinct 4-1 (CD 1)",373,370,0,743
"Lancaster County",-,"501 - Precinct 5-1 (CD 1)",688,311,2,"1,001"
"Lancaster County",-,"Ab - Central Absentee Precinct (CD 1)",234,120,1,355
"Lancaster County",-,"Provisional Votes (CD 1)",0,0,0,0
"Lee County",-,"101 - Elydale (CD 9)",184,70,0,254
"Lee County",-,"102 - Ewing (CD 9)",193,56,0,249
"Lee County",-,"103 - Rose Hill (CD 9)",294,94,0,388
"Lee County",-,"201 - Blackwater (CD 9)",61,41,0,102
"Lee County",-,"202 - Flatwoods (CD 9)",340,69,0,409
"Lee County",-,"203 - North Jonesville (CD 9)",249,63,0,312
"Lee County",-,"204 - South Jonesville (CD 9)",264,99,0,363
"Lee County",-,"301 - Ben Hur (CD 9)",334,115,0,449
"Lee County",-,"302 - West Pennington Gap (CD 9)",166,59,0,225
"Lee County",-,"303 - Woodway (CD 9)",309,84,0,393
"Lee County",-,"401 - Stickleyville (CD 9)",160,69,0,229
"Lee County",-,"402 - Jasper (CD 9)",97,44,0,141
"Lee County",-,"403 - Seminary (CD 9)",152,45,0,197
"Lee County",-,"404 - Dryden (CD 9)",272,91,0,363
"Lee County",-,"501 - Saint Charles (CD 9)",38,49,0,87
"Lee County",-,"502 - Stone Creek (CD 9)",52,29,0,81
"Lee County",-,"503 - East Pennington Gap (CD 9)",266,56,0,322
"Lee County",-,"504 - Robbins Chapel (CD 9)",69,7,0,76
"Lee County",-,"505 - Keokee (CD 9)",48,45,0,93
"Lee County",-,"Ab - Central Absentee Precinct (CD 9)",172,55,0,227
"Lee County",-,"Provisional Votes (CD 9)",0,0,0,0
"Lexington City",-,"1 - Lexington (CD 6)",533,852,3,"1,388"
"Lexington City",-,"Ab - Central Absentee Precinct (CD 6)",43,51,0,94
"Lexington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Loudoun County",-,"101 - Sanders Corner (CD 10)",657,388,2,"1,047"
"Loudoun County",-,"102 - Ashburn Farm (CD 10)",862,483,0,"1,345"
"Loudoun County",-,"105 - Hillside (CD 10)",770,462,3,"1,235"
"Loudoun County",-,"106 - Eagle Ridge (CD 10)",576,327,1,904
"Loudoun County",-,"107 - Little River (CD 10)",396,254,0,650
"Loudoun County",-,"108 - Mercer (CD 10)",590,424,6,"1,020"
"Loudoun County",-,"109 - Hutchison (CD 10)",702,492,0,"1,194"
"Loudoun County",-,"110 - Oak Grove (CD 10)",59,137,0,196
"Loudoun County",-,"111 - Briar Woods (CD 10)",384,291,1,676
"Loudoun County",-,"112 - Freedom (CD 10)",727,445,0,"1,172"
"Loudoun County",-,"113 - Mill Run (CD 10)",399,301,0,700
"Loudoun County",-,"114 - Dulles South (CD 10)",673,453,1,"1,127"
"Loudoun County",-,"115 - Pinebrook (CD 10)",501,255,2,758
"Loudoun County",-,"116 - Legacy (CD 10)",347,295,0,642
"Loudoun County",-,"117 - Carter (CD 10)",277,276,0,553
"Loudoun County",-,"207 - River Bend (CD 10)",414,283,1,698
"Loudoun County",-,"208 - Algonkian (CD 10)",573,472,1,"1,046"
"Loudoun County",-,"209 - Potomac Falls (CD 10)",464,405,3,872
"Loudoun County",-,"210 - Cascades (CD 10)",562,457,3,"1,022"
"Loudoun County",-,"211 - Buchanan (CD 10)",187,173,0,360
"Loudoun County",-,"212 - Claude Moore Park (CD 10)",368,381,1,750
"Loudoun County",-,"213 - Countryside (CD 10)",360,245,0,605
"Loudoun County",-,"301 - Purcellville One (CD 10)",677,399,3,"1,079"
"Loudoun County",-,"302 - Round Hill (CD 10)",574,307,1,882
"Loudoun County",-,"303 - Hillsboro (CD 10)",593,290,1,884
"Loudoun County",-,"304 - Hamilton (CD 10)","1,030",606,0,"1,636"
"Loudoun County",-,"305 - Philomont (CD 10)",547,307,0,854
"Loudoun County",-,"306 - Between The Hills (CD 10)",109,60,0,169
"Loudoun County",-,"307 - Middleburg (CD 10)",232,234,0,466
"Loudoun County",-,"308 - St Louis (CD 10)",302,255,0,557
"Loudoun County",-,"309 - Aldie (CD 10)",207,197,0,404
"Loudoun County",-,"310 - Purcellville Two (CD 10)",589,310,1,900
"Loudoun County",-,"311 - Woodgrove (CD 10)",489,224,0,713
"Loudoun County",-,"401 - West Lovettsville (CD 10)",561,362,1,924
"Loudoun County",-,"402 - Waterford (CD 10)",593,353,1,947
"Loudoun County",-,"403 - Lucketts (CD 10)",471,283,0,754
"Loudoun County",-,"405 - Greenway (CD 10)",338,261,2,601
"Loudoun County",-,"406 - Balls Bluff (CD 10)",560,360,0,920
"Loudoun County",-,"407 - Harper Park (CD 10)",937,555,1,"1,493"
"Loudoun County",-,"408 - Evergreen (CD 10)",763,407,0,"1,170"
"Loudoun County",-,"409 - Clarkes Gap (CD 10)",386,216,0,602
"Loudoun County",-,"410 - Tolbert (CD 10)",553,395,0,948
"Loudoun County",-,"411 - East Lovettsville (CD 10)",554,367,0,921
"Loudoun County",-,"412 - Heritage (CD 10)",486,252,0,738
"Loudoun County",-,"501 - West Leesburg (CD 10)",532,504,0,"1,036"
"Loudoun County",-,"502 - East Leesburg (CD 10)",380,417,1,798
"Loudoun County",-,"503 - Dry Mill (CD 10)",331,234,1,566
"Loudoun County",-,"504 - Smarts Mill (CD 10)",481,448,1,930
"Loudoun County",-,"505 - Cool Spring (CD 10)",621,335,1,957
"Loudoun County",-,"506 - Brandon Park (CD 10)",220,179,0,399
"Loudoun County",-,"604 - Sugarland North (CD 10)",744,546,2,"1,292"
"Loudoun County",-,"605 - Sugarland South (CD 10)",451,410,0,861
"Loudoun County",-,"606 - Seneca (CD 10)",420,329,0,749
"Loudoun County",-,"607 - Lowes Island (CD 10)",540,394,1,935
"Loudoun County",-,"608 - Mirror Ridge (CD 10)",350,406,3,759
"Loudoun County",-,"609 - South Bank (CD 10)",562,410,0,972
"Loudoun County",-,"701 - Sully (CD 10)",320,339,2,661
"Loudoun County",-,"702 - Park View (CD 10)",521,455,2,978
"Loudoun County",-,"703 - Rolling Ridge (CD 10)",355,426,0,781
"Loudoun County",-,"704 - Guilford (CD 10)",294,251,2,547
"Loudoun County",-,"705 - Forest Grove (CD 10)",513,374,3,890
"Loudoun County",-,"808 - Stone Bridge (CD 10)",650,456,0,"1,106"
"Loudoun County",-,"809 - Russell Branch (CD 10)",535,396,1,932
"Loudoun County",-,"810 - Cedar Lane (CD 10)",494,374,2,870
"Loudoun County",-,"811 - Dominion (CD 10)",571,434,0,"1,005"
"Loudoun County",-,"812 - Farmwell Station (CD 10)",573,468,1,"1,042"
"Loudoun County",-,"813 - Seldens Landing (CD 10)",447,376,1,824
"Loudoun County",-,"814 - Newton-lee (CD 10)","1,157",621,1,"1,779"
"Loudoun County",-,"815 - Belmont Ridge (CD 10)","1,003",754,0,"1,757"
"Loudoun County",-,"816 - Weller (CD 10)",554,415,0,969
"Loudoun County",-,"Ab - Central Absentee Precinct (CD 10)","2,125","1,265",1,"3,391"
"Loudoun County",-,"Provisional Votes (CD 10)",13,10,0,23
"Louisa County",-,"101 - Zion (CD 7)",488,277,1,766
"Louisa County",-,"102 - Mechanicsville (CD 7)",345,208,1,554
"Louisa County",-,"201 - Louisa #1 (CD 7)",366,191,0,557
"Louisa County",-,"202 - Louisa #2 (CD 7)",307,225,0,532
"Louisa County",-,"301 - Patrick Henry No 1 (CD 7)",572,720,0,"1,292"
"Louisa County",-,"401 - Mineral (CD 7)",542,225,0,767
"Louisa County",-,"402 - Yanceyville (CD 7)",139,132,0,271
"Louisa County",-,"501 - Fredericks Hall (CD 7)",305,204,0,509
"Louisa County",-,"502 - Cuckoo (CD 7)",338,190,0,528
"Louisa County",-,"601 - Bumpass (CD 7)",477,136,0,613
"Louisa County",-,"602 - Locust Creek (CD 7)",414,186,0,600
"Louisa County",-,"701 - Sheltons Mill (CD 7)",471,198,2,671
"Louisa County",-,"702 - South Anna (CD 7)",338,151,1,490
"Louisa County",-,"Ab - Central Absentee Precinct (CD 7)",341,167,0,508
"Louisa County",-,"Provisional Votes (CD 7)",0,0,0,0
"Lunenburg County",-,"101 - Plymouth (CD 5)",279,94,0,373
"Lunenburg County",-,"201 - Browns Store (CD 5)",285,126,0,411
"Lunenburg County",-,"301 - Rosebud (CD 5)",223,105,0,328
"Lunenburg County",-,"302 - Flat Rock (CD 5)",72,56,0,128
"Lunenburg County",-,"401 - Arrowhead Gun Club (CD 5)",124,39,2,165
"Lunenburg County",-,"402 - Pleasant Grove (CD 5)",181,89,1,271
"Lunenburg County",-,"501 - Reedy Creek (CD 5)",116,98,0,214
"Lunenburg County",-,"502 - Peoples Community Center (CD 5)",82,156,0,238
"Lunenburg County",-,"601 - Hounds Creek (CD 5)",203,230,0,433
"Lunenburg County",-,"701 - Meherrin Fire Department (CD 5)",112,84,0,196
"Lunenburg County",-,"702 - Victoria Christian Church (CD 5)",212,89,0,301
"Lunenburg County",-,"Ab - Central Absentee Precinct (CD 5)",90,39,0,129
"Lunenburg County",-,"Provisional Votes (CD 5)",0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct (CD 6)","1,072",666,0,"1,738"
"Lynchburg City",-,"102 - First Ward Second Precinct (CD 6)","1,087",636,0,"1,723"
"Lynchburg City",-,"103 - First Ward Third Precinct (CD 6)",877,530,1,"1,408"
"Lynchburg City",-,"104 - First Ward Fourth Precinct (CD 6)",266,247,0,513
"Lynchburg City",-,"105 - First Ward Fifth Precinct (CD 6)",470,473,0,943
"Lynchburg City",-,"201 - Second Ward First Precinct (CD 6)",286,850,1,"1,137"
"Lynchburg City",-,"202 - Second Ward Second Precinct (CD 6)",146,652,2,800
"Lynchburg City",-,"203 - Second Ward Third Precinct (CD 6)",88,243,2,333
"Lynchburg City",-,"301 - Third Ward First Precinct (CD 6)",387,316,2,705
"Lynchburg City",-,"302 - Third Ward Second Precinct (CD 6)",180,151,0,331
"Lynchburg City",-,"303 - Third Ward Third Precinct (CD 6)",427,227,1,655
"Lynchburg City",-,"304 - Third Ward Fourth Precinct (CD 6)","2,044",237,4,"2,285"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct (CD 6)",778,304,0,"1,082"
"Lynchburg City",-,"401 - Fourth Ward First Precinct (CD 6)","1,163",503,1,"1,667"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct (CD 6)",496,265,1,762
"Lynchburg City",-,"403 - Fourth Ward Third Precinct (CD 6)",916,492,4,"1,412"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct (CD 6)",916,574,1,"1,491"
"Lynchburg City",-,"Ab - Central Absentee Precinct (CD 6)",506,435,1,942
"Lynchburg City",-,"Provisional Votes (CD 6)",3,0,0,3
"Madison County",-,"1 - Oak Park (CD 7)",244,145,1,390
"Madison County",-,"2 - Radiant (CD 7)",386,239,0,625
"Madison County",-,"3 - Rochelle (CD 7)",251,99,0,350
"Madison County",-,"4 - Graves Mill (CD 7)",28,13,0,41
"Madison County",-,"5 - Madison (CD 7)",506,233,1,740
"Madison County",-,"6 - Wolftown (CD 7)",251,160,0,411
"Madison County",-,"7 - Brightwood (CD 7)",533,194,0,727
"Madison County",-,"8 - Criglersville (CD 7)",258,135,0,393
"Madison County",-,"9 - Etlan (CD 7)",132,75,0,207
"Madison County",-,"Ab - Central Absentee Precinct (CD 7)",126,76,0,202
"Madison County",-,"Provisional Votes (CD 7)",0,0,0,0
"Manassas City",-,"1 - Dean (CD 10)","1,008",547,0,"1,555"
"Manassas City",-,"2 - Weems (CD 10)",657,473,2,"1,132"
"Manassas City",-,"3 - Metz (CD 10)",695,434,1,"1,130"
"Manassas City",-,"4 - Haydon (CD 10)",865,572,2,"1,439"
"Manassas City",-,"5 - Baldwin (CD 10)",608,519,2,"1,129"
"Manassas City",-,"Ab - Central Absentee Precinct (CD 10)",252,168,0,420
"Manassas City",-,"Provisional Votes (CD 10)",0,0,0,0
"Manassas Park City",-,"1 - Precinct One (CD 10)",497,361,0,858
"Manassas Park City",-,"2 - Precinct Two (CD 10)",393,295,0,688
"Manassas Park City",-,"Ab - Central Absentee Precinct (CD 10)",68,42,0,110
"Manassas Park City",-,"Provisional Votes (CD 10)",2,0,0,2
"Martinsville City",-,"1 - Precinct #1 (CD 5)",12,258,1,271
"Martinsville City",-,"2 - Precinct #2 (CD 5)",266,298,1,565
"Martinsville City",-,"3 - Precinct #3 (CD 5)",136,183,0,319
"Martinsville City",-,"4 - Precinct #4 (CD 5)",254,327,0,581
